# TOTAL_GENES = 55849
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOCC_TERMINAL_BOUTON                    SET      46      0.25396    0.0072856      0.12364     0.019989 GOCC_TERMINAL_BOUTON
GOCC_TERTIARY_GRANULE                   SET     157     0.073949    0.0039153     0.066986      0.13481 GOCC_TERTIARY_GRANULE
GOCC_TERTIARY_GRANULE_MEMBRA...         SET      69     0.054421    0.0019117      0.10033      0.29377 GOCC_TERTIARY_GRANULE_MEMBRANE
GOCC_TRANSPORTER_COMPLEX                SET     367     0.043891    0.0035463     0.046428      0.17224 GOCC_TRANSPORTER_COMPLEX
GOCC_TRANSPORT_VESICLE                  SET     379     0.076055     0.006244     0.042235     0.035874 GOCC_TRANSPORT_VESICLE
GOCC_TRANSPORT_VESICLE_MEMBR...         SET     194      0.14414    0.0084806     0.059501    0.0077095 GOCC_TRANSPORT_VESICLE_MEMBRANE
GOCC_VACUOLAR_LUMEN                     SET     164    -0.031552   -0.0017073     0.065429      0.68518 GOCC_VACUOLAR_LUMEN
GOCC_VACUOLAR_MEMBRANE                  SET     433     0.027154    0.0023817     0.039725      0.24713 GOCC_VACUOLAR_MEMBRANE
GOCC_VESICLE_COAT                       SET      51    -0.022565  -0.00068158      0.11022      0.58111 GOCC_VESICLE_COAT
GOCC_VESICLE_LUMEN                      SET     308    -0.040029   -0.0029644      0.04741      0.80075 GOCC_VESICLE_LUMEN
GOMF_AMINO_ACID_CATION_SYMPO...         SET      22      -0.0377  -0.00074811      0.18055       0.5827 GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY
GOMF_CATALYTIC_ACTIVITY_ACTI...         SET     385   0.00021016   1.7389e-05     0.041772      0.49799 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA
GOMF_ENZYME_INHIBITOR_ACTIVI...         SET     377     0.013137    0.0010757     0.043506      0.38135 GOMF_ENZYME_INHIBITOR_ACTIVITY
GOMF_G_QUADRUPLEX_DNA_BINDING           SET      11      0.17423    0.0024449      0.23421      0.22847 GOMF_G_QUADRUPLEX_DNA_BINDING
GOMF_STRUCTURAL_CONSTITUENT_...         SET     160    -0.028168   -0.0015055     0.068286      0.66001 GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME
HALLMARK_ADIPOGENESIS                   SET     195    -0.066486   -0.0039218     0.060024      0.86599 HALLMARK_ADIPOGENESIS
HALLMARK_ALLOGRAFT_REJECTION            SET     190    -0.021386   -0.0012453     0.060063       0.6391 HALLMARK_ALLOGRAFT_REJECTION
HALLMARK_CHOLESTEROL_HOMEOST...         SET      70     0.031833    0.0011263     0.095048      0.36885 HALLMARK_CHOLESTEROL_HOMEOSTASIS
HALLMARK_COAGULATION                    SET     129    0.0083585   0.00040125     0.075449      0.45589 HALLMARK_COAGULATION
HALLMARK_DNA_REPAIR                     SET     142     0.045273    0.0022799     0.068533      0.25444 HALLMARK_DNA_REPAIR
HALLMARK_E2F_TARGETS                    SET     191    -0.015046  -0.00087837     0.057651      0.60294 HALLMARK_E2F_TARGETS
HALLMARK_G2M_CHECKPOINT                 SET     190     0.061333    0.0035713     0.058845      0.14865 HALLMARK_G2M_CHECKPOINT
HALLMARK_HEME_METABOLISM                SET     189    -0.014162  -0.00082245      0.06027      0.59288 HALLMARK_HEME_METABOLISM
HALLMARK_IL6_JAK_STAT3_SIGNA...         SET      81    -0.090753   -0.0034537     0.092559      0.83657 HALLMARK_IL6_JAK_STAT3_SIGNALING
HALLMARK_INTERFERON_ALPHA_RE...         SET      97     0.020168   0.00083977     0.087232      0.40858 HALLMARK_INTERFERON_ALPHA_RESPONSE
HALLMARK_INTERFERON_GAMMA_RE...         SET     196    0.0047401   0.00028031     0.061051      0.46906 HALLMARK_INTERFERON_GAMMA_RESPONSE
HALLMARK_OXIDATIVE_PHOSPHORY...         SET     186    -0.013713  -0.00079007     0.060585      0.58953 HALLMARK_OXIDATIVE_PHOSPHORYLATION
HALLMARK_TNFA_SIGNALING_VIA_...         SET     198     0.036522    0.0021708     0.058572      0.26647 HALLMARK_TNFA_SIGNALING_VIA_NFKB
HALLMARK_UV_RESPONSE_UP                 SET     153    -0.020625   -0.0010781     0.066621      0.62156 HALLMARK_UV_RESPONSE_UP
HP_ABNORMALITY_OF_ACID_BASE_...         SET     350    -0.019892   -0.0015698     0.044716      0.67179 HP_ABNORMALITY_OF_ACID_BASE_HOMEOSTASIS
HP_ABNORMALITY_OF_COMPLEMENT...         SET      30     -0.10678   -0.0024742      0.16959      0.73553 HP_ABNORMALITY_OF_COMPLEMENT_SYSTEM
HP_ABNORMALITY_OF_EXTRAPYRAM...         SET     245     0.071005    0.0046926     0.055807      0.10163 HP_ABNORMALITY_OF_EXTRAPYRAMIDAL_MOTOR_FUNCTION
HP_ABNORMALITY_OF_HUMORAL_IM...         SET     250     0.047366     0.003162     0.051853       0.1805 HP_ABNORMALITY_OF_HUMORAL_IMMUNITY
HP_ABNORMALITY_OF_TEMPERATUR...         SET     428    -0.023945   -0.0020881     0.040345      0.72358 HP_ABNORMALITY_OF_TEMPERATURE_REGULATION
HP_ABNORMALITY_OF_THE_BASAL_...         SET     205      0.05213    0.0031525     0.060058       0.1927 HP_ABNORMALITY_OF_THE_BASAL_GANGLIA
HP_ABNORMALITY_OF_THE_LYMPH_...         SET     198     -0.02006   -0.0011923      0.05847      0.63423 HP_ABNORMALITY_OF_THE_LYMPH_NODES
HP_ABNORMALITY_OF_THE_MITOCH...         SET     156     0.024306    0.0012828      0.06722      0.35883 HP_ABNORMALITY_OF_THE_MITOCHONDRION
HP_ABNORMALITY_OF_THE_PULMON...         SET     228      -0.0562   -0.0035836     0.055947      0.84243 HP_ABNORMALITY_OF_THE_PULMONARY_VASCULATURE
HP_ABNORMALITY_OF_THE_THENAR...         SET      29     -0.10292   -0.0023447      0.14831      0.75614 HP_ABNORMALITY_OF_THE_THENAR_EMINENCE
HP_ABNORMALITY_OF_THE_URETHRA           SET     381     0.092758    0.0076353     0.042403     0.014353 HP_ABNORMALITY_OF_THE_URETHRA
HP_ABNORMALITY_OF_THE_VOICE             SET     441    -0.001397  -0.00012365     0.040273      0.51384 HP_ABNORMALITY_OF_THE_VOICE
HP_ABNORMAL_ACTIVITY_OF_MITO...         SET      88        0.017   0.00067429     0.090207      0.42526 HP_ABNORMAL_ACTIVITY_OF_MITOCHONDRIAL_RESPIRATORY_CHAIN
HP_ABNORMAL_AGGRESSIVE_IMPUL...         SET     308     0.052139    0.0038613     0.048163       0.1395 HP_ABNORMAL_AGGRESSIVE_IMPULSIVE_OR_VIOLENT_BEHAVIOR
HP_ABNORMAL_CAUDATE_NUCLEUS_...         SET      21     -0.20905    -0.004053      0.21031      0.83989 HP_ABNORMAL_CAUDATE_NUCLEUS_MORPHOLOGY
HP_ABNORMAL_CNS_MYELINATION             SET     284      0.12363    0.0087939     0.048322    0.0052578 HP_ABNORMAL_CNS_MYELINATION
HP_ABNORMAL_CONSUMPTION_BEHA...         SET     133     0.085937    0.0041887     0.075506      0.12753 HP_ABNORMAL_CONSUMPTION_BEHAVIOR
HP_ABNORMAL_CORPUS_STRIATUM_...         SET      36      0.02915   0.00073986      0.14857      0.42223 HP_ABNORMAL_CORPUS_STRIATUM_MORPHOLOGY
HP_ABNORMAL_CSF_METABOLITE_L...         SET      99      0.07907    0.0033262     0.082669      0.16942 HP_ABNORMAL_CSF_METABOLITE_LEVEL
HP_ABNORMAL_EATING_BEHAVIOR             SET     100      0.07178    0.0030347     0.087665      0.20645 HP_ABNORMAL_EATING_BEHAVIOR
HP_ABNORMAL_ERYTHROCYTE_ENZY...         SET      28     -0.11539   -0.0025831       0.1498      0.77943 HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL
HP_ABNORMAL_ERYTHROCYTE_SEDI...         SET      48    -0.044303   -0.0012983       0.1178      0.64658 HP_ABNORMAL_ERYTHROCYTE_SEDIMENTATION_RATE
HP_ABNORMAL_FEAR_ANXIETY_REL...         SET     361     0.059049    0.0047321     0.044327     0.091411 HP_ABNORMAL_FEAR_ANXIETY_RELATED_BEHAVIOR
HP_ABNORMAL_HEMOGLOBIN                  SET      54    -0.023551  -0.00073197      0.11092      0.58407 HP_ABNORMAL_HEMOGLOBIN
HP_ABNORMAL_MEAN_CORPUSCULAR...         SET      48     0.063004    0.0018463      0.11418      0.29055 HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME
HP_ABNORMAL_NUMBER_OF_ERYTHR...         SET      39     -0.11018   -0.0029105      0.12708      0.80701 HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS
HP_ABNORMAL_PERICARDIUM_MORP...         SET      67     0.025083   0.00086826      0.10269      0.40351 HP_ABNORMAL_PERICARDIUM_MORPHOLOGY
HP_ABNORMAL_SERUM_INTERFERON...         SET      21     0.037183   0.00072089      0.19165      0.42308 HP_ABNORMAL_SERUM_INTERFERON_LEVEL
HP_ABNORMAL_SPERM_MOTILITY              SET      75     0.091886     0.003365      0.10169       0.1831 HP_ABNORMAL_SPERM_MOTILITY
HP_ABNORMAL_TONGUE_PHYSIOLOGY           SET      40      0.14461    0.0038686      0.13638       0.1445 HP_ABNORMAL_TONGUE_PHYSIOLOGY
HP_ABNORMAL_VENA_CAVA_MORPHO...         SET      64   0.00028512   9.6464e-06      0.10806      0.49895 HP_ABNORMAL_VENA_CAVA_MORPHOLOGY
HP_ABSENCE_OF_PUBERTAL_DEVEL...         SET      26     0.064113     0.001383      0.15207      0.33665 HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT
HP_ABSENT_SPEECH                        SET     292     0.062387    0.0044993     0.048858      0.10082 HP_ABSENT_SPEECH
HP_ABSENT_THUMB                         SET      47    -0.092392   -0.0026792      0.11992      0.77948 HP_ABSENT_THUMB
HP_ADENOCARCINOMA_OF_THE_INT...         SET      37     0.067481    0.0017363      0.12842      0.29963 HP_ADENOCARCINOMA_OF_THE_INTESTINES
HP_AMYLOIDOSIS                          SET      29      0.29906     0.006813      0.15311     0.025401 HP_AMYLOIDOSIS
HP_APLASIA_HYPOPLASIA_OF_THE...         SET      81      0.10301    0.0039203     0.093055      0.13415 HP_APLASIA_HYPOPLASIA_OF_THE_SPLEEN
HP_APNEA                                SET     277    0.0076479   0.00053727     0.050209      0.43947 HP_APNEA
HP_ARTHRITIS                            SET     187    -0.094927   -0.0054838     0.059816      0.94374 HP_ARTHRITIS
HP_ATONIC_SEIZURE                       SET      95      0.10603    0.0043694     0.086733      0.11076 HP_ATONIC_SEIZURE
HP_AUTOIMMUNITY                         SET     170    -0.047619   -0.0026233     0.064674      0.76922 HP_AUTOIMMUNITY
HP_BONE_CYST                            SET      28     0.051221    0.0011466       0.1515      0.36765 HP_BONE_CYST
HP_BRACHYCEPHALY                        SET     195    -0.021507   -0.0012686     0.061077      0.63763 HP_BRACHYCEPHALY
HP_BRADYKINESIA                         SET      95     0.034489    0.0014213     0.088568      0.34849 HP_BRADYKINESIA
HP_CENTRAL_SLEEP_APNEA                  SET      24      0.19263    0.0039924      0.16855      0.12654 HP_CENTRAL_SLEEP_APNEA
HP_CEREBRAL_VISUAL_IMPAIRMENT           SET     200     0.070316    0.0042003     0.059277      0.11777 HP_CEREBRAL_VISUAL_IMPAIRMENT
HP_CHOREA                               SET     252     0.053575    0.0035907     0.054103      0.16103 HP_CHOREA
HP_COARCTATION_OF_AORTA                 SET     112    -0.096573   -0.0043204      0.07369      0.90499 HP_COARCTATION_OF_AORTA
HP_COGWHEEL_RIGIDITY                    SET      23     -0.16091   -0.0032648      0.18205      0.81162 HP_COGWHEEL_RIGIDITY
HP_COMPLEX_FEBRILE_SEIZURE              SET      15      0.24341    0.0039886      0.22673      0.14152 HP_COMPLEX_FEBRILE_SEIZURE
HP_DEPRESSION                           SET     346     0.043031    0.0033765     0.045384      0.17153 HP_DEPRESSION
HP_DEVELOPMENTAL_CATARACT               SET     115      0.07229     0.003277     0.073906      0.16401 HP_DEVELOPMENTAL_CATARACT
HP_DEVELOPMENTAL_REGRESSION             SET     329     0.042151    0.0032256     0.046191      0.18075 HP_DEVELOPMENTAL_REGRESSION
HP_DILATION_OF_LATERAL_VENTR...         SET      77    0.0090826   0.00033702     0.093448      0.46129 HP_DILATION_OF_LATERAL_VENTRICLES
HP_DISINHIBITION                        SET     189     0.047695    0.0027699     0.059552       0.2116 HP_DISINHIBITION
HP_DISTAL_AMYOTROPHY                    SET     158     0.081662    0.0043374     0.066824      0.11085 HP_DISTAL_AMYOTROPHY
HP_DUPLICATION_OF_THUMB_PHAL...         SET      50    0.0053743   0.00016073      0.11328      0.48108 HP_DUPLICATION_OF_THUMB_PHALANX
HP_DYSPHAGIA                            SET     433     0.081912    0.0071845     0.040892     0.022584 HP_DYSPHAGIA
HP_EARLY_ONSET_OF_SEXUAL_MAT...         SET     183     0.080742    0.0046143     0.060815     0.092148 HP_EARLY_ONSET_OF_SEXUAL_MATURATION
HP_ENCEPHALOPATHY                       SET     250     0.012955   0.00086483     0.053238      0.40387 HP_ENCEPHALOPATHY
HP_ENLARGED_CISTERNA_MAGNA              SET      36     0.021664   0.00054985       0.1423       0.4395 HP_ENLARGED_CISTERNA_MAGNA
HP_ERYTHROID_HYPOPLASIA                 SET      24    -0.060434   -0.0012525      0.15647      0.65034 HP_ERYTHROID_HYPOPLASIA
HP_EUNUCHOID_HABITUS                    SET      20    -0.018295  -0.00034615      0.16443      0.54429 HP_EUNUCHOID_HABITUS
HP_FAILURE_TO_THRIVE_IN_INFA...         SET     127     0.077766    0.0037042     0.075832      0.15257 HP_FAILURE_TO_THRIVE_IN_INFANCY
HP_FEMALE_SEXUAL_DYSFUNCTION            SET      54    -0.036963   -0.0011488      0.11096      0.63048 HP_FEMALE_SEXUAL_DYSFUNCTION
HP_FEVER                                SET     312     0.016155    0.0012041     0.047346      0.36647 HP_FEVER
HP_FOCAL_MOTOR_SEIZURE                  SET     100     0.053111    0.0022454     0.088003      0.27309 HP_FOCAL_MOTOR_SEIZURE
HP_FUNCTIONAL_MOTOR_DEFICIT             SET     436     0.037235    0.0032771     0.040422      0.17849 HP_FUNCTIONAL_MOTOR_DEFICIT
HP_GASTROESOPHAGEAL_REFLUX              SET     395   -0.0063879  -0.00053531     0.042152      0.56023 HP_GASTROESOPHAGEAL_REFLUX
HP_GENERALIZED_MYOCLONIC_SEI...         SET     139     0.037706    0.0018788     0.071419      0.29877 HP_GENERALIZED_MYOCLONIC_SEIZURE
HP_GLAUCOMA                             SET     324   -0.0093252  -0.00070821      0.04619         0.58 HP_GLAUCOMA
HP_HYPOMIMIC_FACE                       SET      31     -0.10697   -0.0025195      0.15589      0.75371 HP_HYPOMIMIC_FACE
HP_HYPOPLASIA_OF_THE_CORPUS_...         SET     458      0.05434    0.0049008     0.038854     0.080975 HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM
HP_HYPOSMIA                             SET      55   -0.0036897  -0.00011573      0.11761      0.51251 HP_HYPOSMIA
HP_INCREASED_CSF_LACTATE                SET      77      0.11773    0.0043685       0.0934      0.10375 HP_INCREASED_CSF_LACTATE
HP_INCREASED_MEAN_CORPUSCULA...         SET      38      0.10678    0.0027844      0.12682      0.19989 HP_INCREASED_MEAN_CORPUSCULAR_VOLUME
HP_INCREASED_SERUM_LACTATE              SET     164    -0.043216   -0.0023385     0.065804      0.74433 HP_INCREASED_SERUM_LACTATE
HP_INTERICTAL_EEG_ABNORMALITY           SET     274     0.075264    0.0052589      0.05098     0.069928 HP_INTERICTAL_EEG_ABNORMALITY
HP_IRRITABILITY                         SET     197      0.05119    0.0030349      0.05896      0.19264 HP_IRRITABILITY
HP_LACTIC_ACIDOSIS                      SET     151   -0.0045243  -0.00023493     0.068836       0.5262 HP_LACTIC_ACIDOSIS
HP_LEUKODYSTROPHY                       SET     100      0.14398    0.0060871     0.080319     0.036523 HP_LEUKODYSTROPHY
HP_MACROCYTIC_ANEMIA                    SET      62      0.11422    0.0038035      0.10104      0.12915 HP_MACROCYTIC_ANEMIA
HP_MALIGNANT_GENITOURINARY_T...         SET      25      -0.1491   -0.0031538      0.15694      0.82895 HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR
HP_MENINGITIS                           SET      65      0.23619    0.0080531      0.10287      0.01084 HP_MENINGITIS
HP_MENTAL_DETERIORATION                 SET     296     0.070677    0.0051318     0.049017     0.074668 HP_MENTAL_DETERIORATION
HP_MOTOR_SEIZURE                        SET     318      0.02828    0.0021279      0.04756      0.27605 HP_MOTOR_SEIZURE
HP_MULTICYSTIC_KIDNEY_DYSPLA...         SET     108   -0.0018213  -8.0014e-05     0.078907      0.50921 HP_MULTICYSTIC_KIDNEY_DYSPLASIA
HP_MUSCLE_STIFFNESS                     SET      69     0.050625    0.0017784     0.098954      0.30447 HP_MUSCLE_STIFFNESS
HP_MYELODYSPLASIA                       SET      95    -0.064212   -0.0026461     0.081664      0.78415 HP_MYELODYSPLASIA
HP_MYOCLONIC_SEIZURE                    SET     172     0.063184    0.0035011     0.064575      0.16392 HP_MYOCLONIC_SEIZURE
HP_MYOCLONUS                            SET     320   1.8218e-05   1.3751e-06     0.047507      0.49985 HP_MYOCLONUS
HP_MYOSITIS                             SET      31      0.15215    0.0035837      0.14869      0.15308 HP_MYOSITIS
HP_NARROW_PALM                          SET      14      0.28258    0.0044736      0.26141      0.13985 HP_NARROW_PALM
HP_OSTEOSARCOMA                         SET      32    -0.032924  -0.00078787      0.13901      0.59361 HP_OSTEOSARCOMA
HP_PARKINSONISM                         SET     108     0.047237    0.0020753     0.083088      0.28484 HP_PARKINSONISM
HP_PAROXYSMAL_DYSKINESIA                SET      12      0.56828    0.0083293      0.27029     0.017758 HP_PAROXYSMAL_DYSKINESIA
HP_PARTIAL_DUPLICATION_OF_TH...         SET      38    -0.019848  -0.00051755      0.13169       0.5599 HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND
HP_PERIPHERAL_NEUROPATHY                SET     410     0.048792    0.0041652     0.041337      0.11893 HP_PERIPHERAL_NEUROPATHY
HP_PERSISTENCE_OF_HEMOGLOBIN...         SET      29      0.02751   0.00062671      0.14391       0.4242 HP_PERSISTENCE_OF_HEMOGLOBIN_F
HP_PLAGIOCEPHALY                        SET     108     0.092618    0.0040689     0.082503      0.13081 HP_PLAGIOCEPHALY
HP_PLANTAR_HYPERKERATOSIS               SET     155    -0.045671   -0.0024027     0.067912      0.74937 HP_PLANTAR_HYPERKERATOSIS
HP_POLYPHAGIA                           SET      62    0.0096747   0.00032217      0.11425      0.46626 HP_POLYPHAGIA
HP_PROGRESSIVE_NEUROLOGIC_DE...         SET      50     0.087272    0.0026101      0.12454      0.24173 HP_PROGRESSIVE_NEUROLOGIC_DETERIORATION
HP_PROTRUDING_EAR                       SET     168    -0.044027   -0.0024111     0.066615      0.74567 HP_PROTRUDING_EAR
HP_PULMONARY_INFILTRATES                SET      48      0.17887    0.0052417      0.12099     0.069648 HP_PULMONARY_INFILTRATES
HP_PURE_RED_CELL_APLASIA                SET      24    -0.088607   -0.0018364      0.15594      0.71505 HP_PURE_RED_CELL_APLASIA
HP_RAPIDLY_PROGRESSIVE                  SET      35      0.38831    0.0097178      0.14002    0.0027763 HP_RAPIDLY_PROGRESSIVE
HP_RENAL_CYST                           SET     257     0.023192    0.0015696     0.053835      0.33331 HP_RENAL_CYST
HP_RETICULOCYTOPENIA                    SET      33    -0.017086  -0.00041521      0.13222      0.55141 HP_RETICULOCYTOPENIA
HP_RIGIDITY                             SET     175     0.072502    0.0040521     0.063337      0.12617 HP_RIGIDITY
HP_SHORT_ATTENTION_SPAN                 SET     401     0.038947    0.0032883      0.04126       0.1726 HP_SHORT_ATTENTION_SPAN
HP_SPASTIC_TETRAPLEGIA                  SET      98     0.036914     0.001545     0.083424      0.32907 HP_SPASTIC_TETRAPLEGIA
HP_STATUS_EPILEPTICUS                   SET     185      0.02582    0.0014836     0.060955      0.33593 HP_STATUS_EPILEPTICUS
HP_STEREOTYPY                           SET     230      0.14712    0.0094221     0.056292    0.0044813 HP_STEREOTYPY
HP_SYSTEMIC_LUPUS_ERYTHEMATO...         SET      33    -0.058737   -0.0014274      0.15575      0.64696 HP_SYSTEMIC_LUPUS_ERYTHEMATOSUS
HP_THROMBOCYTOSIS                       SET      52     -0.21017     -0.00641      0.11382      0.96759 HP_THROMBOCYTOSIS
HP_TUBE_FEEDING                         SET     234     0.023257    0.0015022     0.054051       0.3335 HP_TUBE_FEEDING
HP_UNSTEADY_GAIT                        SET     151       0.1284    0.0066675     0.067185     0.027996 HP_UNSTEADY_GAIT
HP_UNUSUAL_FUNGAL_INFECTION             SET      62     0.072791     0.002424      0.10043      0.23428 HP_UNUSUAL_FUNGAL_INFECTION
HP_UNUSUAL_INFECTION_BY_ANAT...         SET      89      0.16231    0.0064744     0.086108     0.029719 HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE
HP_VERTIGO                              SET     106      0.01305     0.000568     0.082637      0.43726 HP_VERTIGO
HP_WEAKNESS_DUE_TO_UPPER_MOT...         SET     438    0.0084443   0.00074489     0.039959      0.41632 HP_WEAKNESS_DUE_TO_UPPER_MOTOR_NEURON_DYSFUNCTION
KEGG_ALZHEIMERS_DISEASE                 SET     154     0.069203     0.003629     0.068462      0.15605 KEGG_ALZHEIMERS_DISEASE
KEGG_ANTIGEN_PROCESSING_AND_...         SET      73      0.04952    0.0017892      0.11275      0.33026 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_ENDOCYTOSIS                        SET     176    -0.085619   -0.0047989     0.062387      0.91502 KEGG_ENDOCYTOSIS
KEGG_GLYCOLYSIS_GLUCONEOGENE...         SET      59    -0.057207   -0.0018584      0.11004      0.69843 KEGG_GLYCOLYSIS_GLUCONEOGENESIS
KEGG_GRAFT_VERSUS_HOST_DISEA...         SET      32    -0.041366  -0.00098991      0.15716      0.60381 KEGG_GRAFT_VERSUS_HOST_DISEASE
KEGG_HISTIDINE_METABOLISM               SET      27     -0.15031   -0.0033041      0.16019      0.82595 KEGG_HISTIDINE_METABOLISM
KEGG_HUNTINGTONS_DISEASE                SET     167      0.11004    0.0060082     0.065834     0.047319 KEGG_HUNTINGTONS_DISEASE
KEGG_OXIDATIVE_PHOSPHORYLATI...         SET     114     0.047203    0.0021305     0.077824      0.27208 KEGG_OXIDATIVE_PHOSPHORYLATION
KEGG_PARKINSONS_DISEASE                 SET     110    0.0090665   0.00040198     0.077053      0.45317 KEGG_PARKINSONS_DISEASE
KEGG_PATHWAYS_IN_CANCER                 SET     315       0.1209    0.0090541     0.048044    0.0059296 KEGG_PATHWAYS_IN_CANCER
KEGG_RIBOSOME                           SET      83    -0.064923    -0.002501      0.09717      0.74797 KEGG_RIBOSOME
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      67      0.11117    0.0038481      0.10302      0.14027 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_SYSTEMIC_LUPUS_ERYTHEMA...         SET     123   -0.0045883  -0.00021509     0.095722      0.51912 KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
KEGG_THYROID_CANCER                     SET      29      0.12138    0.0027651      0.15615       0.2185 KEGG_THYROID_CANCER
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      98     -0.12477   -0.0052222     0.084361      0.93043 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_TYPE_I_DIABETES_MELLITUS           SET      39     0.045101    0.0011914      0.13968      0.37339 KEGG_TYPE_I_DIABETES_MELLITUS
REACTOME_ACTIVATION_OF_ANTER...         SET     115     0.038945    0.0017654     0.092931      0.33758 REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
REACTOME_ACTIVATION_OF_THE_M...         SET      54    -0.064242   -0.0019966      0.11562      0.71077 REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
REACTOME_ANTIGEN_PRESENTATIO...         SET      24   -0.0068575  -0.00014213      0.16296      0.51678 REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
REACTOME_ANTIGEN_PROCESSING_...1        SET      97    -0.045322   -0.0018872     0.084194      0.70482 REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
REACTOME_ANTIGEN_PROCESSING_...2        SET     292    -0.069588   -0.0050186     0.048128      0.92589 REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
REACTOME_ANTIVIRAL_MECHANISM...         SET      81     0.029867    0.0011366     0.088487      0.36786 REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES
REACTOME_ASSEMBLY_OF_THE_ORC...         SET      64    -0.014538  -0.00049186      0.14818      0.53908 REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION
REACTOME_ATTENUATION_PHASE              SET      27     0.067146     0.001476       0.1756      0.35109 REACTOME_ATTENUATION_PHASE
REACTOME_AUTOPHAGY                      SET     144     -0.04001    -0.002029     0.070119      0.71586 REACTOME_AUTOPHAGY
REACTOME_CELLULAR_RESPONSE_T...         SET     147    -0.088234   -0.0045208     0.071011      0.89298 REACTOME_CELLULAR_RESPONSE_TO_STARVATION
REACTOME_CHOLESTEROL_BIOSYNT...         SET      23     0.010887    0.0002209      0.15901      0.47271 REACTOME_CHOLESTEROL_BIOSYNTHESIS
REACTOME_CLASS_A_1_RHODOPSIN...         SET     312    0.0052592   0.00039199     0.047687      0.45609 REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS
REACTOME_CLASS_I_MHC_MEDIATE...         SET     352    -0.075749   -0.0059947     0.044121      0.95699 REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
REACTOME_COMPLEX_I_BIOGENESIS           SET      49      0.13857    0.0041029      0.12642      0.13652 REACTOME_COMPLEX_I_BIOGENESIS
REACTOME_COPI_INDEPENDENT_GO...         SET      52     -0.23457   -0.0071543      0.11428      0.97994 REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC
REACTOME_CREATION_OF_C4_AND_...         SET      18     -0.25502   -0.0045776      0.22073      0.87603 REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
REACTOME_CROSSLINKING_OF_COL...         SET      16      0.11778    0.0019932      0.21177      0.28905 REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS
REACTOME_DAP12_INTERACTIONS             SET      38    -0.099168   -0.0025859      0.13486      0.76894 REACTOME_DAP12_INTERACTIONS
REACTOME_DAP12_SIGNALING                SET      28     -0.23657   -0.0052956      0.15694      0.93414 REACTOME_DAP12_SIGNALING
REACTOME_DEFECTIVE_B4GALT7_C...         SET      17     -0.23846   -0.0041598      0.19489      0.88944 REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE
REACTOME_DEFECTIVE_EXT2_CAUS...         SET      12     -0.24798   -0.0036346      0.24187      0.84738 REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2
REACTOME_DISEASES_OF_IMMUNE_...         SET      29     -0.47763    -0.010881       0.1474       0.9994 REACTOME_DISEASES_OF_IMMUNE_SYSTEM
