# TOTAL_GENES = 59313
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOCC_TERMINAL_BOUTON                    SET      48      0.26533     0.007545      0.13394     0.023798 GOCC_TERMINAL_BOUTON
GOCC_TERTIARY_GRANULE                   SET     163    -0.010513  -0.00055036     0.068024      0.56141 GOCC_TERTIARY_GRANULE
GOCC_TERTIARY_GRANULE_MEMBRA...         SET      72     0.043396    0.0015111     0.099686      0.33166 GOCC_TERTIARY_GRANULE_MEMBRANE
GOCC_TRANSPORTER_COMPLEX                SET     385    -0.053298   -0.0042801     0.047548      0.86884 GOCC_TRANSPORTER_COMPLEX
GOCC_TRANSPORT_VESICLE                  SET     397    -0.028173   -0.0022972     0.043818      0.73987 GOCC_TRANSPORT_VESICLE
GOCC_TRANSPORT_VESICLE_MEMBR...         SET     200    -0.028046   -0.0016259      0.06083      0.67762 GOCC_TRANSPORT_VESICLE_MEMBRANE
GOCC_VACUOLAR_LUMEN                     SET     171    -0.050911   -0.0027297     0.065819      0.78038 GOCC_VACUOLAR_LUMEN
GOCC_VACUOLAR_MEMBRANE                  SET     447     0.078552    0.0067935     0.041224     0.028361 GOCC_VACUOLAR_MEMBRANE
GOCC_VESICLE_COAT                       SET      51      0.21778    0.0063832      0.12064      0.03552 GOCC_VESICLE_COAT
GOCC_VESICLE_LUMEN                      SET     323     0.040321    0.0029674     0.047921      0.20006 GOCC_VESICLE_LUMEN
GOMF_AMINO_ACID_CATION_SYMPO...         SET      22      0.10724    0.0020649      0.18357      0.27955 GOMF_AMINO_ACID_CATION_SYMPORTER_ACTIVITY
GOMF_CATALYTIC_ACTIVITY_ACTI...         SET     391    -0.094487   -0.0076463        0.045      0.98212 GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA
GOMF_ENZYME_INHIBITOR_ACTIVI...         SET     390      0.11859    0.0095845     0.046496    0.0053798 GOMF_ENZYME_INHIBITOR_ACTIVITY
GOMF_G_QUADRUPLEX_DNA_BINDING           SET      11    0.0036869   5.0205e-05      0.22786      0.49355 GOMF_G_QUADRUPLEX_DNA_BINDING
GOMF_STRUCTURAL_CONSTITUENT_...         SET     164    -0.070507   -0.0037024     0.078803      0.81453 GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME
HALLMARK_ADIPOGENESIS                   SET     200     0.077211     0.004476     0.063136      0.11068 HALLMARK_ADIPOGENESIS
HALLMARK_ALLOGRAFT_REJECTION            SET     200      0.25067     0.014532     0.060695   1.8171e-05 HALLMARK_ALLOGRAFT_REJECTION
HALLMARK_CHOLESTEROL_HOMEOST...         SET      73    -0.051139    -0.001793      0.10499      0.68689 HALLMARK_CHOLESTEROL_HOMEOSTASIS
HALLMARK_COAGULATION                    SET     134    -0.090461   -0.0042949     0.075609      0.88423 HALLMARK_COAGULATION
HALLMARK_DNA_REPAIR                     SET     148     -0.14165   -0.0070672     0.072966      0.97389 HALLMARK_DNA_REPAIR
HALLMARK_E2F_TARGETS                    SET     198    0.0058053   0.00033486     0.062856      0.46321 HALLMARK_E2F_TARGETS
HALLMARK_G2M_CHECKPOINT                 SET     199     0.036686    0.0021214      0.06153      0.27551 HALLMARK_G2M_CHECKPOINT
HALLMARK_HEME_METABOLISM                SET     199    -0.040828   -0.0023609     0.061815      0.74552 HALLMARK_HEME_METABOLISM
HALLMARK_IL6_JAK_STAT3_SIGNA...         SET      83      0.29901     0.011178      0.09049   0.00047644 HALLMARK_IL6_JAK_STAT3_SIGNALING
HALLMARK_INTERFERON_ALPHA_RE...         SET      97    -0.050093   -0.0020241     0.090974      0.70905 HALLMARK_INTERFERON_ALPHA_RESPONSE
HALLMARK_INTERFERON_GAMMA_RE...         SET     196      0.14706    0.0084397     0.061321    0.0082408 HALLMARK_INTERFERON_GAMMA_RESPONSE
HALLMARK_OXIDATIVE_PHOSPHORY...         SET     198     0.015274   0.00088101     0.065099      0.40725 HALLMARK_OXIDATIVE_PHOSPHORYLATION
HALLMARK_TNFA_SIGNALING_VIA_...         SET     198      0.17644     0.010177     0.060867    0.0018738 HALLMARK_TNFA_SIGNALING_VIA_NFKB
HALLMARK_UV_RESPONSE_UP                 SET     157    -0.042342   -0.0021756     0.069483      0.72886 HALLMARK_UV_RESPONSE_UP
HP_ABNORMALITY_OF_ACID_BASE_...         SET     365    -0.033566    -0.002625     0.048055      0.75756 HP_ABNORMALITY_OF_ACID_BASE_HOMEOSTASIS
HP_ABNORMALITY_OF_COMPLEMENT...         SET      32     0.063533    0.0014753      0.16209      0.34754 HP_ABNORMALITY_OF_COMPLEMENT_SYSTEM
HP_ABNORMALITY_OF_EXTRAPYRAM...         SET     261   -0.0039127  -0.00025898     0.056192      0.52776 HP_ABNORMALITY_OF_EXTRAPYRAMIDAL_MOTOR_FUNCTION
HP_ABNORMALITY_OF_HUMORAL_IM...         SET     273      0.22769     0.015412     0.051992   5.9641e-06 HP_ABNORMALITY_OF_HUMORAL_IMMUNITY
HP_ABNORMALITY_OF_TEMPERATUR...         SET     453      0.15122     0.013165     0.041185   0.00012066 HP_ABNORMALITY_OF_TEMPERATURE_REGULATION
HP_ABNORMALITY_OF_THE_BASAL_...         SET     214      0.12986    0.0077863     0.060819     0.016374 HP_ABNORMALITY_OF_THE_BASAL_GANGLIA
HP_ABNORMALITY_OF_THE_LYMPH_...         SET     211      0.29071     0.017308     0.060887   9.0373e-07 HP_ABNORMALITY_OF_THE_LYMPH_NODES
HP_ABNORMALITY_OF_THE_MITOCH...         SET     162     0.057463     0.002999     0.074891      0.22145 HP_ABNORMALITY_OF_THE_MITOCHONDRION
HP_ABNORMALITY_OF_THE_PULMON...         SET     244      0.10545    0.0067495     0.056085     0.030046 HP_ABNORMALITY_OF_THE_PULMONARY_VASCULATURE
HP_ABNORMALITY_OF_THE_THENAR...         SET      31     0.066498    0.0015199       0.1623        0.341 HP_ABNORMALITY_OF_THE_THENAR_EMINENCE
HP_ABNORMALITY_OF_THE_URETHRA           SET     423     0.096367    0.0081091     0.042573     0.011803 HP_ABNORMALITY_OF_THE_URETHRA
HP_ABNORMALITY_OF_THE_VOICE             SET     477      0.04964    0.0044337     0.040486      0.11009 HP_ABNORMALITY_OF_THE_VOICE
HP_ABNORMAL_ACTIVITY_OF_MITO...         SET      91      0.13612    0.0053277      0.10574     0.098996 HP_ABNORMAL_ACTIVITY_OF_MITOCHONDRIAL_RESPIRATORY_CHAIN
HP_ABNORMAL_AGGRESSIVE_IMPUL...         SET     356     0.066455     0.005133     0.046234     0.075314 HP_ABNORMAL_AGGRESSIVE_IMPULSIVE_OR_VIOLENT_BEHAVIOR
HP_ABNORMAL_CAUDATE_NUCLEUS_...         SET      24     0.087551    0.0017608      0.20996      0.33834 HP_ABNORMAL_CAUDATE_NUCLEUS_MORPHOLOGY
HP_ABNORMAL_CNS_MYELINATION             SET     300      0.17246     0.012234     0.051976   0.00045342 HP_ABNORMAL_CNS_MYELINATION
HP_ABNORMAL_CONSUMPTION_BEHA...         SET     141    -0.072857   -0.0035481     0.075644      0.83226 HP_ABNORMAL_CONSUMPTION_BEHAVIOR
HP_ABNORMAL_CORPUS_STRIATUM_...         SET      40    -0.040901   -0.0010618       0.1497      0.60765 HP_ABNORMAL_CORPUS_STRIATUM_MORPHOLOGY
HP_ABNORMAL_CSF_METABOLITE_L...         SET     105      0.13964      0.00587     0.092648     0.065888 HP_ABNORMAL_CSF_METABOLITE_LEVEL
HP_ABNORMAL_EATING_BEHAVIOR             SET     106    -0.035681   -0.0015071     0.088487      0.65661 HP_ABNORMAL_EATING_BEHAVIOR
HP_ABNORMAL_ERYTHROCYTE_ENZY...         SET      33      0.32546    0.0076748      0.15434     0.017485 HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL
HP_ABNORMAL_ERYTHROCYTE_SEDI...         SET      51      0.21423    0.0062793       0.1255     0.043913 HP_ABNORMAL_ERYTHROCYTE_SEDIMENTATION_RATE
HP_ABNORMAL_FEAR_ANXIETY_REL...         SET     392     0.096897    0.0078513     0.045458     0.016525 HP_ABNORMAL_FEAR_ANXIETY_RELATED_BEHAVIOR
HP_ABNORMAL_HEMOGLOBIN                  SET      57     0.059473    0.0018428      0.11789      0.30696 HP_ABNORMAL_HEMOGLOBIN
HP_ABNORMAL_MEAN_CORPUSCULAR...         SET      50      0.11846     0.003438      0.12069      0.16317 HP_ABNORMAL_MEAN_CORPUSCULAR_VOLUME
HP_ABNORMAL_NUMBER_OF_ERYTHR...         SET      42     0.025355   0.00067446      0.13547      0.42577 HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS
HP_ABNORMAL_PERICARDIUM_MORP...         SET      69      -0.1509   -0.0051439      0.10509      0.92447 HP_ABNORMAL_PERICARDIUM_MORPHOLOGY
HP_ABNORMAL_SERUM_INTERFERON...         SET      22      0.37329     0.007188       0.1908     0.025208 HP_ABNORMAL_SERUM_INTERFERON_LEVEL
HP_ABNORMAL_SPERM_MOTILITY              SET      79     0.032662    0.0011912        0.101       0.3732 HP_ABNORMAL_SPERM_MOTILITY
HP_ABNORMAL_TONGUE_PHYSIOLOGY           SET      42     -0.30719   -0.0081715      0.14265      0.98436 HP_ABNORMAL_TONGUE_PHYSIOLOGY
HP_ABNORMAL_VENA_CAVA_MORPHO...         SET      69      0.10524    0.0035873      0.10213      0.15141 HP_ABNORMAL_VENA_CAVA_MORPHOLOGY
HP_ABSENCE_OF_PUBERTAL_DEVEL...         SET      27     -0.10893   -0.0023236      0.15806      0.75464 HP_ABSENCE_OF_PUBERTAL_DEVELOPMENT
HP_ABSENT_SPEECH                        SET     324   -0.0021843    -0.000161     0.048104      0.51811 HP_ABSENT_SPEECH
HP_ABSENT_THUMB                         SET      50     0.039947    0.0011594      0.12733      0.37687 HP_ABSENT_THUMB
HP_ADENOCARCINOMA_OF_THE_INT...         SET      39    -0.050557    -0.001296      0.14471      0.63659 HP_ADENOCARCINOMA_OF_THE_INTESTINES
HP_AMYLOIDOSIS                          SET      30        0.511      0.01149      0.15827   0.00062235 HP_AMYLOIDOSIS
HP_APLASIA_HYPOPLASIA_OF_THE...         SET      85      0.07222     0.002732     0.094892      0.22331 HP_APLASIA_HYPOPLASIA_OF_THE_SPLEEN
HP_APNEA                                SET     295     0.023226    0.0016339     0.050807      0.32379 HP_APNEA
HP_ARTHRITIS                            SET     205     0.051023    0.0029945     0.061267      0.20248 HP_ARTHRITIS
HP_ATONIC_SEIZURE                       SET     103      0.17661    0.0073535     0.089695     0.024478 HP_ATONIC_SEIZURE
HP_AUTOIMMUNITY                         SET     183      0.15708    0.0087115     0.065115    0.0079282 HP_AUTOIMMUNITY
HP_BONE_CYST                            SET      29       0.2723    0.0060197       0.1499     0.034641 HP_BONE_CYST
HP_BRACHYCEPHALY                        SET     217    -0.026981    -0.001629     0.059607       0.6746 HP_BRACHYCEPHALY
HP_BRADYKINESIA                         SET     104     0.010647   0.00044544      0.08834      0.45203 HP_BRADYKINESIA
HP_CENTRAL_SLEEP_APNEA                  SET      25      0.14266    0.0029282      0.17835       0.2119 HP_CENTRAL_SLEEP_APNEA
HP_CEREBRAL_VISUAL_IMPAIRMENT           SET     208     0.079377    0.0046924     0.060907     0.096248 HP_CEREBRAL_VISUAL_IMPAIRMENT
HP_CHOREA                               SET     269     0.023683    0.0015913     0.053527      0.32908 HP_CHOREA
HP_COARCTATION_OF_AORTA                 SET     119    -0.052395   -0.0023445     0.077346      0.75093 HP_COARCTATION_OF_AORTA
HP_COGWHEEL_RIGIDITY                    SET      26     -0.25094   -0.0052528      0.16826      0.93206 HP_COGWHEEL_RIGIDITY
HP_COMPLEX_FEBRILE_SEIZURE              SET      16    -0.089661   -0.0014724      0.22845      0.65265 HP_COMPLEX_FEBRILE_SEIZURE
HP_DEPRESSION                           SET     363     0.055926    0.0043618     0.047332      0.11869 HP_DEPRESSION
HP_DEVELOPMENTAL_CATARACT               SET     123      0.14568    0.0066274     0.080245     0.034729 HP_DEVELOPMENTAL_CATARACT
HP_DEVELOPMENTAL_REGRESSION             SET     352     0.047356    0.0036374     0.049295      0.16836 HP_DEVELOPMENTAL_REGRESSION
HP_DILATION_OF_LATERAL_VENTR...         SET      84      0.14353    0.0053975      0.09463      0.06467 HP_DILATION_OF_LATERAL_VENTRICLES
HP_DISINHIBITION                        SET     198     0.081272    0.0046879     0.062713     0.097503 HP_DISINHIBITION
HP_DISTAL_AMYOTROPHY                    SET     166      0.09371    0.0049506     0.067844     0.083603 HP_DISTAL_AMYOTROPHY
HP_DUPLICATION_OF_THUMB_PHAL...         SET      54   0.00030943   9.3323e-06      0.12532      0.49901 HP_DUPLICATION_OF_THUMB_PHALANX
HP_DYSPHAGIA                            SET     466     0.024643    0.0021757     0.040009      0.26897 HP_DYSPHAGIA
HP_EARLY_ONSET_OF_SEXUAL_MAT...         SET     195     0.029899    0.0017115     0.062917      0.31732 HP_EARLY_ONSET_OF_SEXUAL_MATURATION
HP_ENCEPHALOPATHY                       SET     268      0.04671    0.0031327     0.057263      0.20733 HP_ENCEPHALOPATHY
HP_ENLARGED_CISTERNA_MAGNA              SET      39     -0.06729   -0.0017249      0.13664      0.68881 HP_ENLARGED_CISTERNA_MAGNA
HP_ERYTHROID_HYPOPLASIA                 SET      26      0.17108    0.0035812      0.16712      0.15299 HP_ERYTHROID_HYPOPLASIA
HP_EUNUCHOID_HABITUS                    SET      21     -0.10046     -0.00189      0.16811      0.72495 HP_EUNUCHOID_HABITUS
HP_FAILURE_TO_THRIVE_IN_INFA...         SET     133       0.1526    0.0072182      0.08096     0.029724 HP_FAILURE_TO_THRIVE_IN_INFANCY
HP_FEMALE_SEXUAL_DYSFUNCTION            SET      57     -0.16233   -0.0050298      0.11338      0.92389 HP_FEMALE_SEXUAL_DYSFUNCTION
HP_FEVER                                SET     332      0.22186     0.016553     0.047617   1.5906e-06 HP_FEVER
HP_FOCAL_MOTOR_SEIZURE                  SET     105     0.064599    0.0027156      0.08977      0.23589 HP_FOCAL_MOTOR_SEIZURE
HP_FUNCTIONAL_MOTOR_DEFICIT             SET     466     0.013367    0.0011802     0.041153      0.37266 HP_FUNCTIONAL_MOTOR_DEFICIT
HP_GASTROESOPHAGEAL_REFLUX              SET     431     0.056737    0.0048189      0.04261     0.091511 HP_GASTROESOPHAGEAL_REFLUX
HP_GENERALIZED_MYOCLONIC_SEI...         SET     150     0.091158    0.0045785     0.070002     0.096423 HP_GENERALIZED_MYOCLONIC_SEIZURE
HP_GLAUCOMA                             SET     347      0.11477    0.0087527     0.046868    0.0071695 HP_GLAUCOMA
HP_HYPOMIMIC_FACE                       SET      32      0.11106     0.002579      0.16238      0.24699 HP_HYPOMIMIC_FACE
HP_HYPOPLASIA_OF_THE_CORPUS_...         SET     492     0.084415    0.0076564     0.040223     0.017925 HP_HYPOPLASIA_OF_THE_CORPUS_CALLOSUM
HP_HYPOSMIA                             SET      56    0.0036994   0.00011362      0.12513      0.48821 HP_HYPOSMIA
HP_INCREASED_CSF_LACTATE                SET      83     0.098402    0.0036785      0.10747      0.17995 HP_INCREASED_CSF_LACTATE
HP_INCREASED_MEAN_CORPUSCULA...         SET      40     0.082786    0.0021492      0.13625      0.27173 HP_INCREASED_MEAN_CORPUSCULAR_VOLUME
HP_INCREASED_SERUM_LACTATE              SET     171    -0.084981   -0.0045564     0.073646      0.87573 HP_INCREASED_SERUM_LACTATE
HP_INTERICTAL_EEG_ABNORMALITY           SET     298      0.09035    0.0063881     0.051745     0.040404 HP_INTERICTAL_EEG_ABNORMALITY
HP_IRRITABILITY                         SET     211     0.033207    0.0019771     0.060029      0.29007 HP_IRRITABILITY
HP_LACTIC_ACIDOSIS                      SET     158    -0.014512  -0.00074802     0.074241      0.57749 HP_LACTIC_ACIDOSIS
HP_LEUKODYSTROPHY                       SET     105     0.084344    0.0035456     0.089043      0.17176 HP_LEUKODYSTROPHY
HP_MACROCYTIC_ANEMIA                    SET      67     0.076893    0.0025829     0.096186      0.21203 HP_MACROCYTIC_ANEMIA
HP_MALIGNANT_GENITOURINARY_T...         SET      27       0.1543    0.0032913       0.1714      0.18401 HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR
HP_MENINGITIS                           SET      73      0.27342    0.0095862      0.10476    0.0045281 HP_MENINGITIS
HP_MENTAL_DETERIORATION                 SET     313      0.10401    0.0075357     0.050873     0.020457 HP_MENTAL_DETERIORATION
HP_MOTOR_SEIZURE                        SET     342     0.048916    0.0037037     0.047104      0.14953 HP_MOTOR_SEIZURE
HP_MULTICYSTIC_KIDNEY_DYSPLA...         SET     116     0.033952       0.0015      0.08252      0.34038 HP_MULTICYSTIC_KIDNEY_DYSPLASIA
HP_MUSCLE_STIFFNESS                     SET      73     0.032143     0.001127      0.10468       0.3794 HP_MUSCLE_STIFFNESS
HP_MYELODYSPLASIA                       SET     102       0.2711     0.011233     0.085105   0.00072299 HP_MYELODYSPLASIA
HP_MYOCLONIC_SEIZURE                    SET     183     0.060295     0.003344     0.064024      0.17316 HP_MYOCLONIC_SEIZURE
HP_MYOCLONUS                            SET     336     0.050304    0.0037754     0.049321      0.15389 HP_MYOCLONUS
HP_MYOSITIS                             SET      33    -0.094128   -0.0022197      0.15529      0.72779 HP_MYOSITIS
HP_NARROW_PALM                          SET      16     -0.52177   -0.0085686      0.23443      0.98698 HP_NARROW_PALM
HP_OSTEOSARCOMA                         SET      34      0.16421    0.0039304      0.15288      0.14139 HP_OSTEOSARCOMA
HP_PARKINSONISM                         SET     117    0.0056627   0.00025125     0.081742      0.47239 HP_PARKINSONISM
HP_PAROXYSMAL_DYSKINESIA                SET      12      0.61244    0.0087104      0.26526     0.010478 HP_PAROXYSMAL_DYSKINESIA
HP_PARTIAL_DUPLICATION_OF_TH...         SET      40    -0.059763   -0.0015515      0.14553      0.65934 HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND
HP_PERIPHERAL_NEUROPATHY                SET     429      0.10214    0.0086554     0.043141    0.0089534 HP_PERIPHERAL_NEUROPATHY
HP_PERSISTENCE_OF_HEMOGLOBIN...         SET      31      0.09426    0.0021544      0.15716      0.27433 HP_PERSISTENCE_OF_HEMOGLOBIN_F
HP_PLAGIOCEPHALY                        SET     114    -0.041684   -0.0018257     0.080385      0.69796 HP_PLAGIOCEPHALY
HP_PLANTAR_HYPERKERATOSIS               SET     158     0.058296    0.0030048     0.070042      0.20262 HP_PLANTAR_HYPERKERATOSIS
HP_POLYPHAGIA                           SET      66    -0.098517   -0.0032845      0.11492      0.80435 HP_POLYPHAGIA
HP_PROGRESSIVE_NEUROLOGIC_DE...         SET      51       0.2542    0.0074508      0.12132     0.018077 HP_PROGRESSIVE_NEUROLOGIC_DETERIORATION
HP_PROTRUDING_EAR                       SET     187     0.041327    0.0023169     0.066634      0.26756 HP_PROTRUDING_EAR
HP_PULMONARY_INFILTRATES                SET      50      0.29121    0.0084515      0.12392    0.0093886 HP_PULMONARY_INFILTRATES
HP_PURE_RED_CELL_APLASIA                SET      26     0.085397    0.0017876      0.17313      0.31092 HP_PURE_RED_CELL_APLASIA
HP_RAPIDLY_PROGRESSIVE                  SET      37      0.37102    0.0092637      0.15015    0.0067405 HP_RAPIDLY_PROGRESSIVE
HP_RENAL_CYST                           SET     267     0.056783    0.0038012     0.056195      0.15614 HP_RENAL_CYST
HP_RETICULOCYTOPENIA                    SET      35      0.10047    0.0024399      0.14392      0.24255 HP_RETICULOCYTOPENIA
HP_RIGIDITY                             SET     188     0.019578    0.0011005     0.066141      0.38361 HP_RIGIDITY
HP_SHORT_ATTENTION_SPAN                 SET     460     0.086192    0.0075611     0.042131     0.020389 HP_SHORT_ATTENTION_SPAN
HP_SPASTIC_TETRAPLEGIA                  SET     104     0.033642    0.0014075     0.083491       0.3435 HP_SPASTIC_TETRAPLEGIA
HP_STATUS_EPILEPTICUS                   SET     196     0.096031    0.0055113     0.063705     0.065853 HP_STATUS_EPILEPTICUS
HP_STEREOTYPY                           SET     252     0.014514   0.00094406     0.055032      0.39599 HP_STEREOTYPY
HP_SYSTEMIC_LUPUS_ERYTHEMATO...         SET      34     -0.38637    -0.009248      0.15401      0.99394 HP_SYSTEMIC_LUPUS_ERYTHEMATOSUS
HP_THROMBOCYTOSIS                       SET      55      0.31441    0.0095697      0.11955    0.0042717 HP_THROMBOCYTOSIS
HP_TUBE_FEEDING                         SET     245     0.036718     0.002355     0.055542      0.25428 HP_TUBE_FEEDING
HP_UNSTEADY_GAIT                        SET     163        0.129    0.0067534      0.07278      0.03816 HP_UNSTEADY_GAIT
HP_UNUSUAL_FUNGAL_INFECTION             SET      64      0.41979     0.013782      0.10598   3.7366e-05 HP_UNUSUAL_FUNGAL_INFECTION
HP_UNUSUAL_INFECTION_BY_ANAT...         SET     101      0.14933    0.0061568     0.085577     0.040502 HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE
HP_VERTIGO                              SET     109     0.071232    0.0030508     0.082115      0.19284 HP_VERTIGO
HP_WEAKNESS_DUE_TO_UPPER_MOT...         SET     471     0.036123    0.0032062     0.040831      0.18816 HP_WEAKNESS_DUE_TO_UPPER_MOTOR_NEURON_DYSFUNCTION
KEGG_ALZHEIMERS_DISEASE                 SET     160     0.098973    0.0051336     0.071561     0.083329 KEGG_ALZHEIMERS_DISEASE
KEGG_ANTIGEN_PROCESSING_AND_...         SET      81      0.33796     0.012481      0.11098    0.0011629 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_ENDOCYTOSIS                        SET     180    -0.074142   -0.0040782     0.065017      0.87293 KEGG_ENDOCYTOSIS
KEGG_GLYCOLYSIS_GLUCONEOGENE...         SET      62     0.086939    0.0028094       0.1133      0.22145 KEGG_GLYCOLYSIS_GLUCONEOGENESIS
KEGG_GRAFT_VERSUS_HOST_DISEA...         SET      37      0.40352     0.010075      0.15665    0.0049996 KEGG_GRAFT_VERSUS_HOST_DISEASE
KEGG_HISTIDINE_METABOLISM               SET      29     -0.33896   -0.0074933      0.17737        0.972 KEGG_HISTIDINE_METABOLISM
KEGG_HUNTINGTONS_DISEASE                SET     172     0.055026    0.0029589      0.07162      0.22116 KEGG_HUNTINGTONS_DISEASE
KEGG_OXIDATIVE_PHOSPHORYLATI...         SET     118      0.11058    0.0049273     0.085211     0.097199 KEGG_OXIDATIVE_PHOSPHORYLATION
KEGG_PARKINSONS_DISEASE                 SET     116     0.071199    0.0031456     0.084958        0.201 KEGG_PARKINSONS_DISEASE
KEGG_PATHWAYS_IN_CANCER                 SET     321      0.10009    0.0073433     0.048734     0.020001 KEGG_PATHWAYS_IN_CANCER
KEGG_RIBOSOME                           SET      87    -0.012236  -0.00046829      0.11051      0.54408 KEGG_RIBOSOME
KEGG_RIG_I_LIKE_RECEPTOR_SIG...         SET      69      0.20167    0.0068744      0.10476     0.027117 KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_SYSTEMIC_LUPUS_ERYTHEMA...         SET     131     0.095212    0.0044697     0.090747      0.14705 KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
KEGG_THYROID_CANCER                     SET      29      0.15861    0.0035064      0.15736      0.15674 KEGG_THYROID_CANCER
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET     101      0.24882     0.010259     0.085313    0.0017709 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
KEGG_TYPE_I_DIABETES_MELLITUS           SET      41      0.48409     0.012723      0.14155   0.00031345 KEGG_TYPE_I_DIABETES_MELLITUS
REACTOME_ACTIVATION_OF_ANTER...         SET     119     -0.16076   -0.0071934     0.093535      0.95716 REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
REACTOME_ACTIVATION_OF_THE_M...         SET      57      -0.2019   -0.0062561        0.128      0.94265 REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
REACTOME_ANTIGEN_PRESENTATIO...         SET      25    -0.087091   -0.0017876      0.17099      0.69473 REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
REACTOME_ANTIGEN_PROCESSING_...1        SET     101    -0.071841   -0.0029621      0.08833      0.79198 REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
REACTOME_ANTIGEN_PROCESSING_...2        SET     306     0.014981    0.0010733     0.051282      0.38509 REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION
REACTOME_ANTIVIRAL_MECHANISM...         SET      82    -0.035062   -0.0013028     0.097521       0.6404 REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES
REACTOME_ASSEMBLY_OF_THE_ORC...         SET      66     -0.14581   -0.0048611      0.13808       0.8545 REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION
REACTOME_ATTENUATION_PHASE              SET      28    -0.051208   -0.0011124      0.16913      0.61897 REACTOME_ATTENUATION_PHASE
REACTOME_AUTOPHAGY                      SET     151    -0.019634   -0.0009894     0.071835       0.6077 REACTOME_AUTOPHAGY
REACTOME_CELLULAR_RESPONSE_T...         SET     153      0.04264    0.0021629     0.077196      0.29035 REACTOME_CELLULAR_RESPONSE_TO_STARVATION
REACTOME_CHOLESTEROL_BIOSYNT...         SET      25     0.050328     0.001033      0.20459      0.40285 REACTOME_CHOLESTEROL_BIOSYNTHESIS
REACTOME_CLASS_A_1_RHODOPSIN...         SET     327     0.010537   0.00078023     0.048803      0.41453 REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS
REACTOME_CLASS_I_MHC_MEDIATE...         SET     370    -0.010934  -0.00086093     0.045848      0.59425 REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
REACTOME_COMPLEX_I_BIOGENESIS           SET      51      0.11844    0.0034717      0.13478      0.18976 REACTOME_COMPLEX_I_BIOGENESIS
REACTOME_COPI_INDEPENDENT_GO...         SET      53      0.10761    0.0032152      0.12212      0.18912 REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC
REACTOME_CREATION_OF_C4_AND_...         SET      50       -0.353    -0.010245      0.13361      0.99588 REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
REACTOME_CROSSLINKING_OF_COL...         SET      18    -0.079534   -0.0013853       0.2105      0.64722 REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS
REACTOME_DAP12_INTERACTIONS             SET      39      0.39045     0.010009       0.1375    0.0022586 REACTOME_DAP12_INTERACTIONS
REACTOME_DAP12_SIGNALING                SET      29      0.53573     0.011843      0.15696   0.00032148 REACTOME_DAP12_SIGNALING
REACTOME_DEFECTIVE_B4GALT7_C...         SET      20    -0.069954   -0.0012844      0.20715      0.63221 REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE
REACTOME_DEFECTIVE_EXT2_CAUS...         SET      14     -0.13913   -0.0021374      0.24161      0.71764 REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2
REACTOME_DISEASES_OF_IMMUNE_...         SET      30    -0.047554   -0.0010692      0.14951      0.62479 REACTOME_DISEASES_OF_IMMUNE_SYSTEM
