# MEAN_SAMPLE_SIZE = 27148
# TOTAL_GENES = 17630
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
HP_MYELODYSPLASIA                       SET      98      0.27887     0.020734     0.094719    0.0016215 HP_MYELODYSPLASIA
HP_MYOCLONIC_SEIZURE                    SET     175      0.11456     0.011357     0.079225     0.074097 HP_MYOCLONIC_SEIZURE
HP_MYOSITIS                             SET      31      0.31318     0.013121      0.17817     0.039405 HP_MYOSITIS
HP_NARROW_PALM                          SET      12     -0.63492    -0.016559      0.35535        0.963 HP_NARROW_PALM
HP_OSTEOSARCOMA                         SET      32      0.34643     0.014746      0.17452     0.023579 HP_OSTEOSARCOMA
HP_PARKINSONISM                         SET     111     0.007453   0.00058953     0.089447       0.4668 HP_PARKINSONISM
HP_PAROXYSMAL_DYSKINESIA                SET      12        0.409     0.010667      0.31508     0.097138 HP_PAROXYSMAL_DYSKINESIA
HP_PARTIAL_DUPLICATION_OF_TH...         SET      38    -0.021932   -0.0010172      0.16193      0.55387 HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND
HP_PERSISTENCE_OF_HEMOGLOBIN...         SET      29       0.2628      0.01065      0.16568     0.056357 HP_PERSISTENCE_OF_HEMOGLOBIN_F
HP_PLAGIOCEPHALY                        SET     107     -0.12895    -0.010016     0.096132       0.9101 HP_PLAGIOCEPHALY
HP_POLYPHAGIA                           SET      62    0.0089498   0.00052982      0.13561      0.47369 HP_POLYPHAGIA
HP_PROGRESSIVE_NEUROLOGIC_DE...         SET      48      0.32309     0.016836      0.13312    0.0076154 HP_PROGRESSIVE_NEUROLOGIC_DETERIORATION
HP_PROTRUDING_EAR                       SET     173    -0.015685   -0.0015461     0.082304      0.57557 HP_PROTRUDING_EAR
HP_PULMONARY_INFILTRATES                SET      47      0.75029     0.038689      0.14113   5.3717e-08 HP_PULMONARY_INFILTRATES
HP_PURE_RED_CELL_APLASIA                SET      24      0.24345    0.0089764      0.18734       0.0969 HP_PURE_RED_CELL_APLASIA
HP_RETICULOCYTOPENIA                    SET      32      0.20987    0.0089333      0.17208      0.11131 HP_RETICULOCYTOPENIA
HP_RIGIDITY                             SET     179     -0.11956    -0.011986     0.076329      0.94136 HP_RIGIDITY
HP_SKIN_RASH                            SET     117      0.32565     0.026441     0.093065   0.00023401 HP_SKIN_RASH
HP_STATUS_EPILEPTICUS                   SET     186    0.0073293   0.00074886     0.076417       0.4618 HP_STATUS_EPILEPTICUS
HP_SYSTEMIC_LUPUS_ERYTHEMATO...         SET      34     0.012864   0.00056437      0.17268      0.47031 HP_SYSTEMIC_LUPUS_ERYTHEMATOSUS
HP_THROMBOCYTOSIS                       SET      50       0.3836       0.0204      0.13828    0.0027708 HP_THROMBOCYTOSIS
HP_UNUSUAL_FUNGAL_INFECTION             SET      62      0.48629     0.028788      0.12681   6.3049e-05 HP_UNUSUAL_FUNGAL_INFECTION
HP_UNUSUAL_INFECTION_BY_ANAT...         SET      95      0.45245     0.033124     0.098509   2.2022e-06 HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE
KEGG_ANTIGEN_PROCESSING_AND_...         SET      81      0.50553     0.034188      0.13125   5.8878e-05 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_HISTIDINE_METABOLISM               SET      28     -0.61313    -0.024416      0.20098      0.99886 KEGG_HISTIDINE_METABOLISM
KEGG_OXIDATIVE_PHOSPHORYLATI...         SET     100    -0.018113   -0.0013603     0.097753       0.5735 KEGG_OXIDATIVE_PHOSPHORYLATION
KEGG_RIBOSOME                           SET      85   -0.0069658  -0.00048252       0.1058      0.52625 KEGG_RIBOSOME
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET     101      0.37677     0.028436        0.109   0.00027429 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
REACTOME_ABORTIVE_ELONGATION...         SET      23     -0.19483   -0.0070328      0.21175      0.82124 REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT
REACTOME_ACTIVATION_OF_THE_M...         SET      56     0.091999    0.0051769      0.12774      0.23571 REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
REACTOME_ANTIGEN_PRESENTATIO...         SET      25    -0.018331   -0.0006898      0.18991      0.53845 REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
REACTOME_ANTIGEN_PROCESSING_...         SET     100     0.072659    0.0054568     0.097653      0.22843 REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION
REACTOME_ANTIMICROBIAL_PEPTI...         SET      80      0.13153    0.0088405      0.12316      0.14278 REACTOME_ANTIMICROBIAL_PEPTIDES
REACTOME_ANTI_INFLAMMATORY_R...         SET     165     0.062041     0.005974     0.080118      0.21936 REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION
REACTOME_ATTENUATION_PHASE              SET      28    -0.016309  -0.00064946      0.17991      0.53611 REACTOME_ATTENUATION_PHASE
REACTOME_A_TETRASACCHARIDE_L...         SET      26     0.046938    0.0018013      0.19535      0.40506 REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS
REACTOME_CARBOXYTERMINAL_POS...         SET      42    -0.056458   -0.0027525      0.15485       0.6423 REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN
REACTOME_CELLULAR_RESPONSE_T...         SET     148    -0.023767   -0.0021685     0.083565      0.61195 REACTOME_CELLULAR_RESPONSE_TO_STARVATION
REACTOME_CHOLESTEROL_BIOSYNT...         SET      24     -0.22385   -0.0082537      0.19037      0.88016 REACTOME_CHOLESTEROL_BIOSYNTHESIS
REACTOME_CLASS_A_1_RHODOPSIN...         SET     322   -0.0067762  -0.00090739     0.060591      0.54452 REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS
REACTOME_CLASS_I_MHC_MEDIATE...         SET     363    0.0026463    0.0003758     0.051504      0.47951 REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION
REACTOME_COMPLEX_I_BIOGENESIS           SET      51    -0.075808   -0.0040715       0.1312      0.71829 REACTOME_COMPLEX_I_BIOGENESIS
REACTOME_COOPERATION_OF_PREF...         SET      32     -0.12852   -0.0054705      0.15959      0.78966 REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING
REACTOME_COPI_INDEPENDENT_GO...         SET      51     0.074596    0.0040065      0.13412      0.28905 REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC
REACTOME_CROSSLINKING_OF_COL...         SET      18    -0.060872   -0.0019441      0.25858      0.59305 REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS
REACTOME_DAP12_INTERACTIONS             SET      39      0.31139      0.01463      0.15332     0.021139 REACTOME_DAP12_INTERACTIONS
REACTOME_DAP12_SIGNALING                SET      29      0.38413     0.015567      0.17512     0.014142 REACTOME_DAP12_SIGNALING
REACTOME_DEFECTIVE_B4GALT7_C...         SET      20     0.010397   0.00035001      0.21988      0.48114 REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE
REACTOME_DEFECTIVE_EXT2_CAUS...         SET      14     -0.21908   -0.0061713      0.27746      0.78511 REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2
REACTOME_DISEASES_OF_IMMUNE_...         SET      30      0.11669    0.0048095      0.19862      0.27844 REACTOME_DISEASES_OF_IMMUNE_SYSTEM
REACTOME_DISEASES_OF_SIGNAL_...         SET     421      0.12887     0.019675     0.047854    0.0035458 REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
REACTOME_DOWNSTREAM_SIGNALIN...1        SET      31    -0.052959   -0.0022188      0.17485      0.61901 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1
REACTOME_DOWNSTREAM_SIGNALIN...2        SET      29    -0.059668   -0.0024181      0.17724       0.6318 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2
REACTOME_DOWNSTREAM_SIGNALIN...3        SET      24     0.069137    0.0025492       0.1918      0.35925 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3
REACTOME_DOWNSTREAM_SIGNALIN...4        SET      26    -0.022327   -0.0008568      0.18534      0.54794 REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4
REACTOME_DOWNSTREAM_SIGNAL_T...         SET      28      0.54575     0.021733      0.17983    0.0012055 REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION
REACTOME_DUAL_INCISION_IN_GG...         SET      40      0.13048     0.006208      0.14003      0.17574 REACTOME_DUAL_INCISION_IN_GG_NER
REACTOME_ENDOSOMAL_VACUOLAR_...         SET      11      0.57817     0.014438      0.35075     0.049645 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_ER_TO_GOLGI_ANTEROG...         SET     151    -0.024104   -0.0022213     0.078239      0.62099 REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT
REACTOME_EUKARYOTIC_TRANSLAT...1        SET      91    -0.031338   -0.0022457      0.10463      0.61772 REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
REACTOME_EUKARYOTIC_TRANSLAT...2        SET     116   -0.0064498  -0.00052146     0.092709      0.52773 REACTOME_EUKARYOTIC_TRANSLATION_INITIATION
REACTOME_FGFR1_LIGAND_BINDIN...         SET      16     -0.45526    -0.013709      0.27118       0.9534 REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION
REACTOME_FGFR1_MUTANT_RECEPT...         SET      30     0.083719    0.0034506      0.20119      0.33867 REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION
REACTOME_FGFR2_MUTANT_RECEPT...         SET      32     -0.26309    -0.011199      0.18028      0.92776 REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION
REACTOME_FGFR3_LIGAND_BINDIN...         SET      12     -0.32077   -0.0083662      0.30836      0.85089 REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION
REACTOME_FORMATION_OF_THE_BE...         SET      31      0.53781     0.022533      0.17551    0.0010929 REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX
REACTOME_FORMATION_OF_THE_CO...         SET     126     -0.18424     -0.01552      0.12724      0.92618 REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE
REACTOME_FORMATION_OF_TUBULI...         SET      25     -0.21497   -0.0080897      0.18183      0.88144 REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC
REACTOME_FRS_MEDIATED_FGFR1_...         SET      23     -0.10759   -0.0038837      0.19906      0.70557 REACTOME_FRS_MEDIATED_FGFR1_SIGNALING
REACTOME_FRS_MEDIATED_FGFR2_...         SET      24    -0.082427   -0.0030392      0.19334      0.66506 REACTOME_FRS_MEDIATED_FGFR2_SIGNALING
REACTOME_FRS_MEDIATED_FGFR3_...         SET      19     0.071198    0.0023361       0.2127      0.36892 REACTOME_FRS_MEDIATED_FGFR3_SIGNALING
REACTOME_FRS_MEDIATED_FGFR4_...         SET      21    -0.039768   -0.0013717      0.20399      0.57728 REACTOME_FRS_MEDIATED_FGFR4_SIGNALING
REACTOME_GABA_SYNTHESIS_RELE...         SET      19    0.0013879   4.5539e-05      0.25032      0.49779 REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION
REACTOME_GENE_SILENCING_BY_R...         SET      77      -0.3184    -0.020997      0.11147      0.99786 REACTOME_GENE_SILENCING_BY_RNA
REACTOME_GLUCONEOGENESIS                SET      32    -0.093092   -0.0039626      0.16812      0.71011 REACTOME_GLUCONEOGENESIS
REACTOME_GOLGI_TO_ER_RETROGR...         SET     130     0.087268    0.0074663     0.081616      0.14249 REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT
REACTOME_GPCR_LIGAND_BINDING            SET     454    -0.024832   -0.0039334     0.050986      0.68688 REACTOME_GPCR_LIGAND_BINDING
REACTOME_HIV_ELONGATION_ARRE...         SET      29     -0.12792   -0.0051841      0.17528      0.76724 REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY
REACTOME_HSF1_DEPENDENT_TRAN...         SET      38     0.025611    0.0011878      0.15771       0.4355 REACTOME_HSF1_DEPENDENT_TRANSACTIVATION
REACTOME_HSP90_CHAPERONE_CYC...         SET      55      0.17927    0.0099974      0.12951     0.083165 REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND
REACTOME_IMMUNOREGULATORY_IN...         SET     121      0.25793     0.021296     0.098796    0.0045215 REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_INFLUENZA_INFECTION            SET     151     -0.04498    -0.004145     0.079068      0.71528 REACTOME_INFLUENZA_INFECTION
REACTOME_INITIAL_TRIGGERING_...         SET      21      0.28294    0.0097597      0.22532      0.10461 REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
REACTOME_INSULIN_RECEPTOR_SI...         SET      52     0.005485   0.00029746      0.13748      0.48409 REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE
REACTOME_INTERFERON_ALPHA_BE...         SET      70      0.39877     0.025078      0.13702    0.0018084 REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_INTERFERON_GAMMA_SI...         SET      88      0.57965     0.040851      0.11598   2.9282e-07 REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_INTERFERON_SIGNALING           SET     195      0.30321     0.031713     0.076587   3.7788e-05 REACTOME_INTERFERON_SIGNALING
REACTOME_IRAK4_DEFICIENCY_TL...         SET      18    -0.050267   -0.0016054      0.26272      0.57587 REACTOME_IRAK4_DEFICIENCY_TLR2_4
REACTOME_IRS_MEDIATED_SIGNAL...         SET      46    -0.084703   -0.0043211      0.14552      0.71974 REACTOME_IRS_MEDIATED_SIGNALLING
REACTOME_KERATINIZATION                 SET     213     -0.19126    -0.020896      0.11364       0.9538 REACTOME_KERATINIZATION
REACTOME_MAPK_FAMILY_SIGNALI...         SET     316        0.183      0.02428     0.056964   0.00065916 REACTOME_MAPK_FAMILY_SIGNALING_CASCADES
REACTOME_METABOLISM_OF_AMINO...         SET     353    0.0079636    0.0011156     0.053362      0.44068 REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
REACTOME_METABOLISM_OF_FAT_S...         SET      48     0.011665   0.00060785      0.15269      0.46955 REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS
REACTOME_METABOLISM_OF_STERO...         SET     150     0.052262    0.0048002     0.083094       0.2647 REACTOME_METABOLISM_OF_STEROIDS
REACTOME_NEGATIVE_REGULATION...         SET      33     0.016354   0.00070689      0.17436      0.46264 REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING
REACTOME_NEURONAL_SYSTEM                SET     403   -0.0081706   -0.0012212     0.053447      0.56075 REACTOME_NEURONAL_SYSTEM
REACTOME_NEUTROPHIL_DEGRANUL...         SET     465   -0.0021499  -0.00034454     0.046017      0.51863 REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_NICOTINATE_METABOLI...         SET      29      0.44228     0.017924      0.17618    0.0060335 REACTOME_NICOTINATE_METABOLISM
REACTOME_NONSENSE_MEDIATED_D...         SET     113     0.049488    0.0039494     0.089364      0.28987 REACTOME_NONSENSE_MEDIATED_DECAY_NMD
REACTOME_OAS_ANTIVIRAL_RESPO...         SET       8    -0.089002   -0.0018955      0.35658      0.59855 REACTOME_OAS_ANTIVIRAL_RESPONSE
REACTOME_O_LINKED_GLYCOSYLAT...         SET     102   -0.0089362  -0.00067777      0.10676      0.53335 REACTOME_O_LINKED_GLYCOSYLATION
REACTOME_PEPTIDE_LIGAND_BIND...         SET     195    -0.033383   -0.0034915       0.0795      0.66272 REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS
REACTOME_PIWI_INTERACTING_RN...         SET      29     -0.32439    -0.013146      0.16993      0.97186 REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS
REACTOME_PI_3K_CASCADE_FGFR1            SET      21      -0.1345   -0.0046394      0.22579       0.7243 REACTOME_PI_3K_CASCADE_FGFR1
REACTOME_PI_3K_CASCADE_FGFR2            SET      22     -0.10071   -0.0035555      0.21755      0.67829 REACTOME_PI_3K_CASCADE_FGFR2
REACTOME_PI_3K_CASCADE_FGFR3            SET      17      0.10016    0.0031087      0.24631      0.34215 REACTOME_PI_3K_CASCADE_FGFR3
REACTOME_PI_3K_CASCADE_FGFR4            SET      19    -0.047724   -0.0015659      0.23306      0.58112 REACTOME_PI_3K_CASCADE_FGFR4
REACTOME_PRE_NOTCH_EXPRESSIO...         SET      48     -0.12109   -0.0063097      0.14708      0.79482 REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING
REACTOME_REGULATION_OF_EXPRE...         SET     166     0.044394    0.0042876      0.07507      0.27714 REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
REACTOME_REGULATION_OF_TLR_B...         SET      20     -0.16027    -0.005395      0.26301      0.72885 REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND
REACTOME_RESPIRATORY_ELECTRO...1        SET      93    -0.014303   -0.0010361     0.095858      0.55931 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_RESPIRATORY_ELECTRO...2        SET      99    0.0083834   0.00062647     0.091789      0.46361 REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS
REACTOME_RESPONSE_OF_EIF2AK4...         SET      98    -0.040724   -0.0030279      0.10255      0.65436 REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY
REACTOME_RNA_POLYMERASE_II_T...         SET      71    -0.076839   -0.0048665      0.10792      0.76175 REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES
REACTOME_RND2_GTPASE_CYCLE              SET      41    -0.027156   -0.0013081      0.16776      0.56429 REACTOME_RND2_GTPASE_CYCLE
REACTOME_RRNA_PROCESSING                SET     191     -0.13423    -0.013896     0.068979      0.97416 REACTOME_RRNA_PROCESSING
REACTOME_SELECTIVE_AUTOPHAGY            SET      78    -0.044916   -0.0029811      0.11143      0.65656 REACTOME_SELECTIVE_AUTOPHAGY
REACTOME_SELENOAMINO_ACID_ME...         SET     106    -0.049484   -0.0038256     0.099119      0.69119 REACTOME_SELENOAMINO_ACID_METABOLISM
REACTOME_SHC_MEDIATED_CASCAD...1        SET      21     -0.17086   -0.0058936      0.21836      0.78302 REACTOME_SHC_MEDIATED_CASCADE_FGFR1
REACTOME_SHC_MEDIATED_CASCAD...2        SET      17     0.039563     0.001228      0.23676      0.43365 REACTOME_SHC_MEDIATED_CASCADE_FGFR3
REACTOME_SHC_MEDIATED_CASCAD...3        SET      19    -0.092257   -0.0030271      0.22492      0.65916 REACTOME_SHC_MEDIATED_CASCADE_FGFR4
REACTOME_SIGNALING_BY_ERBB4             SET      58      0.10102     0.005785      0.12997       0.2185 REACTOME_SIGNALING_BY_ERBB4
REACTOME_SIGNALING_BY_FGFR1_...         SET      37     0.090999    0.0041645       0.1683      0.29436 REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE
REACTOME_SIGNALING_BY_FGFR2_...         SET      42     -0.10639   -0.0051869      0.15105      0.75939 REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE
REACTOME_SIGNALING_BY_FGFR3             SET      39     0.067462    0.0031695      0.15285      0.32948 REACTOME_SIGNALING_BY_FGFR3
REACTOME_SIGNALING_BY_FGFR_I...         SET      61    -0.051807   -0.0030422      0.13084      0.65393 REACTOME_SIGNALING_BY_FGFR_IN_DISEASE
REACTOME_SIGNALING_BY_FLT3_F...         SET      19      0.16161    0.0053026      0.22267      0.23399 REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS
REACTOME_SIGNALING_BY_FLT3_I...         SET      16      0.14121    0.0042521      0.24493      0.28214 REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS
REACTOME_SIGNALING_BY_INSULI...         SET      75     0.018757    0.0012208       0.1165      0.43605 REACTOME_SIGNALING_BY_INSULIN_RECEPTOR
REACTOME_SIGNALING_BY_RECEPT...         SET     510     0.095749     0.016048     0.046337     0.019405 REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES
REACTOME_SIGNALING_BY_ROBO_R...         SET     210     0.060074    0.0065175      0.06855      0.19043 REACTOME_SIGNALING_BY_ROBO_RECEPTORS
REACTOME_SIGNALING_BY_TYPE_1...         SET      52    -0.082334   -0.0044651      0.13888      0.72335 REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R
REACTOME_SIGNAL_REGULATORY_P...         SET      15      0.44911     0.013095      0.28878     0.059958 REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS
REACTOME_SRP_DEPENDENT_COTRA...         SET     109    -0.045513   -0.0035677     0.094079      0.68572 REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
REACTOME_STAT5_ACTIVATION_DO...         SET      10      0.39904    0.0095013      0.34087      0.12087 REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS
REACTOME_TCF_DEPENDENT_SIGNA...         SET     171     0.041876    0.0041042      0.07545      0.28945 REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
REACTOME_THE_CITRIC_ACID_TCA...         SET     150   0.00090359   8.2994e-05     0.077509      0.49535 REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
REACTOME_TRANSCRIPTIONAL_REG...         SET      37      0.21041    0.0096292      0.16734      0.10432 REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX
REACTOME_TRANSLATION                    SET     268    -0.033208   -0.0040633      0.06001         0.71 REACTOME_TRANSLATION
REACTOME_TRANSMISSION_ACROSS...         SET     265     0.051361    0.0062496     0.064349      0.21239 REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES
REACTOME_TRANSPORT_TO_THE_GO...         SET     182    -0.017667   -0.0017858     0.072764      0.59592 REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION
