GENEID	ENSID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj			
ENSMUSG00000083496	0	Gm11263	1.113838617	-0.000237892	0.040231625	-0.00591305	0.672191496	NA			
ENSMUSG00000073062	0	Zxdb	3953.725533	-0.007269818	0.03573425	-0.203441172	0.672218672	0.975091494			
ENSMUSG00000070284	ENSG00000173540	Gmppb	1044.559639	0.001867337	0.040040896	0.046635756	0.672238351	0.975091494			
ENSMUSG00000083098	0	Gm14578	4.196773826	0.000536166	0.040220218	0.013330766	0.672259	NA			
ENSMUSG00000022404	ENSG00000100372	Slc25a17	2197.603398	-0.007822952	0.035268331	-0.221812356	0.672336969	0.975091494			
ENSMUSG00000004540	0	Psg17	1.813704842	-0.00036443	0.040227575	-0.009059205	0.672466215	NA			
ENSMUSG00000027599	ENSG00000104442	Armc1	6771.578544	0.006661547	0.033252696	0.200331038	0.672531209	0.975091494			
ENSMUSG00000021076	ENSG00000131966	Actr10	8607.045761	0.007452683	0.035124271	0.21218043	0.672608574	0.975091494			
ENSMUSG00000022102	ENSG00000147443	Dok2	80.57971299	-0.002123865	0.039993016	-0.053105895	0.672613215	0.975091494			
ENSMUSG00000070044	ENSG00000109794	Fam149a	1506.906547	-0.006296202	0.037541382	-0.167713643	0.672805077	0.975091494			
ENSMUSG00000005873	ENSG00000129625	Reep5	18216.74046	-0.009587199	0.032025589	-0.299360579	0.672883512	0.975091494			
ENSMUSG00000055839	ENSG00000103363	Elob	7246.259928	0.00813952	0.032876871	0.247575856	0.672892967	0.975091494			
ENSMUSG00000078681	ENSG00000184277	Tm2d3	1914.25974	-0.006683218	0.03661068	-0.182548324	0.672936725	0.975091494			
ENSMUSG00000036561	ENSG00000100239	Ppp6r2	11984.1654	-0.006706019	0.036320804	-0.184633007	0.672948835	0.975091494			
ENSMUSG00000012117	ENSG00000117682	Dhdds	3733.520821	0.007279334	0.035677905	0.20402919	0.67297664	0.975091494			
ENSMUSG00000031023	ENSG00000166452	Akip1	170.412348	0.001957004	0.039859156	0.049097974	0.672980856	0.975091494			
ENSMUSG00000021391	ENSG00000188312	Cenpp	77.82774919	-0.002352311	0.039947509	-0.058885059	0.672984516	0.975091494			
ENSMUSG00000005883	ENSG00000054796	Spo11	15.10013571	0.000864688	0.040196597	0.021511464	0.673131836	0.975091494			
ENSMUSG00000022111	ENSG00000118939	Uchl3	1841.900694	0.005902416	0.038033683	0.155189175	0.673229448	0.975091494			
ENSMUSG00000118407	0	Gm50457	11.52057609	-0.000845998	0.040195819	-0.021046913	0.673240452	NA			
ENSMUSG00000052062	ENSG00000116117	Pard3b	516.1101033	0.004465226	0.038357912	0.116409511	0.673292254	0.975091494			
ENSMUSG00000092223	0	Gm19807	1.00795979	0.000230671	0.040231765	0.005733552	0.673310621	NA			
ENSMUSG00000059486	ENSG00000170852	Kbtbd2	7580.34766	0.006716189	0.036857096	0.182222423	0.673316651	0.975091494			
ENSMUSG00000038312	ENSG00000088298	Edem2	1639.457044	-0.006622343	0.036676267	-0.180562088	0.67336275	0.975091494			
ENSMUSG00000024132	ENSG00000167969	Eci1	1062.30979	-0.00555457	0.037743435	-0.147166527	0.673381705	0.975091494			
ENSMUSG00000050158	0	Olfr165	0.959721202	0.000260947	0.040230988	0.006486215	0.673436148	NA			
ENSMUSG00000102033	0	Gm28263	2.919643303	0.000374076	0.040227437	0.009299014	0.673438951	NA			
ENSMUSG00000021895	ENSG00000163947	Arhgef3	6915.607732	0.006004258	0.038809045	0.15471285	0.67344026	0.975091494			
ENSMUSG00000053161	ENSG00000123977	Daw1	75.76089386	-0.001474594	0.040118427	-0.03675602	0.673493115	0.975091494			
ENSMUSG00000027907	ENSG00000163191	S100a11	60.52114934	-0.002046349	0.04001017	-0.051145731	0.673503633	0.975091494			
ENSMUSG00000018199	ENSG00000116747	Ro60	9896.079351	0.007610047	0.036769302	0.206967392	0.67351127	0.975091494			
ENSMUSG00000091735	ENSG00000180929	Gpr62	1126.790986	-0.005183547	0.038608658	-0.134258666	0.67356502	0.975091494			
ENSMUSG00000112697	0	Gm8137	10.86579176	0.000604601	0.040216189	0.015033772	0.673593293	NA			
ENSMUSG00000094417	0	Gm13243	5.098998111	-0.000530092	0.040219854	-0.013179858	0.67362306	NA			
ENSMUSG00000081051	0	Gm15427	25.64736625	0.001365525	0.040138407	0.034020416	0.673647916	0.975091494			
ENSMUSG00000090074	0	Gm6921	33.95638587	0.001617089	0.040100671	0.040325743	0.673684666	0.975091494			
ENSMUSG00000039395	ENSG00000118242	Mreg	97.78589639	0.002076665	0.040007132	0.051907377	0.673866021	0.975091494			
ENSMUSG00000043943	ENSG00000077616	Naalad2	210.3994387	-0.00211317	0.039991025	-0.05284111	0.67387698	0.975091494			
ENSMUSG00000029228	ENSG00000072201	Lnx1	613.3270043	-0.004001334	0.039291177	-0.101837977	0.673894101	0.975091494			
ENSMUSG00000056880	ENSG00000144644	Gadl1	15.38146794	-0.000178171	0.040232786	-0.004428514	0.673999854	0.975091494			
ENSMUSG00000039956	ENSG00000170262	Mrap	3.434440562	-0.000434922	0.040224732	-0.010812291	0.674012147	NA			
ENSMUSG00000079550	ENSG00000082126	Mpp4	51.50329597	-0.001652964	0.040088151	-0.041233226	0.67403211	0.975091494			
ENSMUSG00000036104	ENSG00000115839	Rab3gap1	17872.92419	0.006735891	0.037179618	0.181171616	0.674059091	0.975091494			
ENSMUSG00000030603	ENSG00000013275	Psmc4	6259.173815	-0.006541809	0.032324272	-0.202380699	0.674091574	0.975091494			
ENSMUSG00000020611	ENSG00000120063	Gna13	8335.579275	0.007838008	0.03468123	0.226001441	0.674140731	0.975091494			
ENSMUSG00000078877	0	Gm14295	3329.531069	-0.00531026	0.038633985	-0.137450494	0.674149817	0.975091494			
ENSMUSG00000043483	0	Gm6863	3.228017235	0.000377305	0.040227236	0.009379349	0.674207821	NA			
ENSMUSG00000096294	0	Gm10302	5.551959212	-0.000347548	0.040228085	-0.00863944	0.674287451	NA			
ENSMUSG00000090305	0	Gm5459	0.641786072	-0.000215906	0.040232812	-0.005366416	0.67445798	NA			
ENSMUSG00000091553	0	Serpina3e-ps	2.653908567	-0.000368349	0.040227413	-0.009156664	0.674492426	NA			
ENSMUSG00000036067	ENSG00000160326	Slc2a6	1078.643561	0.004324592	0.038794658	0.111473893	0.674496725	0.975091494			
ENSMUSG00000028262	0	Clca3a2	2.105455276	-0.000294907	0.040229622	-0.007330599	0.674511462	NA			
ENSMUSG00000096323	0	Gm20767	1.095261336	-0.000240122	0.040231505	-0.005968517	0.674536113	NA			
ENSMUSG00000069565	ENSG00000071626	Dazap1	2368.747685	0.00658846	0.037048225	0.177834695	0.674548905	0.975091494			
ENSMUSG00000026415	ENSG00000162897	Fcamr	0.679825787	-0.000185563	0.040232351	-0.004612296	0.674556667	NA			
ENSMUSG00000096446	0	Gm8104	3.789522061	-0.000447822	0.040226014	-0.011132645	0.674574346	NA			
ENSMUSG00000070544	ENSG00000198900	Top1	8532.126017	0.002017649	0.037743616	0.053456683	0.674645688	0.975091494			
ENSMUSG00000045989	ENSG00000167194	4930451I11Rik	0.307146882	-0.00025272	0.040234798	-0.006281123	0.674683059	NA			
ENSMUSG00000028356	ENSG00000106927	Ambp	1.095227038	-0.00024002	0.040231504	-0.005965969	0.674684065	NA			
ENSMUSG00000059463	ENSG00000164871	Spag11b	1.253259329	-0.000241627	0.040231348	-0.006005934	0.67471295	NA			
ENSMUSG00000048938	0	Nr1h5	12.91499372	-0.000952262	0.040186517	-0.023696063	0.674715341	NA			
ENSMUSG00000026457	ENSG00000159346	Adipor1	7312.555919	-0.008046878	0.033494133	-0.240247405	0.674715413	0.975091494			
ENSMUSG00000021200	ENSG00000100628	Asb2	361.6602265	-0.003833027	0.039374631	-0.09734764	0.674729204	0.975091494			
ENSMUSG00000043230	ENSG00000124019	Fam124b	21.56790644	-0.001102724	0.040169368	-0.027451874	0.674746165	0.975091494			
ENSMUSG00000083364	0	Llph-ps2	242.1868045	0.003317738	0.039608511	0.083763264	0.674750549	0.975091494			
ENSMUSG00000055033	ENSG00000196171	Olfr420	127.2515385	0.002172399	0.039983508	0.054332376	0.67475963	0.975091494			
ENSMUSG00000074811	ENSG00000166189	Hps6	385.497773	0.004795598	0.038820853	0.123531507	0.674834014	0.975091494			
ENSMUSG00000116343	0	Gm6847	6.271463985	-0.000668443	0.040210736	-0.016623498	0.674992413	NA			
ENSMUSG00000039763	ENSG00000177692	Dnajc28	1126.553936	-0.007806965	0.037693247	-0.207118392	0.675085838	0.975091494			
ENSMUSG00000002808	ENSG00000086289	Epdr1	8089.692557	-0.007855818	0.033950263	-0.23139195	0.675086903	0.975091494			
ENSMUSG00000043015	ENSG00000189362	Nemp2	438.9736276	-0.006253501	0.039715909	-0.15745583	0.675089802	0.975091494			
ENSMUSG00000022035	ENSG00000147419	Ccdc25	2877.724087	0.007589925	0.035380614	0.214522144	0.675094954	0.975091494			
ENSMUSG00000040430	ENSG00000154217	Pitpnc1	10932.4318	-0.008870471	0.035778363	-0.24792835	0.675193132	0.975091494			
ENSMUSG00000050271	ENSG00000275342	Prag1	2485.267846	0.007313966	0.035800607	0.204297256	0.675220992	0.975091494			
ENSMUSG00000039236	ENSG00000172183	Isg20	51.07353845	0.001888075	0.040046755	0.04714676	0.675248994	0.975091494			
ENSMUSG00000019868	ENSG00000009844	Vta1	3121.43777	0.008290509	0.035364588	0.234429672	0.675252874	0.975091494			
ENSMUSG00000040152	ENSG00000137801	Thbs1	224.9614747	0.003162243	0.03966445	0.079724861	0.675312352	0.975091494			
ENSMUSG00000022186	ENSG00000083720	Oxct1	29791.44178	-0.010186634	0.032420426	-0.314204191	0.675402434	0.975091494			
ENSMUSG00000037482	0	Erv3	3.02328714	0.000363439	0.040227731	0.009034532	0.675415561	NA			
ENSMUSG00000084755	0	Gm16276	0.641682538	-0.000215033	0.040232802	-0.005344723	0.675421772	NA			
ENSMUSG00000060503	ENSG00000166368	Olfr715	3679.206775	0.007707525	0.039903067	0.193156214	0.675461802	0.975091494			
ENSMUSG00000059791	ENSG00000137404	Nrm	147.5522435	-0.002485465	0.039896249	-0.062298223	0.675482026	0.975091494			
ENSMUSG00000025329	ENSG00000142623	Padi1	6.784109703	0.000659973	0.040212187	0.016412259	0.675501057	NA			
ENSMUSG00000009418	ENSG00000134369	Nav1	7306.237723	0.009174125	0.036956274	0.248242684	0.675548794	0.975091494			
ENSMUSG00000020000	ENSG00000079931	Moxd1	588.3169677	-0.004915006	0.038703796	-0.126990281	0.675564082	0.975091494			
ENSMUSG00000042377	ENSG00000188522	Fam83g	15.99940647	0.001007967	0.040182438	0.025084768	0.675568922	0.975091494			
ENSMUSG00000022652	ENSG00000114487	Morc1	24.04334237	0.001270279	0.040160028	0.03163043	0.675609842	0.975091494			
ENSMUSG00000069844	ENSG00000133028	Sco1	948.960027	0.00565716	0.038154217	0.148270884	0.675649004	0.975091494			
ENSMUSG00000026199	ENSG00000163516	Ankzf1	2860.388252	0.007264085	0.035802845	0.202891278	0.675724745	0.975091494			
ENSMUSG00000006435	ENSG00000107954	Neurl1a	15316.89308	-0.007539802	0.035293547	-0.213631184	0.675741664	0.975091494			
ENSMUSG00000039007	ENSG00000104324	Cpq	865.2287423	0.00609842	0.037653481	0.161961641	0.675743925	0.975091494			
ENSMUSG00000032850	ENSG00000135119	Rnft2	7782.93708	0.006496319	0.035461956	0.183191226	0.67577486	0.975091494			
ENSMUSG00000049858	ENSG00000139531	Suox	1065.880209	-0.006136536	0.037579972	-0.163292734	0.675815269	0.975091494			
ENSMUSG00000026737	ENSG00000150867	Pip4k2a	5807.156063	-0.00714317	0.036274448	-0.196920158	0.675887545	0.975091494			
ENSMUSG00000022451	ENSG00000151239	Twf1	3465.287528	0.006847699	0.03633533	0.188458413	0.675907727	0.975091494			
ENSMUSG00000114228	0	Gm47605	351.3019082	0.003187931	0.039672003	0.080357185	0.675926742	0.975091494			
ENSMUSG00000031780	ENSG00000102970	Ccl17	11.08053247	0.000882462	0.040194251	0.02195493	0.675993471	NA			
ENSMUSG00000020153	ENSG00000115286	Ndufs7	4321.586191	-0.00776656	0.034510496	-0.22504921	0.676026817	0.975091494			
ENSMUSG00000029463	ENSG00000204856	Fam216a	3929.21731	0.008104706	0.033328312	0.2431778	0.676051316	0.975091494			
ENSMUSG00000027544	ENSG00000101096	Nfatc2	2305.947416	0.00622368	0.037629697	0.165392772	0.676156115	0.975091494			
ENSMUSG00000083889	0	E530001F21Rik	69.58364215	0.002002148	0.040020516	0.050028042	0.676195595	0.975091494			
ENSMUSG00000111244	0	Gm47130	9.897124583	0.000823075	0.040199115	0.020474952	0.676198901	NA			
ENSMUSG00000001027	ENSG00000007314	Scn4a	5.294905198	0.000626369	0.040214153	0.015575833	0.676205361	NA			
ENSMUSG00000082692	0	H2af-ps1	6.801239038	-0.000674583	0.040210068	-0.016776465	0.676214717	NA			
ENSMUSG00000063179	ENSG00000179988	Pstk	1445.154258	0.006311406	0.03739552	0.168774388	0.676261271	0.975091494			
ENSMUSG00000047293	ENSG00000154165	Gpr15	1.432056588	0.000323068	0.040228888	0.008030749	0.676291105	NA			
ENSMUSG00000083465	0	Gm11652	140.3700176	0.002403775	0.039921222	0.060212952	0.676370223	0.975091494			
ENSMUSG00000101132	0	Gm8000	0.304357271	-0.0002528	0.040234797	-0.00628311	0.67638472	NA			
ENSMUSG00000111087	0	Gm47168	0.304353617	-0.0002528	0.040234797	-0.006283112	0.676386956	NA			
ENSMUSG00000013663	0	Pten	31800.73784	0.006051833	0.037611449	0.160904003	0.676387409	0.975091494			
ENSMUSG00000086882	0	Gm13352	0.304350285	-0.0002528	0.040234797	-0.006283113	0.676388994	NA			
ENSMUSG00000095970	ENSG00000240542	Gm19402	0.304349633	-0.0002528	0.040234797	-0.006283113	0.676389394	NA			
ENSMUSG00000082330	0	Ldha-ps	0.304345891	-0.0002528	0.040234797	-0.006283115	0.676391683	NA			
ENSMUSG00000078799	ENSG00000105398	Sult2a5	0.304345202	-0.0002528	0.040234797	-0.006283115	0.676392105	NA			
ENSMUSG00000101877	0	Gm8176	0.304344574	-0.0002528	0.040234797	-0.006283115	0.676392488	NA			
ENSMUSG00000064039	ENSG00000163823	Ccr1l1	0.304343886	-0.0002528	0.040234797	-0.006283116	0.676392909	NA			
ENSMUSG00000083367	0	Gm8806	0.304342078	-0.0002528	0.040234797	-0.006283116	0.676394016	NA			
ENSMUSG00000069324	ENSG00000145692	Gm5096	0.304340138	-0.0002528	0.040234797	-0.006283117	0.676395203	NA			
ENSMUSG00000060918	0	Olfr51	0.304338335	-0.0002528	0.040234797	-0.006283118	0.676396306	NA			
ENSMUSG00000039342	ENSG00000151687	Ankar	0.304337404	-0.0002528	0.040234797	-0.006283119	0.676396875	NA			
ENSMUSG00000095288	0	Gm7618	0.304333908	-0.0002528	0.040234797	-0.00628312	0.676399014	NA			
ENSMUSG00000111428	0	Gm47146	0.304331296	-0.0002528	0.040234797	-0.006283121	0.676400612	NA			
ENSMUSG00000036813	ENSG00000188833	Entpd8	0.304280684	-0.000252801	0.040234797	-0.006283144	0.67643158	NA			
ENSMUSG00000062077	ENSG00000138100	Trim54	4.11234723	0.000464369	0.040223358	0.011544757	0.676517307	NA			
ENSMUSG00000063511	ENSG00000104852	Snrnp70	24510.89062	-0.008402821	0.031741357	-0.264727832	0.676597731	0.975091494			
ENSMUSG00000033411	ENSG00000137770	Ctdspl2	3459.613041	-0.007505064	0.035452524	-0.21169337	0.676604129	0.975091494			
ENSMUSG00000055612	ENSG00000144354	Cdca7	698.9377169	-0.00427606	0.039529247	-0.108174593	0.676609423	0.975091494			
ENSMUSG00000031731	ENSG00000166747	Ap1g1	10723.28712	0.007255374	0.035564176	0.204007933	0.676763318	0.975091494			
ENSMUSG00000069309	0	H2ac22	35.19297547	-0.001428771	0.040122921	-0.035609852	0.676777767	0.975091494			
ENSMUSG00000071646	ENSG00000149480	Mta2	4136.656376	0.007347657	0.035661023	0.206041682	0.676902271	0.975091494			
ENSMUSG00000106067	0	Gm7902	7.431464147	-0.000532623	0.040218964	-0.013243087	0.676922332	NA			
ENSMUSG00000050350	ENSG00000125245	Gpr18	2.122285203	0.000392888	0.040226467	0.009766909	0.676976446	NA			
ENSMUSG00000038290	ENSG00000070366	Smg6	4796.513587	-0.006926411	0.03630849	-0.190765598	0.677001112	0.975091494			
ENSMUSG00000024124	0	Prss30	6.594336843	0.000598545	0.040215268	0.014883528	0.67701606	NA			
ENSMUSG00000030325	ENSG00000111796	Klrb1c	43.92464712	0.001244788	0.040087355	0.03105189	0.677026842	0.975091494			
ENSMUSG00000026816	ENSG00000148308	Gtf3c5	1397.972983	-0.00582953	0.037536332	-0.155303665	0.677045989	0.975091494			
ENSMUSG00000041268	ENSG00000104093	Dmxl2	35199.3031	0.007465395	0.031771544	0.234971122	0.677055606	0.975091494			
ENSMUSG00000040189	0	Odad1	272.6751449	0.003703821	0.039428711	0.09393717	0.677130007	0.975091494			
ENSMUSG00000030036	ENSG00000115275	Mogs	2268.841594	-0.006994878	0.03622776	-0.19308061	0.677230511	0.975091494			
ENSMUSG00000101578	0	Vmn1r206	22.58130161	0.001119385	0.040168683	0.027867119	0.677322716	0.975091494			
ENSMUSG00000013076	ENSG00000166025	Amotl1	5982.71533	0.007579745	0.034926011	0.217022918	0.677386107	0.975091494			
ENSMUSG00000081657	0	Gm15466	9.158530264	-0.000840127	0.040196066	-0.020900735	0.677401433	NA			
ENSMUSG00000021951	ENSG00000150456	Eef1akmt1	1459.082142	0.006001774	0.037728884	0.159076371	0.677406999	0.975091494			
ENSMUSG00000008301	ENSG00000164902	Phax	3016.579375	0.00733083	0.035335548	0.207463304	0.677439534	0.975091494			
ENSMUSG00000011958	ENSG00000140299	Bnip2	2474.975607	0.006437495	0.03736989	0.172264221	0.677543244	0.975091494			
ENSMUSG00000092029	0	Gm9027	10.66325863	0.000776115	0.040203091	0.019304867	0.67758057	NA			
ENSMUSG00000070522	0	Gm6505	42.36397389	0.001536265	0.040109896	0.038301395	0.677652548	0.975091494			
ENSMUSG00000080152	ENSG00000168148	H3f4	54.219371	0.001915945	0.040067561	0.047817858	0.677732256	0.975091494			
ENSMUSG00000049184	ENSG00000172733	Purg	1632.834319	0.006428408	0.037108201	0.173234151	0.677763299	0.975091494			
ENSMUSG00000095457	0	Gvin-ps5	1.752183799	0.000225226	0.040231819	0.0055982	0.67782847	NA			
ENSMUSG00000029174	ENSG00000065882	Tbc1d1	1091.701582	0.004955184	0.038659624	0.128174668	0.677889869	0.975091494			
ENSMUSG00000001741	ENSG00000172349	Il16	269.6392345	-0.002978847	0.039695375	-0.075042669	0.677894574	0.975091494			
ENSMUSG00000084371	0	Gm14113	24.59825957	-0.001255401	0.040148237	-0.031269148	0.677942091	0.975091494			
ENSMUSG00000023979	ENSG00000112599	Guca1b	43.90727282	-0.001729734	0.040057834	-0.043180925	0.677948322	0.975091494			
ENSMUSG00000075229	ENSG00000160124	Ccdc58	484.4536256	-0.006856601	0.039062581	-0.175528625	0.678025883	0.975091494			
ENSMUSG00000038564	ENSG00000138002	Ift172	4979.876841	-0.006942431	0.03636036	-0.190934051	0.678155087	0.975091494			
ENSMUSG00000045730	ENSG00000169252	Adrb2	145.3208617	0.003170211	0.039660589	0.079933534	0.678191158	0.975091494			
ENSMUSG00000022221	ENSG00000129465	Ripk3	13.19245699	0.000963055	0.04018424	0.023965978	0.678219979	NA			
ENSMUSG00000062822	ENSG00000172244	4833420G17Rik	3633.128739	0.007572423	0.034885451	0.217065373	0.678293111	0.975091494			
ENSMUSG00000030970	ENSG00000175029	Ctbp2	1285.951641	-0.000453677	0.037297269	-0.012163824	0.678376897	0.975091494			
ENSMUSG00000062314	ENSG00000172377	Olfr1505	11.67550796	0.000920108	0.040189296	0.022894351	0.678533572	NA			
ENSMUSG00000028179	ENSG00000116761	Cth	271.5618063	0.00305118	0.039708217	0.076840004	0.678545163	0.975091494			
ENSMUSG00000047617	ENSG00000148362	Paxx	1750.799105	-0.004417885	0.037651179	-0.117337236	0.678560224	0.975091494			
ENSMUSG00000102817	0	Gm6185	1.384294924	-0.000297696	0.040229732	-0.007399908	0.678565736	NA			
ENSMUSG00000028072	ENSG00000198400	Ntrk1	852.6228356	0.005057297	0.038574203	0.131105668	0.678624436	0.975091494			
ENSMUSG00000022014	ENSG00000133106	Epsti1	69.22991038	0.002202254	0.039967251	0.055101461	0.678682897	0.975091494			
ENSMUSG00000034796	ENSG00000178773	Cpne7	1237.409095	-0.003379308	0.039555552	-0.085431959	0.678695112	0.975091494			
ENSMUSG00000049576	0	Zfa-ps	31.72359001	-0.001380122	0.040129224	-0.034391952	0.678763179	0.975091494			
ENSMUSG00000028139	ENSG00000178796	Riiad1	73.1763894	-0.001849687	0.040042609	-0.046192962	0.678788612	0.975091494			
ENSMUSG00000025592	ENSG00000126733	Dach2	76.33181583	-0.00192395	0.040025645	-0.048067921	0.678856605	0.975091494			
ENSMUSG00000024830	ENSG00000175634	Rps6kb2	2095.769749	-0.004935815	0.038556209	-0.128016076	0.678911355	0.975091494			
ENSMUSG00000090942	0	F830016B08Rik	239.290995	0.00294501	0.039741718	0.074103737	0.678995791	0.975091494			
ENSMUSG00000071073	ENSG00000204052	Lrrc73	1637.572287	0.006318844	0.037233229	0.169709794	0.679031041	0.975091494			
ENSMUSG00000083927	0	Gm14749	9.674072498	0.00085288	0.040195572	0.021218267	0.679059686	NA			
ENSMUSG00000002455	ENSG00000101161	Prpf6	5965.673809	-0.0069699	0.032632604	-0.213586995	0.679078879	0.975091494			
ENSMUSG00000020444	ENSG00000143774	Guk1	4950.382115	0.006555538	0.035371683	0.185332929	0.679079106	0.975091494			
ENSMUSG00000041429	ENSG00000065057	Nthl1	374.6993064	0.004180382	0.039247102	0.106514401	0.679134799	0.975091494			
ENSMUSG00000038298	ENSG00000174827	Pdzk1	6.608361995	-0.000568271	0.040215895	-0.014130507	0.679140869	NA			
ENSMUSG00000030158	ENSG00000256660	Clec12b	3.27761306	0.000440233	0.040224236	0.010944474	0.679141281	NA			
ENSMUSG00000051435	ENSG00000142621	Fhad1	184.6253325	0.00203654	0.039606171	0.05141976	0.679167689	0.975091494			
ENSMUSG00000047033	ENSG00000113212	Pcdhb15	543.3239026	-0.004345048	0.039129074	-0.111043973	0.67917266	0.975091494			
ENSMUSG00000037944	ENSG00000126353	Ccr7	10.28138558	0.000864754	0.040194346	0.021514313	0.679234901	NA			
ENSMUSG00000034265	ENSG00000175048	Zdhhc14	5218.624689	-0.012313669	0.039743683	-0.309827064	0.679239893	0.975091494			
ENSMUSG00000038485	ENSG00000274211	Socs7	15321.93462	0.007576902	0.035132212	0.215668219	0.679245331	0.975091494			
ENSMUSG00000025317	ENSG00000174990	Car5a	20.48152019	-0.001169949	0.040158198	-0.029133491	0.679267967	0.975091494			
ENSMUSG00000112039	ENSG00000185515	Gm5136	112.5270459	-0.002369796	0.039913871	-0.059372733	0.679312401	0.975091494			
ENSMUSG00000027326	ENSG00000137812	Knl1	171.8170698	0.00184162	0.040047856	0.045985478	0.679336472	0.975091494			
ENSMUSG00000026611	ENSG00000162814	Spata17	64.02518465	0.00182243	0.040063086	0.045489006	0.679351247	0.975091494			
ENSMUSG00000040339	ENSG00000162636	Fam102b	18750.78691	0.007282457	0.035539545	0.204911375	0.679400305	0.975091494			
ENSMUSG00000008976	ENSG00000154727	Gabpa	3422.338733	-0.004705247	0.036146609	-0.130171176	0.679422154	0.975091494			
ENSMUSG00000114067	0	Gm47065	0.744625506	-0.000157532	0.040232894	-0.003915499	0.679455493	NA			
ENSMUSG00000031521	ENSG00000038002	Aga	377.4374028	-0.003646127	0.038921096	-0.093679971	0.67954679	0.975091494			
ENSMUSG00000112145	0	Gm6218	1.080683969	0.000260197	0.040230691	0.006467636	0.679570643	NA			
ENSMUSG00000084372	0	Gm13988	98.83454863	-0.002151735	0.039972635	-0.053830192	0.679614522	0.975091494			
ENSMUSG00000036478	ENSG00000133639	Btg1	3457.789153	0.010488651	0.038099745	0.275294531	0.679624824	0.975091494			
ENSMUSG00000046598	ENSG00000161267	Bdh1	2636.310686	-0.004520958	0.037758856	-0.119732376	0.679666833	0.975091494			
ENSMUSG00000029131	ENSG00000105993	Dnajb6	9490.84734	-0.008047512	0.032790732	-0.24542031	0.679684244	0.975091494			
ENSMUSG00000003308	ENSG00000079999	Keap1	5636.215627	-0.007803356	0.034758286	-0.224503486	0.679707449	0.975091494			
ENSMUSG00000094822	0	Olfr243	0.647670742	-0.000201385	0.040232616	-0.005005512	0.679718205	NA			
ENSMUSG00000079697	ENSG00000187754	Gm5751	1.705356138	0.000320326	0.040229013	0.00796255	0.679726395	NA			
ENSMUSG00000026999	ENSG00000163002	Nup35	1838.981447	-0.004801757	0.038735368	-0.123963124	0.679838204	0.975091494			
ENSMUSG00000053861	0	Gm9925	124.0628198	-0.002409994	0.040009234	-0.06023594	0.67987245	0.975091494			
ENSMUSG00000057719	ENSG00000156463	Sh3rf2	10149.4108	0.004490186	0.038970379	0.115220476	0.680013602	0.975091494			
ENSMUSG00000022602	ENSG00000198576	Arc	12634.71793	0.001288774	0.039702463	0.032460803	0.68002836	0.975091494			
ENSMUSG00000049588	ENSG00000198624	Ccdc69	28.67060517	0.001407016	0.040130553	0.035060979	0.680073619	0.975091494			
ENSMUSG00000113721	0	Gm21051	1.470072469	-0.000296044	0.040229654	-0.007358851	0.680076869	NA			
ENSMUSG00000017221	ENSG00000108344	Psmd3	6940.262142	-0.007483262	0.034412801	-0.217455763	0.680094786	0.975091494			
ENSMUSG00000048416	ENSG00000178053	Mlf1	126.3771721	-0.001999904	0.040017414	-0.049975848	0.680203069	0.975091494			
ENSMUSG00000037325	ENSG00000138686	Bbs7	1848.052117	-0.006273288	0.036958253	-0.16973983	0.680227434	0.975091494			
ENSMUSG00000033124	ENSG00000198925	Atg9a	11559.65461	0.006429649	0.034247736	0.187739384	0.680299587	0.975091494			
ENSMUSG00000091818	0	Rpl19-ps4	0.743886199	-0.000156921	0.040232889	-0.003900318	0.680308721	NA			
ENSMUSG00000027394	ENSG00000114999	Ttl	8229.12472	-0.007364986	0.035075777	-0.20997356	0.680309869	0.975091494			
ENSMUSG00000029490	ENSG00000169026	Mfsd7a	78.59447567	-0.002317563	0.039925751	-0.058046819	0.680315448	0.975091494			
ENSMUSG00000045273	ENSG00000153044	Cenph	68.00816287	-0.001630048	0.040072404	-0.040677561	0.680317579	0.975091494			
ENSMUSG00000002346	ENSG00000181035	Slc25a42	1156.009829	0.006062022	0.037518892	0.161572522	0.680346313	0.975091494			
ENSMUSG00000078639	ENSG00000162598	Gm12695	8.310533398	0.000652872	0.04021143	0.016235988	0.680385158	NA			
ENSMUSG00000072944	ENSG00000198088	Nup62cl	24.92564103	-0.000924102	0.040185774	-0.022995756	0.680444937	0.975091494			
ENSMUSG00000029918	ENSG00000090263	Mrps33	4300.110215	-0.006371306	0.03701447	-0.172130155	0.680447328	0.975091494			
ENSMUSG00000000320	ENSG00000108839	Alox12	42.19642022	-0.001589985	0.040091437	-0.039658976	0.680468333	0.975091494			
ENSMUSG00000013275	ENSG00000133065	Slc41a1	9492.451323	0.004723044	0.036807287	0.128318181	0.680496278	0.975091494			
ENSMUSG00000042628	ENSG00000165861	Zfyve1	5476.717522	-0.006288586	0.037200903	-0.1690439	0.680589934	0.975091494			
ENSMUSG00000031554	0	Adam5	21.62995015	-0.000987638	0.040180015	-0.024580318	0.680649557	0.975091494			
ENSMUSG00000035236	ENSG00000173611	Scai	7594.239408	0.007805533	0.033916254	0.230141373	0.680799848	0.975091494			
ENSMUSG00000110394	0	Gm18991	53.10228521	-0.001682225	0.040073383	-0.041978621	0.680876947	0.975091494			
