GENE	ZSTAT	P_MULTI
ENSG00000214700	1.8044	0.035583
ENSG00000211455	1.2197	0.11129
ENSG00000165935	0.12628	0.44976
ENSG00000110841	0.0051855	0.49793
ENSG00000174236	1.7655	0.038738
ENSG00000061794	2.0768	0.01891
ENSG00000205693	1.5103	0.065489
ENSG00000087448	-0.52011	0.69851
ENSG00000087494	-0.81599	0.79275
ENSG00000123106	1.2267	0.10997
ENSG00000064763	-0.38815	0.65105
ENSG00000087502	0.87825	0.1899
ENSG00000187950	-0.6686	0.74813
ENSG00000133687	0.34725	0.3642
ENSG00000133704	-1.0441	0.85178
ENSG00000110888	1.4434	0.074452
ENSG00000110900	-0.04002	0.51596
ENSG00000013573	-1.5968	0.94484
ENSG00000170456	0.32154	0.3739
ENSG00000151743	-0.15664	0.56224
ENSG00000151746	1.2529	0.10512
ENSG00000139132	0.0072391	0.49711
ENSG00000087470	-1.3679	0.91433
ENSG00000139131	-1.4596	0.9278
ENSG00000057294	0.79238	0.21407
ENSG00000110975	-0.47568	0.68285
ENSG00000139133	0.5719	0.2837
ENSG00000175548	-1.5196	0.9357
ENSG00000139117	-0.60068	0.72597
ENSG00000139116	0.83278	0.20248
ENSG00000173208	-0.055147	0.52199
ENSG00000180116	-2.2625	0.98817
ENSG00000151229	0.95016	0.17101
ENSG00000188906	1.2109	0.11297
ENSG00000205592	0.75199	0.22603
ENSG00000018236	-0.077858	0.53103
ENSG00000165966	-0.84182	0.80006
ENSG00000151233	1.523	0.063883
ENSG00000015153	2.6566	0.0039466
ENSG00000139168	3.2596	0.00055778
ENSG00000134283	3.526	0.00021095
ENSG00000139174	2.6877	0.003597
ENSG00000173157	-0.8779	0.81
ENSG00000129317	0.095189	0.46208
ENSG00000198001	0.10043	0.46
ENSG00000151239	0.27184	0.39287
ENSG00000139173	0.34882	0.36361
ENSG00000184613	0.35447	0.3615
ENSG00000185610	1.0116	0.15588
ENSG00000177119	0.081701	0.46744
ENSG00000189079	2.9648	0.0015143
ENSG00000139218	2.8989	0.0018725
ENSG00000111371	2.2096	0.013566
ENSG00000134294	0.015524	0.49381
ENSG00000139209	0.54303	0.29355
ENSG00000139211	-2.1654	0.98482
ENSG00000179715	0.28519	0.38775
ENSG00000005175	-0.57356	0.71687
ENSG00000111405	-0.96739	0.83333
ENSG00000079337	-0.066982	0.5267
ENSG00000211584	1.0489	0.14712
ENSG00000061273	3.4843	0.00024673
ENSG00000111424	2.2797	0.011312
ENSG00000134291	0.014906	0.49405
ENSG00000139219	1.4328	0.075958
ENSG00000079387	2.5803	0.0049358
ENSG00000152556	2.2639	0.011791
ENSG00000177981	2.1117	0.017356
ENSG00000177875	2.2401	0.012542
ENSG00000172640	2.2139	0.013417
ENSG00000167528	1.6999	0.044576
ENSG00000139223	-1.7251	0.95774
ENSG00000177627	-2.4381	0.99262
ENSG00000284723	-0.44814	0.67298
ENSG00000167531	-1.9877	0.97658
ENSG00000139620	0.9071	0.18218
ENSG00000129315	1.3719	0.08505
ENSG00000174233	-1.4471	0.92606
ENSG00000167535	-0.646	0.74086
ENSG00000174243	-0.87494	0.8092
ENSG00000172602	-0.12625	0.55023
ENSG00000139537	0.37033	0.35557
ENSG00000134285	0.20945	0.41705
ENSG00000134287	0.4447	0.32827
ENSG00000169884	0.49123	0.31163
ENSG00000125084	0.58193	0.28031
ENSG00000181418	-0.6044	0.72721
ENSG00000181929	0.37746	0.35291
ENSG00000167548	-0.28848	0.61351
ENSG00000167550	-0.41186	0.65978
ENSG00000139549	-1.9076	0.97178
ENSG00000139636	-1.4429	0.92547
ENSG00000123416	-0.98875	0.83861
ENSG00000167552	-0.61351	0.73023
ENSG00000167553	-0.42309	0.66389
ENSG00000135406	0.91839	0.17921
ENSG00000135451	0.80231	0.21119
ENSG00000186897	-0.62211	0.73306
ENSG00000178401	-1.0963	0.86353
ENSG00000123352	-1.9418	0.97392
ENSG00000135519	-3.3089	0.99953
ENSG00000187778	-2.2616	0.98814
ENSG00000135436	-1.9929	0.97686
ENSG00000110844	-1.1134	0.86724
ENSG00000161791	-1.7785	0.96234
ENSG00000139644	-1.6992	0.95536
ENSG00000167566	1.6447	0.050015
ENSG00000186666	1.863	0.031232
ENSG00000135472	2.2446	0.012398
ENSG00000167580	0.74807	0.22721
ENSG00000161798	-0.059335	0.52366
ENSG00000086159	1.1468	0.12573
ENSG00000161800	0.65246	0.25705
ENSG00000110881	1.1344	0.12831
ENSG00000066117	1.4514	0.073341
ENSG00000167588	1.1482	0.12544
ENSG00000178449	0.93105	0.17591
ENSG00000139624	0.98795	0.16159
ENSG00000050405	1.1594	0.12315
ENSG00000185958	1.3298	0.091789
ENSG00000161813	0.53068	0.29782
ENSG00000066084	1.8258	0.033941
ENSG00000123268	2.4713	0.0067317
ENSG00000186452	2.0235	0.021511
ENSG00000185432	2.6437	0.0041
ENSG00000214511	-0.0061039	0.50244
ENSG00000110911	0.15964	0.43658
ENSG00000050426	0.61715	0.26857
ENSG00000110925	0.55226	0.29039
ENSG00000135457	0.95095	0.17081
ENSG00000184271	2.3049	0.010586
ENSG00000183283	1.409	0.079421
ENSG00000170545	0.8274	0.204
ENSG00000110934	0.66281	0.25373
ENSG00000139610	0.16142	0.43588
ENSG00000139629	0.85173	0.19718
ENSG00000050438	2.3685	0.0089308
ENSG00000196876	-0.84178	0.80005
ENSG00000261308	-0.95587	0.83043
ENSG00000167612	0.11902	0.45263
ENSG00000139567	-1.8884	0.97052
ENSG00000135503	-0.29841	0.6173
ENSG00000123358	-1.3317	0.90851
ENSG00000123395	-0.30061	0.61815
ENSG00000167767	-0.94371	0.82734
ENSG00000135480	-0.27943	0.61004
ENSG00000170442	-0.057621	0.52297
ENSG00000205426	-0.12932	0.55145
ENSG00000170523	0.51479	0.30335
ENSG00000135443	-0.69633	0.75689
ENSG00000161849	-0.73436	0.76863
ENSG00000161850	-1.401	0.91939
ENSG00000170454	0.63615	0.26234
ENSG00000185479	0.56845	0.28486
ENSG00000170465	-0.43754	0.66914
ENSG00000205420	0.39535	0.34629
ENSG00000186081	0.61551	0.26911
ENSG00000139648	0.36118	0.35898
ENSG00000170484	1.2987	0.097029
ENSG00000170486	1.3769	0.084276
ENSG00000186049	1.176	0.1198
ENSG00000172867	-0.6812	0.75213
ENSG00000167768	-1.4862	0.93139
ENSG00000189182	-0.66083	0.74564
ENSG00000185069	-0.4239	0.66418
ENSG00000186442	-0.58783	0.72168
ENSG00000170477	-0.11751	0.54677
ENSG00000185640	-0.018582	0.50741
ENSG00000170423	1.1166	0.13208
ENSG00000170421	-0.15609	0.56202
ENSG00000111057	-1.852	0.96799
ENSG00000063046	-0.64568	0.74076
ENSG00000111077	-0.27749	0.6093
ENSG00000167778	-0.1733	0.56879
ENSG00000167779	-0.7071	0.76025
ENSG00000167780	-0.94058	0.82654
ENSG00000139631	-0.31183	0.62242
ENSG00000139651	-0.019325	0.50771
ENSG00000139626	0.26711	0.39469
ENSG00000172819	0.33401	0.36919
ENSG00000182544	0.22163	0.4123
ENSG00000135476	0.24086	0.40483
ENSG00000123349	-0.52907	0.70162
ENSG00000094914	-0.73274	0.76814
ENSG00000170374	-0.57902	0.71871
ENSG00000185591	0.5091	0.30534
ENSG00000135409	1.1246	0.13038
ENSG00000205352	0.39904	0.34493
ENSG00000197111	0.81986	0.20615
ENSG00000139625	0.86916	0.19238
ENSG00000139546	-0.75112	0.77371
ENSG00000139574	-0.6532	0.74319
ENSG00000170653	0.99125	0.16078
ENSG00000012822	0.41003	0.34089
ENSG00000123364	-0.60425	0.72716
ENSG00000123407	-0.41237	0.65996
ENSG00000123388	-0.59218	0.72314
ENSG00000180818	0.58813	0.27822
ENSG00000198353	0.91493	0.18011
ENSG00000180806	1.5474	0.060879
ENSG00000037965	1.0389	0.14943
ENSG00000197757	0.59205	0.27691
ENSG00000172789	0.51641	0.30278
ENSG00000123415	1.7499	0.040064
ENSG00000094916	-0.2467	0.59743
ENSG00000135486	0.32798	0.37146
ENSG00000123405	-0.42564	0.66482
ENSG00000111481	-0.56327	0.71337
ENSG00000139572	0.22179	0.41224
ENSG00000161642	-0.36188	0.64128
ENSG00000161638	0.30291	0.38098
ENSG00000170627	-0.19495	0.57728
ENSG00000123338	-1.5724	0.94208
ENSG00000123360	1.5222	0.063981
ENSG00000135447	1.1503	0.125
ENSG00000135413	2.634	0.004219
ENSG00000161634	0.51796	0.30224
ENSG00000172551	0.23323	0.40779
ENSG00000135426	2.3788	0.0086857
ENSG00000123307	1.521	0.064129
ENSG00000170605	-0.44082	0.67033
ENSG00000179919	-1.1241	0.86952
ENSG00000197706	-0.64289	0.73985
ENSG00000188324	-0.91163	0.81902
ENSG00000205330	0.37796	0.35273
ENSG00000205329	0.74333	0.22864
ENSG00000187857	1.0602	0.14453
ENSG00000205328	1.3208	0.093288
ENSG00000185821	0.58198	0.28029
ENSG00000179695	0.41456	0.33923
ENSG00000184954	0.74187	0.22908
ENSG00000205327	0.2639	0.39593
ENSG00000179626	-1.169	0.87879
ENSG00000179615	-2.3374	0.99029
ENSG00000175398	-1.7392	0.959
ENSG00000170439	-0.70316	0.75902
ENSG00000135424	-0.35084	0.63715
ENSG00000135441	-1.6147	0.94681
ENSG00000135437	-1.5254	0.93642
ENSG00000135404	-0.84643	0.80134
ENSG00000135414	-1.6322	0.94868
ENSG00000205323	-1.6062	0.94588
ENSG00000123353	-0.71643	0.76314
ENSG00000135392	-1.0633	0.85618
ENSG00000123342	-0.11021	0.54388
ENSG00000065357	0.95392	0.17006
ENSG00000185664	0.8589	0.1952
ENSG00000123374	0.67933	0.24846
ENSG00000111540	-0.33288	0.63039
ENSG00000139531	-0.2939	0.61558
ENSG00000123411	0.14868	0.4409
ENSG00000197728	0.46923	0.31945
ENSG00000065361	1.2049	0.11412
ENSG00000170515	1.9958	0.022977
ENSG00000229117	1.771	0.038282
ENSG00000135482	1.8581	0.031576
ENSG00000139641	2.0031	0.022584
ENSG00000196465	2.1126	0.017316
ENSG00000092841	2.2488	0.012263
ENSG00000139613	2.7501	0.0029788
ENSG00000181852	2.8167	0.0024259
ENSG00000139579	1.9159	0.02769
ENSG00000139540	-0.0028878	0.50115
ENSG00000139645	0.5264	0.2993
ENSG00000135469	0.3843	0.35038
ENSG00000062485	1.0141	0.15528
ENSG00000257727	-0.92212	0.82177
ENSG00000135473	-0.36727	0.64329
ENSG00000110944	0.58712	0.27856
ENSG00000170581	-0.21026	0.58327
ENSG00000175336	0.13577	0.446
ENSG00000111602	0.22137	0.4124
ENSG00000135517	0.74728	0.22745
ENSG00000176422	1.9589	0.025059
ENSG00000135423	2.3921	0.0083758
ENSG00000076067	1.7584	0.039342
ENSG00000076108	-0.25287	0.59982
ENSG00000110958	0.58859	0.27807
ENSG00000196531	1.242	0.10712
ENSG00000198056	1.3183	0.093697
ENSG00000025423	1.4875	0.068439
ENSG00000170426	-1.0001	0.84136
ENSG00000139547	-1.2001	0.88495
ENSG00000166856	-0.89133	0.81362
ENSG00000166860	-1.5221	0.93601
ENSG00000166863	-1.0532	0.85387
ENSG00000166866	-2.0324	0.97894
ENSG00000166886	-0.30945	0.62151
ENSG00000166888	1.2212	0.11101
ENSG00000123384	0.77766	0.21838
ENSG00000182379	1.7102	0.043614
ENSG00000182199	1.9152	0.027736
ENSG00000185633	2.1139	0.017264
ENSG00000185482	2.0172	0.021837
ENSG00000179912	2.7634	0.0028602
ENSG00000175189	2.9979	0.0013591
ENSG00000139269	3.8587	5.70E-05
ENSG00000111087	3.7118	0.00010289
ENSG00000123329	3.7658	8.30E-05
ENSG00000175197	0.54202	0.2939
ENSG00000166987	0.57934	0.28118
ENSG00000175203	1.6618	0.04828
ENSG00000155980	5.2899	6.12E-08
ENSG00000166908	4.4087	5.20E-06
ENSG00000178498	4.7787	8.82E-07
ENSG00000240771	6.3564	1.03E-10
ENSG00000135454	5.3928	3.47E-08
ENSG00000135506	6.7595	6.92E-12
ENSG00000135439	6.5969	2.10E-11
ENSG00000135452	6.7221	8.96E-12
ENSG00000135446	6.7731	6.30E-12
ENSG00000111012	6.7761	6.17E-12
ENSG00000037897	6.5517	2.84E-11
ENSG00000123297	6.969	1.60E-12
ENSG00000135407	7.1577	4.10E-13
ENSG00000175215	6.5817	2.32E-11
ENSG00000139263	0.90132	0.18371
ENSG00000118596	-1.8693	0.96921
ENSG00000135655	-0.56964	0.71554
ENSG00000061987	-0.065548	0.52613
ENSG00000111110	-0.13851	0.55508
ENSG00000166148	0.76594	0.22186
ENSG00000177990	0.25827	0.3981
ENSG00000196935	-1.0288	0.84822
ENSG00000185306	0.66865	0.25186
ENSG00000184575	-0.37845	0.64745
ENSG00000183735	1.4484	0.073746
ENSG00000153179	0.53151	0.29753
ENSG00000135677	-1.3395	0.9098
ENSG00000111490	-1.9702	0.97559
ENSG00000156076	1.1557	0.12391
ENSG00000174106	1.789	0.03681
ENSG00000174099	2.8936	0.0019046
ENSG00000149948	-1.6622	0.95176
ENSG00000139233	0.39471	0.34653
ENSG00000155957	-0.034784	0.51387
ENSG00000090376	0.62165	0.26709
ENSG00000127311	-0.53446	0.70349
ENSG00000155974	-2.1891	0.98571
ENSG00000111530	-0.019878	0.50793
ENSG00000127334	1.0596	0.14467
ENSG00000111537	0.69414	0.2438
ENSG00000111536	-0.91497	0.8199
ENSG00000127318	-0.31972	0.62541
ENSG00000111554	-0.22354	0.58844
ENSG00000127314	-0.33443	0.63097
ENSG00000111581	-1.1353	0.87188
ENSG00000175782	-0.97287	0.83469
ENSG00000135679	0.096868	0.46142
ENSG00000135678	-0.29186	0.6148
ENSG00000111605	2.5226	0.005824
ENSG00000090382	0.5599	0.28777
ENSG00000127337	0.59246	0.27677
ENSG00000166225	-0.27614	0.60878
ENSG00000166226	0.25482	0.39943
ENSG00000198812	0.57665	0.28209
ENSG00000127325	1.1738	0.12024
ENSG00000127328	-1.3398	0.90985
ENSG00000166268	0.3378	0.36776
ENSG00000111596	0.44995	0.32637
ENSG00000135643	0.047914	0.48089
ENSG00000127329	-0.44139	0.67054
ENSG00000153233	0.80403	0.21069
ENSG00000127324	0.98369	0.16263
ENSG00000139292	-0.088223	0.53515
ENSG00000133858	-0.65223	0.74287
ENSG00000173451	-0.7382	0.7698
ENSG00000139291	-0.087928	0.53503
ENSG00000080371	0.19431	0.42297
ENSG00000121749	0.71575	0.23707
ENSG00000139287	0.74675	0.22761
ENSG00000072657	-1.0573	0.85481
ENSG00000253719	-0.79438	0.78651
ENSG00000166006	2.0667	0.019381
ENSG00000180881	0.27414	0.39199
ENSG00000173401	0.1715	0.43192
ENSG00000180481	-0.86488	0.80645
ENSG00000139278	-1.3854	0.91703
ENSG00000111615	-1.4161	0.92163
ENSG00000139289	-0.68252	0.75254
ENSG00000187109	-0.84619	0.80128
ENSG00000179941	0.91484	0.18014
ENSG00000091039	0.59253	0.27675
ENSG00000186908	-0.98683	0.83814
ENSG00000175183	0.30235	0.38119
ENSG00000165891	-0.066668	0.52658
ENSG00000067798	-1.3366	0.90932
ENSG00000067715	0.60743	0.27178
ENSG00000177425	0.052585	0.47903
ENSG00000058272	0.65341	0.25675
ENSG00000165899	1.2319	0.109
ENSG00000139304	-1.0187	0.84583
ENSG00000111046	-0.53746	0.70453
ENSG00000111049	-0.56046	0.71242
ENSG00000111052	0.60895	0.27128
ENSG00000111058	-0.89461	0.8145
ENSG00000139220	1.0824	0.13955
ENSG00000133773	-1.0117	0.84417
ENSG00000127720	-1.1716	0.87933
ENSG00000179104	-0.099412	0.53959
ENSG00000072041	-0.89155	0.81368
ENSG00000231738	0.53083	0.29777
ENSG00000133640	-0.15586	0.56193
ENSG00000180318	-0.042516	0.51696
ENSG00000198774	-1.9103	0.97196
ENSG00000133636	-0.10024	0.53992
ENSG00000182050	-0.26693	0.60524
ENSG00000165805	-1.7011	0.95554
ENSG00000133641	-0.19383	0.57685
ENSG00000198707	-0.32013	0.62556
ENSG00000139324	0.12308	0.45102
ENSG00000049130	-0.71441	0.76251
ENSG00000139318	2.1734	0.014874
ENSG00000139323	0.32742	0.37168
ENSG00000257594	-0.14676	0.55834
ENSG00000259075	-0.15083	0.55994
ENSG00000070961	0.21918	0.41325
ENSG00000197651	0.41908	0.33758
ENSG00000083782	0.5938	0.27632
ENSG00000139330	0.54635	0.29241
ENSG00000139329	-0.47459	0.68246
ENSG00000011465	-0.32494	0.62739
ENSG00000133639	1.3202	0.093387
ENSG00000257127	0.67675	0.24928
ENSG00000187510	-0.29472	0.6159
ENSG00000102189	-1.0396	0.85074
ENSG00000173598	0.38636	0.34962
ENSG00000177889	-1.2305	0.89075
ENSG00000198015	-0.77426	0.78061
ENSG00000120833	1.1755	0.1199
ENSG00000169372	0.86402	0.19379
ENSG00000136040	3.5984	0.0001601
ENSG00000173588	2.8302	0.0023257
ENSG00000057704	1.2052	0.11405
ENSG00000184752	2.6151	0.0044604
ENSG00000120798	1.1009	0.13547
ENSG00000180263	1.1454	0.12603
ENSG00000028203	1.0805	0.13996
ENSG00000111142	1.1855	0.11792
ENSG00000136014	0.74189	0.22908
ENSG00000074527	0.15747	0.43744
ENSG00000139343	0.80732	0.20974
ENSG00000165972	1.1121	0.13304
ENSG00000139344	-0.84928	0.80214
ENSG00000084110	0.091116	0.4637
ENSG00000111144	-1.6826	0.95377
ENSG00000111145	0.55457	0.2896
ENSG00000059758	0.64036	0.26097
ENSG00000188596	-0.79649	0.78713
ENSG00000139350	-0.32158	0.62611
ENSG00000120802	0.45662	0.32397
ENSG00000075415	-0.89905	0.81569
ENSG00000166130	-1.6285	0.94829
ENSG00000120868	0.59889	0.27462
ENSG00000185046	-0.19604	0.57771
ENSG00000075089	0.00044109	0.49982
ENSG00000166153	1.4	0.080764
ENSG00000136021	2.1138	0.017264
ENSG00000179520	0.2672	0.39466
ENSG00000012504	-1.1453	0.87396
ENSG00000139354	-1.7526	0.96016
ENSG00000151572	0.79325	0.21382
ENSG00000256870	1.923	0.02724
ENSG00000120800	1.0984	0.13603
ENSG00000120805	1.5217	0.064043
ENSG00000166211	1.036	0.15011
ENSG00000196091	0.99542	0.15977
ENSG00000111666	-1.1222	0.86912
ENSG00000139351	-0.02358	0.50941
ENSG00000111670	1.3787	0.08399
ENSG00000136048	1.4511	0.073376
ENSG00000075188	-1.3078	0.90453
ENSG00000185480	-0.88	0.81057
ENSG00000183395	-0.48038	0.68452
ENSG00000017427	-0.56211	0.71298
ENSG00000171759	0.52402	0.30013
ENSG00000139352	-0.9171	0.82045
ENSG00000179088	-0.10536	0.54196
ENSG00000136011	0.097442	0.46119
ENSG00000111696	1.0642	0.14362
ENSG00000166598	2.1575	0.015482
ENSG00000204954	2.3116	0.010399
ENSG00000139372	1.8325	0.033441
ENSG00000120820	1.2943	0.097776
ENSG00000111727	0.088586	0.46471
ENSG00000120837	-0.24384	0.59632
ENSG00000198431	0.078292	0.4688
ENSG00000255150	0.63413	0.263
ENSG00000171310	-0.16453	0.56534
ENSG00000136052	-0.40372	0.65679
ENSG00000136010	-0.68091	0.75204
ENSG00000136044	0.73636	0.23076
ENSG00000235162	1.558	0.059617
ENSG00000074590	-0.19887	0.57882
ENSG00000136026	-0.70076	0.75827
ENSG00000166046	0.62406	0.2663
ENSG00000013503	1.1027	0.13509
ENSG00000111783	1.7443	0.040555
ENSG00000111785	0.77325	0.21969
ENSG00000151135	2.1455	0.015956
ENSG00000120832	1.9824	0.02372
ENSG00000008405	0.92724	0.1769
ENSG00000136045	-1.8023	0.96425
ENSG00000110851	-2.886	0.99805
ENSG00000187855	-1.0014	0.84169
ENSG00000075035	-0.58454	0.72057
ENSG00000174600	0.83612	0.20154
ENSG00000198855	0.18699	0.42583
ENSG00000075856	0.17005	0.43249
ENSG00000136003	0.33919	0.36723
ENSG00000183160	-0.45001	0.67365
ENSG00000110876	1.8368	0.033119
ENSG00000110880	2.8555	0.0021484
ENSG00000084112	2.2086	0.0136
ENSG00000110887	0.16385	0.43492
ENSG00000135093	0.058298	0.47676
ENSG00000189046	-0.39379	0.65313
ENSG00000076248	-0.17996	0.57141
ENSG00000076555	0.071096	0.47166
ENSG00000139445	0.73838	0.23014
ENSG00000174527	-0.082701	0.53296
ENSG00000110906	-1.3443	0.91057
ENSG00000151148	-1.5376	0.93793
ENSG00000139428	-1.2065	0.88619
ENSG00000110921	-1.3765	0.91567
ENSG00000139438	-0.45836	0.67665
ENSG00000111199	0.11548	0.45403
ENSG00000139433	1.1735	0.12031
ENSG00000139437	-0.69469	0.75638
ENSG00000139436	1.7388	0.041036
ENSG00000076513	0.38652	0.34956
ENSG00000174456	0.75991	0.22365
ENSG00000122970	1.5108	0.065423
ENSG00000174437	1.6522	0.049246
ENSG00000196510	1.5847	0.056514
ENSG00000111229	1.7136	0.043303
ENSG00000111231	1.7187	0.042839
ENSG00000204856	1.6588	0.048575
ENSG00000111237	1.6342	0.051112
ENSG00000151164	1.6944	0.045097
ENSG00000196850	1.8783	0.030172
ENSG00000204852	2.0923	0.018206
ENSG00000122986	1.9476	0.025732
ENSG00000186298	2.0652	0.019452
ENSG00000173093	-0.43566	0.66846
ENSG00000111245	0.10719	0.45732
ENSG00000111249	1.6502	0.049453
ENSG00000111252	2.9486	0.0015962
ENSG00000204842	2.6903	0.0035694
ENSG00000089234	2.3165	0.010266
ENSG00000111271	1.305	0.095941
ENSG00000111275	1.8594	0.031482
ENSG00000089022	1.0537	0.14602
ENSG00000198270	1.3891	0.082396
ENSG00000089248	1.4814	0.069252
ENSG00000111300	2.7264	0.003201
ENSG00000135148	2.7739	0.0027697
ENSG00000173064	2.0534	0.020016
ENSG00000089009	2.0947	0.018099
ENSG00000179295	1.9673	0.024577
ENSG00000089169	-0.46173	0.67786
ENSG00000089127	-0.36445	0.64224
ENSG00000111331	0.099245	0.46047
ENSG00000111335	0.23068	0.40878
ENSG00000135144	0.17685	0.42981
ENSG00000111344	0.043431	0.48268
ENSG00000123064	-0.40553	0.65746
ENSG00000139405	-0.56895	0.71531
ENSG00000166578	-0.18854	0.57477
ENSG00000186815	-0.52802	0.70126
ENSG00000089060	-0.52447	0.70002
ENSG00000151176	0.00089136	0.49964
ENSG00000135094	0.162	0.43565
ENSG00000139410	-1.7006	0.95549
ENSG00000089116	-1.9571	0.97483
ENSG00000122965	0.60026	0.27417
ENSG00000089225	-1.332	0.90857
ENSG00000135111	0.031418	0.48747
ENSG00000123066	1.6597	0.048487
ENSG00000258102	0.6224	0.26684
ENSG00000135119	1.0666	0.14309
ENSG00000135116	-0.35149	0.63739
ENSG00000174989	-0.44586	0.67215
ENSG00000088992	-0.17085	0.56783
ENSG00000135108	0.20221	0.41987
ENSG00000089250	0.20853	0.41741
ENSG00000171435	-0.90867	0.81824
ENSG00000111445	-1.0505	0.85326
ENSG00000176871	-1.6597	0.95151
ENSG00000176834	0.73274	0.23186
ENSG00000089220	0.71792	0.2364
ENSG00000135090	1.5091	0.065641
ENSG00000111707	0.86602	0.19324
ENSG00000139767	-1.3134	0.90548
ENSG00000152137	-0.42563	0.66481
ENSG00000183273	-0.35569	0.63896
ENSG00000224982	2.1162	0.017162
ENSG00000111725	1.0251	0.15266
ENSG00000122966	-0.29262	0.61509
ENSG00000111737	0.056347	0.47753
ENSG00000089157	-0.20303	0.58044
ENSG00000089159	-1.4196	0.92214
ENSG00000089163	-0.5972	0.72481
ENSG00000170890	-0.78273	0.78311
ENSG00000135097	-0.34347	0.63438
ENSG00000111775	2.8999	0.0018667
ENSG00000170855	2.912	0.0017954
ENSG00000257218	2.8711	0.0020453
ENSG00000111786	2.9733	0.0014733
ENSG00000088986	3.0943	0.00098645
ENSG00000110871	3.2018	0.00068294
ENSG00000022840	3.1081	0.00094135
ENSG00000167272	3.102	0.00096106
ENSG00000157782	0.80897	0.20927
ENSG00000110917	-0.32482	0.62734
ENSG00000175970	0.56552	0.28586
ENSG00000122971	0.30137	0.38157
ENSG00000157837	0.024051	0.49041
ENSG00000135100	1.5708	0.058117
ENSG00000157895	1.3164	0.094018
ENSG00000135114	1.0344	0.15048
ENSG00000089041	0.40145	0.34404
ENSG00000135124	0.7463	0.22774
ENSG00000110931	0.32723	0.37175
ENSG00000089053	0.65035	0.25773
ENSG00000170633	-1.2337	0.89135
ENSG00000089094	-0.36969	0.64419
ENSG00000276045	1.0589	0.14481
ENSG00000139714	1.6302	0.051532
ENSG00000188735	1.1622	0.12259
ENSG00000139725	0.86307	0.19405
ENSG00000139718	1.3866	0.082787
ENSG00000158104	1.2343	0.10855
ENSG00000110801	0.39574	0.34615
ENSG00000110987	3.2447	0.00058785
ENSG00000158113	3.1645	0.00077674
ENSG00000204671	3.0733	0.0010584
ENSG00000176383	2.7469	0.0030082
ENSG00000184047	2.6872	0.0036029
ENSG00000139719	3.0924	0.00099263
ENSG00000130779	3.8145	6.82E-05
ENSG00000033030	2.4997	0.0062143
ENSG00000111011	2.7129	0.003335
ENSG00000184445	3.1465	0.00082627
ENSG00000182782	0.018493	0.49262
ENSG00000255398	0.35713	0.3605
ENSG00000196917	0.69419	0.24378
ENSG00000139726	0.0041724	0.49834
ENSG00000130783	1.2997	0.096851
ENSG00000130787	0.3675	0.35662
ENSG00000139722	0.068928	0.47252
ENSG00000150967	3.6669	0.00012274
ENSG00000111325	5.8293	2.78E-09
ENSG00000182196	5.7448	4.60E-09
ENSG00000090975	6.4038	7.58E-11
ENSG00000051825	6.2435	2.14E-10
ENSG00000111328	4.9314	4.08E-07
ENSG00000139697	3.8598	5.67E-05
ENSG00000150977	4.9468	3.77E-07
ENSG00000184209	0.74956	0.22676
ENSG00000188026	1.5199	0.06427
ENSG00000086598	1.849	0.032229
ENSG00000111364	2.1209	0.016965
ENSG00000111361	2.1784	0.014689
ENSG00000111358	1.546	0.061056
ENSG00000168778	1.6399	0.050518
ENSG00000185344	1.184	0.11822
ENSG00000197653	-0.25152	0.59929
ENSG00000119242	-0.56444	0.71377
ENSG00000179195	-0.15129	0.56013
ENSG00000196498	3.55	0.00019262
ENSG00000073060	0.5183	0.30213
ENSG00000150991	0.081668	0.46746
ENSG00000150990	0.93192	0.17569
ENSG00000184992	1.5282	0.063233
ENSG00000081760	-1.3295	0.90817
ENSG00000139364	0.98252	0.16292
ENSG00000181234	-0.59722	0.72482
ENSG00000139370	-1.5355	0.93767
ENSG00000151948	-1.3571	0.91262
ENSG00000151952	0.45083	0.32605
ENSG00000111432	-0.25873	0.60208
ENSG00000125207	-0.49934	0.69123
ENSG00000060709	0.56589	0.28573
ENSG00000111450	0.93064	0.17602
ENSG00000132341	0.20312	0.41952
ENSG00000111452	-0.85653	0.80415
ENSG00000061936	-0.00447	0.50178
ENSG00000198598	0.54483	0.29294
ENSG00000177169	-0.23481	0.59282
ENSG00000177192	1.1547	0.1241
ENSG00000183495	1.5235	0.063815
ENSG00000185163	0.39695	0.3457
ENSG00000184967	-0.1364	0.55425
ENSG00000112787	-0.22474	0.58891
ENSG00000204583	-0.33664	0.63181
ENSG00000187848	-0.013912	0.50555
ENSG00000177084	0.047696	0.48098
ENSG00000176894	0.1385	0.44492
ENSG00000247077	-0.096493	0.53844
ENSG00000176915	1.0104	0.15616
ENSG00000090615	-0.14771	0.55871
ENSG00000072609	-0.66817	0.74799
ENSG00000196458	1.0229	0.15317
ENSG00000196387	2.4691	0.0067726
ENSG00000214029	2.7124	0.00334
ENSG00000256223	2.6225	0.0043649
ENSG00000090612	2.7275	0.0031904
ENSG00000198033	-0.51974	0.69838
ENSG00000132958	-0.8331	0.79761
ENSG00000196199	0.80473	0.21049
ENSG00000121390	0.97749	0.16416
ENSG00000132950	0.51432	0.30351
ENSG00000121741	-0.92822	0.82335
ENSG00000121743	0.56187	0.2871
ENSG00000165474	-2.7697	0.99719
ENSG00000121742	0.16231	0.43553
ENSG00000165475	0.058822	0.47655
