GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
ENSG00000170786    8   57207570   57238335     67      18  22389   -0.0035925      0.50143         0.30505         0.71005
ENSG00000181195    8   57348513   57364282     59      11  22389      -0.6746      0.75003          0.8652         0.55159
ENSG00000169122    8   58902068   59067277    370      38  22389      -0.2296       0.5908         0.35362         0.80895
ENSG00000215114    8   59318823   59369060    125      22  22389     -0.86691        0.807         0.66727         0.81872
ENSG00000167910    8   59397737   59417720     47      12  22389      0.46396      0.32134         0.23445         0.42632
ENSG00000137575    8   59460566   59500419     96      13  22389      -1.3739      0.91527          0.9492         0.78347
ENSG00000035681    8   59491063   59577404    199      29  22389     0.032846       0.4869         0.33985         0.61227
ENSG00000198846    8   59712977   60036767    817      71  22389      -1.1874      0.88247         0.87026         0.74232
ENSG00000178538    8   61096423   61198954    375      38  22389      -2.5835      0.99511         0.97268         0.99075
ENSG00000104388    8   61424469   61541203    228      24  22389       0.0856      0.46589         0.29755         0.58848
ENSG00000171316    8   61586321   61785587    376      31  22389      0.33058      0.37048          0.3967         0.31208
ENSG00000177182    8   62195514   62419204    457      61  22389      0.10409      0.45855         0.89731         0.19722
ENSG00000198363    8   62408115   62632199    568      46  22389       1.6189     0.052737         0.41681        0.011486
ENSG00000185942    8   63156501   63917211   2244      70  22389      -0.1133       0.5451         0.70527         0.35055
ENSG00000137563    8   63922638   63956610    135      17  22389     -0.47308      0.68192         0.54635         0.74146
ENSG00000137561    8   63967047   64003612     84      16  22389       0.2488      0.40176         0.35019         0.42583
ENSG00000185728    8   64076112   64130346     75      22  22389     -0.60185      0.72636         0.64841         0.69089
ENSG00000180828    8   65487795   65501191     18       8  22389      0.29174      0.38524         0.28715         0.48998
ENSG00000172817    8   65503529   65716348    415      34  22389      0.66896      0.25176         0.29981         0.21751
ENSG00000104442    8   66509691   66551452    134      16  22389     -0.44102       0.6704         0.86656         0.44227
ENSG00000066855    8   66551888   66627798    203      24  22389      -0.5025      0.69234         0.85306         0.47107
ENSG00000205268    8   66621569   66758969    348      34  22389     -0.36469      0.64233         0.55368         0.61421
ENSG00000147570    8   66928791   67017755    267      42  22389       1.5387     0.061939         0.23317        0.027411
ENSG00000147573    8   67034131   67092720    131      21  22389      0.18257      0.42757         0.27387         0.59279
ENSG00000147571    8   67083612   67095846     30      12  22389      0.57744      0.28182         0.15835         0.49448
ENSG00000179041    8   67336263   67347968     28       9  22389      -1.2809      0.89988         0.84747         0.89756
ENSG00000147576    8   67339693   67389260    166      24  22389      -1.6978      0.95523         0.92387         0.92593
ENSG00000185697    8   67469410   67530484     79      15  22389     -0.61313      0.73011         0.53053         0.79364
ENSG00000175073    8   67537488   67584452     60      15  22389     -0.74992      0.77335         0.76024          0.6311
ENSG00000288596    8   67574787   67602797     38      13  22389      -1.6633      0.95187         0.92323         0.88838
ENSG00000288602    8   67574787   67779257    323      24  22389     -0.19662      0.57794         0.86313         0.30276
ENSG00000104205    8   67619653   67779257    254      22  22389      -1.0196      0.84605         0.86579         0.66361
ENSG00000178460    8   67777984   67839283     71      17  22389     -0.55864       0.7118          0.5622         0.69602
ENSG00000261787    8   67853736   67879825     26      14  22389      -2.3212      0.98986         0.96919         0.97124
ENSG00000178125    8   67871280   67945804     63      17  22389     -0.38039      0.64817         0.66786         0.48522
ENSG00000121022    8   67950314   67979562     38      11  22389     -0.83863      0.79916         0.67642         0.76148
ENSG00000104218    8   67971588   68113849    155      26  22389      -1.6358      0.94906         0.85484         0.89176
ENSG00000066777    8   68080746   68260912    209      35  22389     -0.91304      0.81939         0.93415         0.55617
ENSG00000165078    8   68329405   68663620    867      77  22389     -0.88546      0.81205         0.82199         0.67935
ENSG00000046889    8   68859244   69148897    974      85  22389      0.91873      0.17912         0.69786        0.053614
ENSG00000165084    8   69237957   69736258   1381      88  22389       2.6399    0.0041464        0.005003        0.031047
ENSG00000137573    8   70373859   70578147    550      80  22389       1.9599     0.025005        0.040233        0.041959
ENSG00000137571    8   70579110   70752299    441      50  22389       1.2155      0.11209        0.034834         0.48074
ENSG00000147596    8   70958886   70988562     90      21  22389      0.20724      0.41791         0.64806         0.24868
ENSG00000140396    8   71016997   71321062    477      37  22389    -0.054013      0.52154          0.8926         0.23976
ENSG00000067167    8   71480453   71525694     93      18  22389      -1.0655      0.85668         0.73425         0.83757
ENSG00000147592    8   71544501   71586447    125      20  22389     -0.84485       0.8009         0.89158         0.62811
ENSG00000221947    8   71576600   71653177    205      22  22389     -0.84441      0.80078         0.83761           0.631
ENSG00000104313    8   72104668   72464888    846      98  22389       2.0642     0.019498        0.077727        0.020262
ENSG00000178860    8   72748777   72761731     45      15  22389      0.08442      0.46636         0.37624         0.49925
ENSG00000104321    8   72928486   72992819    268      27  22389      -1.0661      0.85681         0.74802         0.87652
ENSG00000182674    8   73444626   73855584   1154      71  22389       -2.611      0.99549         0.99089         0.97411
ENSG00000147601    8   73916097   73964987     87      19  22389      -2.1556      0.98444         0.96929         0.93706
ENSG00000164764    8   73971778   74010507     90      25  22389      -1.2632      0.89674         0.90333         0.79392
ENSG00000274443    8   74148623   74179150     86      17  22389     -0.71537      0.76281         0.67718         0.72084
ENSG00000147604    8   74197874   74210869     38      11  22389       1.0244      0.15283         0.47156        0.057059
ENSG00000121039    8   74201837   74242520     92      20  22389      0.83959      0.20057         0.41606         0.10692
ENSG00000040341    8   74327604   74664943    940      49  22389       1.1701      0.12097        0.076871          0.2657
ENSG00000104343    8   74687332   74796145    134      25  22389       1.3331     0.091241         0.33193        0.036641
ENSG00000175606    8   74883377   74900018     59      10  22389     -0.20284      0.58037         0.41071         0.72716
ENSG00000154589    8   74898564   74946314    137      24  22389      0.31869      0.37498         0.20059         0.63041
ENSG00000104369    8   75141935   75238721    199      35  22389      -1.0282      0.84808         0.87529         0.70202
ENSG00000104381    8   75257618   75284345     81      13  22389      -1.0788      0.85967         0.88401         0.70651
ENSG00000137558    8   75731772   75772264     97      19  22389     -0.56868      0.71521          0.6562         0.67189
ENSG00000121005    8   75891708   75951793    189      26  22389      0.53339      0.29688         0.28864         0.29663
ENSG00000164749    8   76447203   76484069    163      24  22389    -0.026867      0.51072         0.44311         0.50857
ENSG00000091656    8   77588515   77784521    396      44  22389      0.24339      0.40385         0.67715         0.21203
ENSG00000164751    8   77887494   77918280     80      18  22389     -0.54402      0.70679         0.61225         0.69672
ENSG00000171033    8   79423336   79522502    222      28  22389     -0.75042       0.7735         0.89978         0.57101
ENSG00000104427    8   79573282   79637000    150      22  22389      0.20287      0.41962         0.77795         0.19343
ENSG00000104432    8   79640007   79722758    190      25  22389    -0.029611      0.51181         0.60981         0.37041
ENSG00000104435    8   80518049   80583410    204      34  22389    -0.052644      0.52099          0.5217         0.45489
ENSG00000164683    8   80671245   80685098     23       9  22389      -0.3398        0.633         0.68022         0.53447
ENSG00000147586    8   80825952   80947516    146      29  22389      0.67476      0.24991        0.091804          0.6989
ENSG00000076554    8   80942103   81088836    433      31  22389     -0.59573      0.72432         0.65528         0.65795
ENSG00000205189    8   81392854   81443500    104      23  22389      0.23988      0.40521         0.79141         0.18522
ENSG00000164684    8   81535686   81792016    357      35  22389      0.84823      0.19816         0.17023         0.26659
ENSG00000076641    8   81875045   82029303    343      49  22389      -0.8982      0.81546         0.71492         0.79367
ENSG00000164687    8   82187718   82202012     17       6  22389      0.36018      0.35936         0.28046         0.44559
ENSG00000147588    8   82347561   82364719     46      10  22389       -1.179      0.88079          0.7658         0.91796
ENSG00000205186    8   82365618   82378758     38      11  22389     -0.50394      0.69285         0.50353         0.81607
ENSG00000170323    8   82385732   82400473     48       9  22389     -0.25431      0.60037         0.53799         0.55393
ENSG00000197416    8   82432216   82451056     61      17  22389      0.64166      0.26055         0.40924         0.16719
ENSG00000133731    8   82564151   82604029    112      23  22389     -0.96899      0.83373         0.68671         0.84778
ENSG00000253598    8   82600891   82612207     42       8  22389     0.058239      0.47678          0.4426         0.46696
ENSG00000104231    8   82608566   82638539    105      16  22389    -0.069237       0.5276          0.3426         0.70986
ENSG00000164695    8   82639688   82676750    108      23  22389      -0.3365      0.63175         0.57964         0.54514
ENSG00000104497    8   82706816   82759539    186      20  22389      0.13576        0.446          0.5492         0.31311
ENSG00000184672    8   85090453   85839079   1736      56  22389      0.14189      0.44358         0.41569         0.40798
ENSG00000133739    8   86014323   86063315     66      13  22389     -0.89203      0.81381         0.72828         0.78251
ENSG00000133740    8   86084619   86131753     70      14  22389     -0.79693      0.78726         0.84891         0.60474
ENSG00000185015    8   86152716   86201302     65      11  22389      -2.3819      0.99139         0.98343         0.96817
ENSG00000133742    8   86235458   86295342     99      24  22389    -0.081042       0.5323         0.61714          0.3911
ENSG00000164879    8   86346056   86366269     33       9  22389      0.22745      0.41004         0.61967         0.24674
ENSG00000104267    8   86371131   86398721     36      10  22389      0.47586      0.31709         0.50671         0.19069
ENSG00000147613    8   87055691   87086851     66      17  22389     0.052975      0.47888         0.43966         0.44412
ENSG00000147614    8   87106139   87171454    235      25  22389      0.79405      0.21358         0.16191          0.3007
ENSG00000164893    8   87221288   87247609     91      20  22389       1.2715      0.10177         0.16661        0.082731
ENSG00000123124    8   87349965   87485181    376      25  22389      0.39658      0.34584         0.64931         0.17073
ENSG00000176623    8   87474627   87531567    171      21  22389    -0.084127      0.53352         0.57306         0.42978
ENSG00000085719    8   87521656   87578726    178      33  22389     -0.78183      0.78284         0.74071         0.73162
ENSG00000170289    8   87581163   87760903    491      49  22389     -0.11773      0.54686         0.48747         0.51345
ENSG00000176571    8   87873676   88399955   1386      63  22389      0.15304      0.43918         0.19952         0.83494
ENSG00000176566    8   88877971   88891296     16       9  22389        2.468    0.0067942       0.0081657         0.01457
ENSG00000156103    8   89044460   89344717    709      56  22389      0.25622      0.39889         0.21706         0.66377
ENSG00000104312    8   90764335   90808292    107      16  22389      0.46797       0.3199         0.13211         0.73594
ENSG00000164823    8   90909096   90945096     68      15  22389       2.9637    0.0015197       0.0017583        0.012742
ENSG00000104320    8   90940564   91001952    152      21  22389       1.9619     0.024884        0.019219        0.082036
ENSG00000104325    8   91008580   91069232    147      22  22389        2.715    0.0033135       0.0027016        0.020047
ENSG00000104327    8   91065836   91100107     68      14  22389       2.2053     0.013718       0.0091144        0.048614
ENSG00000180694    8   91629223   91663133     67      12  22389     -0.43231      0.66724         0.85795          0.4624
ENSG00000123119    8   91798921   91976630    342      23  22389     -0.24873      0.59822         0.42433         0.68252
ENSG00000253250    8   91965706   92002485     58      14  22389      -1.5538      0.93989         0.84973         0.94843
ENSG00000155100    8   92077424   92104323     34       8  22389      -1.0724      0.85823         0.85325         0.72809
ENSG00000214954    8   92109847   92236473    298      22  22389      -1.7367      0.95878         0.85764         0.93757
ENSG00000147606    8   92256508   92415378    348      37  22389    -0.022451      0.50896         0.36278          0.5786
ENSG00000079102    8   92962195   93120454    190      25  22389      0.69196      0.24448         0.22554          0.2748
ENSG00000205133    8   93890758   93983372    131      34  22389       -1.898      0.97115         0.93127         0.94662
ENSG00000183808    8   94737798   94758268     38      10  22389      0.44641      0.32765         0.21159         0.47925
ENSG00000164953    8   94762072   94836462     54      18  22389      -1.9209      0.97263         0.91513         0.96941
ENSG00000164951    8   94924083   94943296     33       8  22389      0.62371      0.26641         0.12043         0.59161
ENSG00000079112    8   95134394   95234531    267      39  22389     -0.54333      0.70655         0.52196         0.80382
ENSG00000164949    8   95256481   95279547     73      13  22389       1.3698     0.085373        0.067702         0.14027
ENSG00000197275    8   95379188   95492343    352      23  22389      -1.0197      0.84606         0.70484         0.82999
ENSG00000265817    8   95434940   95454180     42      11  22389      -1.2263      0.88995         0.78323         0.92616
ENSG00000104413    8   95648364   95724694    242      22  22389      -1.0273      0.84786         0.67123         0.90152
ENSG00000156162    8   95727103   95811076    262      24  22389     -0.46792      0.68008         0.93113         0.42392
ENSG00000164941    8   95830518   95897721    200      23  22389       1.1054       0.1345        0.061645         0.39359
ENSG00000175305    8   95887452   95914672     83      17  22389      0.83802      0.20101          0.1472         0.29857
ENSG00000164938    8   95933200   95966615     90      14  22389      0.39108      0.34787         0.47831         0.23345
ENSG00000156170    8   96032209   96120685    228      32  22389      0.89556      0.18524         0.13921          0.2787
ENSG00000175895    8   96140949   96173913     86      14  22389       1.3259      0.09244         0.14986        0.087583
ENSG00000156466    8   97149558   97178020     52      14  22389      -1.0417      0.85122         0.79712         0.84825
ENSG00000156467    8   97233904   97252862     31      11  22389     -0.51591      0.69704         0.93838         0.45278
ENSG00000156469    8   97246645   97278796     51      13  22389      0.99548      0.15975         0.62442        0.044866
ENSG00000156471    8   97269167   97351774    167      32  22389      -1.2385      0.89224         0.96019         0.73694
ENSG00000169439    8   97500579   97629037    355      47  22389    -0.046458      0.51853         0.55307         0.42075
ENSG00000104324    8   97652455   98160731    768      63  22389       0.4301      0.33356         0.50676          0.2046
ENSG00000180543    8   98280714   98295192     54      12  22389      0.61808      0.26826         0.21964         0.32632
ENSG00000147649    8   98651375   98747488    169      24  22389      0.75092      0.22635         0.25624         0.21213
ENSG00000104341    8   98782809   98869830    398      26  22389       1.9212      0.02735        0.010591         0.19087
ENSG00000132561    8   98876284   99053948    490      47  22389       1.7306     0.041765        0.052161        0.054093
ENSG00000156482    8   99048938   99062818     30      10  22389       2.6965    0.0035034       0.0047085       0.0062389
ENSG00000177459    8   99071750   99110838    101      33  22389       1.5957     0.055278         0.08493        0.061627
ENSG00000104356    8   99124521   99177069    212      28  22389     -0.79716      0.78732         0.76033         0.69012
ENSG00000104361    8   99197054   99312444    257      39  22389      0.44608      0.32777         0.19153         0.53124
ENSG00000156486    8   99434250   99448025     24      11  22389      -1.5534      0.93984         0.94628         0.90076
ENSG00000104375    8   99461859   99959799    600      39  22389     0.039312      0.48432         0.58386         0.34718
ENSG00000164920    8   99951631   99969338     15       8  22389       1.6604     0.048419        0.067698        0.056376
ENSG00000132549    8  100020299  100895447   1472      36  22389       1.5447     0.061207        0.028217         0.27244
ENSG00000164919    8  100885223  100911242     53      12  22389       1.6775     0.046725        0.037028         0.11573
ENSG00000132554    8  100968164  101123344    271      34  22389     -0.61824      0.73179         0.75663         0.58389
ENSG00000156509    8  101140588  101163099     30       7  22389     -0.11666      0.54643         0.70511         0.37233
ENSG00000147669    8  101157839  101171230     23       5  22389     -0.67248      0.74936         0.82426         0.59888
ENSG00000104450    8  101165263  101259132    178      22  22389     -0.60608      0.72777         0.62644         0.67277
ENSG00000034677    8  101264285  101353446    161      20  22389     -0.38549      0.65006         0.51061         0.65267
ENSG00000186106    8  101516980  101577014    144      26  22389     -0.83332      0.79767         0.62128         0.87185
ENSG00000174226    8  101580110  101666893    335      38  22389      0.93287      0.17544         0.24909         0.14134
ENSG00000070756    8  101710144  101739969     51      11  22389     0.043896      0.48249         0.38344         0.52825
ENSG00000164924    8  101925804  101970717    113      21  22389      0.42878      0.33404         0.37089         0.27914
ENSG00000120963    8  102204266  102223292     22       8  22389       2.2098     0.013561        0.010716        0.033537
ENSG00000083307    8  102499668  102686954    528      54  22389    -0.066883      0.52666         0.54139         0.43107
ENSG00000104490    8  102693770  103142135   1327      80  22389     -0.82861      0.79634         0.82078         0.61694
ENSG00000048392    8  103211729  103256346    140      26  22389       1.1121      0.13305         0.10289         0.21853
ENSG00000104517    8  103259501  103429947    443      36  22389      0.68675      0.24612         0.63758         0.09776
ENSG00000155087    8  103558848  103578245     97      19  22389       1.4361     0.075486         0.14972        0.053857
ENSG00000155090    8  103656005  103673130     50      15  22389      0.25418      0.39968         0.23113         0.62944
ENSG00000155096    8  103833536  103881905    131      18  22389       1.1946      0.11613         0.27086         0.07491
ENSG00000155097    8  104028248  104090285    165      27  22389       0.8591      0.19514         0.10653         0.39228
ENSG00000164929    8  104147921  104247533    331      37  22389       2.6591    0.0039175         0.02293       0.0018896
ENSG00000164930    8  104305661  104350094    140      18  22389       2.3145      0.01032        0.016986        0.019403
ENSG00000164932    8  104378743  104400233     72      14  22389     -0.50424      0.69295         0.53415         0.80171
ENSG00000164933    8  104405866  104432563     94      13  22389      0.11799      0.45304         0.45636         0.38632
ENSG00000164934    8  104421942  104460681    104      14  22389      0.02598      0.48964         0.37445         0.54263
ENSG00000176406    8  104507426  105271656   2328      35  22389      -0.4354      0.66836         0.82717         0.44337
ENSG00000164935    8  105347024  105373917     93      19  22389     -0.45556      0.67565         0.48396         0.79849
ENSG00000147647    8  105386652  105484281    271      39  22389       1.1119       0.1331         0.10947         0.18925
ENSG00000147650    8  105496459  105606252    171      26  22389      0.77664      0.21868         0.15395          0.3326
ENSG00000169946    8  106325917  106821767   1063      89  22389       1.7791      0.03761         0.15604        0.021102
ENSG00000164830    8  107277406  107769922   1286      62  22389      -1.1883      0.88265         0.78739         0.82015
ENSG00000174429    8  107766711  107787472     47      14  22389     -0.27059      0.60665         0.78433          0.4203
ENSG00000154188    8  108256710  108515254    829      54  22389       1.8959     0.028986         0.10375        0.020178
ENSG00000147655    8  108906544  109100913    457      47  22389      0.52816      0.29869         0.13137         0.65917
ENSG00000104408    8  109208972  109265959    175      18  22389      -1.8264      0.96611         0.94412         0.90036
ENSG00000104412    8  109450853  109504136    163      20  22389     -0.20428      0.58093         0.32961         0.82466
ENSG00000164841    8  109786165  109804770     37       9  22389      0.11965      0.45238         0.41327         0.45705
ENSG00000174417    8  110094653  110136813    119      19  22389       1.3207     0.093299         0.18962         0.06455
ENSG00000120526    8  110248148  110351486    250      27  22389      0.62393      0.26634         0.21778         0.32805
ENSG00000120533    8  110341552  110363189     48      16  22389     0.080514      0.46791         0.33138         0.57567
ENSG00000205038    8  110369706  110548500    509      28  22389       1.0865      0.13864         0.36412        0.071504
ENSG00000147654    8  110546929  110583225     74      23  22389     -0.27211      0.60723         0.52578         0.60038
ENSG00000147642    8  110581405  110709020    338      33  22389      0.96868      0.16635         0.19426         0.17131
ENSG00000164794    8  110974233  110992963     34      12  22389       1.3224     0.093023         0.67642        0.017795
ENSG00000164796    8  113230157  114454242   2922      70  22389      -1.2753       0.8989         0.82878         0.82211
ENSG00000104447    8  116415724  116718299    407      28  22389     -0.25832      0.60192         0.70275         0.41858
ENSG00000147677    8  117652055  117773258    241      31  22389       0.2263      0.41049         0.20582         0.72704
ENSG00000147679    8  117773742  117797449     47      11  22389      0.69418      0.24379         0.13354         0.45562
ENSG00000164754    8  117853173  117892105     92      11  22389    -0.097369      0.53878         0.45435         0.53985
ENSG00000205002    8  117945464  117961239     36      13  22389      0.63141      0.26389         0.40594         0.17132
ENSG00000164756    8  117957512  118193953    439      38  22389     -0.99051      0.83904         0.99672         0.60799
ENSG00000164758    8  118527532  118557510     76      16  22389      -1.7549      0.96036         0.91793         0.95781
ENSG00000182197    8  118806602  119129058    751      60  22389       1.0918      0.13746         0.32927         0.07756
ENSG00000177570    8  119196694  119639184   1229      89  22389     0.086674      0.46547         0.44777         0.41505
ENSG00000164761    8  119930796  119969383    140      23  22389    -0.083714      0.53336         0.28522         0.84469
ENSG00000184374    8  119959527  120124207    733      34  22389     -0.45014       0.6737         0.54522         0.64976
ENSG00000147676    8  120215610  120262913     93      25  22389     -0.80735      0.79027          0.6439         0.82424
ENSG00000136960    8  120564317  120690644    288      36  22389     -0.93646      0.82548         0.69568         0.87378
ENSG00000064313    8  120738014  120850074    292      26  22389      -1.9537      0.97463         0.90492         0.97699
ENSG00000136982    8  120841181  120873170    127      23  22389      -1.0598      0.85538         0.79614         0.79953
ENSG00000155792    8  120880900  121068157    752      33  22389      -1.1846      0.88192         0.79954         0.86469
ENSG00000187955    8  121132347  121389273    610      54  22389      0.56023      0.28766          0.1721         0.47128
ENSG00000172172    8  121403083  121462647     84      16  22389      0.60928      0.27117         0.20479         0.35773
ENSG00000172167    8  121452638  121540875    197      19  22389      0.93743      0.17427         0.32034         0.11311
ENSG00000172164    8  121542985  121830599    795      58  22389    -0.053148      0.52119         0.45151         0.50114
ENSG00000170961    8  122619356  122658675    107      20  22389      0.18591      0.42626         0.41957         0.39716
ENSG00000178764    8  123787510  123991755    508      83  22389      0.64724      0.25874         0.27941         0.24198
ENSG00000136986    8  124020404  124059663    117      22  22389       1.8987     0.028803         0.04926        0.049385
ENSG00000156787    8  124079920  124169393    215      30  22389       1.0139      0.15532         0.55584        0.053157
ENSG00000147689    8  124189752  124227318    100      18  22389       1.0344      0.15047        0.096315         0.29423
ENSG00000189376    8  124227196  124258656     17      11  22389       1.1067      0.13421         0.09073         0.23443
ENSG00000259305    8  124233429  124291727     27      17  22389        1.364     0.086281        0.049247         0.20747
ENSG00000165156    8  124255690  124292781     17      13  22389       1.1788      0.11924         0.10146         0.16492
ENSG00000156802    8  124327090  124413705     82      32  22389        1.918     0.027553         0.14549        0.013505
ENSG00000156804    8  124505127  124558493    149      33  22389       -1.015      0.84495         0.75357         0.85691
ENSG00000175946    8  124652743  124671041     87      17  22389      0.18859      0.42521         0.51149         0.32464
ENSG00000104537    8  124688034  124754647    205      36  22389     -0.62553      0.73419          0.5445         0.84077
ENSG00000176853    8  124775679  124832692    139      20  22389       1.2527      0.10516        0.094463         0.16419
ENSG00000214814    8  124859227  125137412    642      64  22389    -0.088665      0.53533         0.58379         0.40032
ENSG00000164983    8  125318159  125389940    190      25  22389      0.53779      0.29536         0.20101         0.42242
ENSG00000183665    8  125458048  125470267     32       9  22389      0.87448      0.19093          0.1262         0.30771
ENSG00000170881    8  125482008  125505859     46      13  22389      0.31212      0.37748         0.21474         0.60303
ENSG00000147687    8  125495735  125556329    125      21  22389      0.29858      0.38263          0.1827         0.72732
ENSG00000147684    8  125546343  125585751    156      29  22389     -0.45041      0.67379         0.52147          0.7628
ENSG00000170873    8  125558025  125745730    679      85  22389      0.41425      0.33935         0.19285         0.55909
ENSG00000180938    8  125980539  125996631     36       5  22389      0.35175      0.36251         0.27426          0.4329
ENSG00000104549    8  126005720  126039525    106      17  22389      0.29542      0.38384         0.31899         0.42345
ENSG00000156831    8  126099083  126384367    612      46  22389      -1.5202      0.93577         0.95611         0.82479
ENSG00000173334    8  126437563  126455647     46      20  22389       1.7785     0.037664        0.043782        0.055825
ENSG00000212993    8  128422131  128434455     61      13  22389     0.065564      0.47386         0.32913         0.60309
ENSG00000136997    8  128743315  128758680     48      21  22389      0.39429      0.34668         0.28987         0.38718
ENSG00000147697    8  130755442  130804134    146      27  22389     -0.56707      0.71467         0.64922         0.65971
ENSG00000153317    8  131059350  131460906   1255      41  22389       1.2698      0.10208         0.26261        0.051409
ENSG00000155897    8  131787546  132058012    944      59  22389       2.1369     0.016303        0.021571        0.040412
ENSG00000132294    8  132911356  133030889    383      29  22389      0.16549      0.43428         0.26053         0.62411
ENSG00000253117    8  133031467  133076627    160      25  22389      0.20864      0.41736         0.24565         0.64107
ENSG00000132297    8  133068733  133122512    186      36  22389      0.43276      0.33259         0.16722         0.62195
ENSG00000184156    8  133128105  133498004   1275      96  22389     -0.82513      0.79535         0.65367         0.76415
ENSG00000165071    8  133717191  133777914    192      24  22389     -0.38293      0.64912         0.60098         0.57521
ENSG00000129292    8  133782604  133866052    148      24  22389      0.15294      0.43922         0.21822         0.77121
ENSG00000042832    8  133874149  134152146    935      62  22389      0.48991       0.3121         0.14922         0.62421
ENSG00000155926    8  134043973  134120604    332      28  22389      0.79674       0.2128         0.11848         0.41003
ENSG00000104419    8  134244414  134314835    256      45  22389       1.4548      0.07286         0.20782        0.036674
ENSG00000008513    8  134462091  134589697    493      85  22389       1.3897     0.082303        0.030042         0.36634
ENSG00000066827    8  135485031  135730292    783      48  22389      -1.3955      0.91857         0.88313         0.88512
ENSG00000131773    8  136464702  136674068    463      32  22389     -0.10071      0.54011         0.40457         0.62177
ENSG00000147724    8  139137266  139514065   1267     113  22389      0.21232      0.41593         0.45352         0.32739
ENSG00000169436    8  139595478  139931236   1158     117  22389     -0.35754      0.63966         0.62836         0.55595
ENSG00000169427    8  140608081  140720299    306      53  22389     0.017746      0.49292          0.7445         0.27875
ENSG00000167632    8  140735324  141473678   2242     159  22389      0.25122      0.40082         0.49946         0.27982
ENSG00000104472    8  141516397  141532252     46      17  22389      0.44061      0.32975         0.17601         0.58166
ENSG00000123908    8  141536264  141650646    337      48  22389     -0.61432       0.7305          0.7988         0.55079
ENSG00000169398    8  141663481  142016412    562      29  22389      0.54404      0.29321         0.11442         0.73144
ENSG00000105339    8  142133720  142210903    168      40  22389     -0.66865      0.74814         0.61253         0.78848
ENSG00000022567    8  142212273  142315241    360      49  22389       1.5699     0.058222        0.031272         0.17521
ENSG00000204882    8  142361585  142382365     64      15  22389     0.050982      0.47967         0.32565          0.6445
ENSG00000184489    8  142397093  142447554    149      25  22389      0.39367      0.34691          0.7638         0.14852
ENSG00000226807    8  142438929  142522330    382      33  22389     -0.41337      0.66033         0.59473         0.63217
ENSG00000171045    8  143288441  143489543    746      47  22389      -1.0721      0.85817         0.81698         0.76486
ENSG00000181790    8  143540377  143631369    209      46  22389      -2.0079      0.97768         0.91364         0.98799
ENSG00000198576    8  143687405  143700833     47      10  22389     -0.88288      0.81135         0.68912         0.84698
ENSG00000234616    8  143733874  143756412    106      14  22389       -1.456       0.9273         0.83231         0.88916
ENSG00000167653    8  143746726  143769145     97      17  22389      -2.1589      0.98457         0.99199         0.92952
ENSG00000160886    8  143776529  143790588     43       9  22389      -1.1566      0.87629         0.96408         0.71728
ENSG00000130193    8  143803621  143823350     49      12  22389      -2.7264       0.9968         0.98816         0.99308
ENSG00000126233    8  143817362  143828829     28       7  22389      -1.7876      0.96308         0.90571         0.97624
ENSG00000197353    8  143826628  143838952     29       8  22389      -1.9958      0.97702         0.96195          0.9706
ENSG00000180155    8  143840756  143864640     83      20  22389     -0.16727      0.56642         0.44412         0.64362
ENSG00000167656    8  143861298  143873008     64      11  22389      0.59042      0.27746         0.22577         0.33748
ENSG00000104499    8  143911217  143933262     78      15  22389       2.2954     0.010855        0.018029        0.017795
ENSG00000160882    8  143948773  143966236     64       9  22389       1.2427      0.10698         0.12669         0.10999
ENSG00000179142    8  143986975  144004259     73      10  22389       1.9529     0.025413        0.021865        0.052293
ENSG00000160932    8  144094902  144108827     38      13  22389       0.5257      0.29955         0.19846         0.44287
ENSG00000176956    8  144234331  144247053     35      14  22389      0.10352      0.45877         0.45778         0.42548
ENSG00000277494    8  144290068  144304044     61      11  22389     -0.75316      0.77432         0.75852         0.73164
ENSG00000181638    8  144323991  144349875     66      13  22389     -0.19378      0.57682         0.50805         0.54789
ENSG00000250571    8  144328524  144364101    102      16  22389     -0.36117      0.64101         0.50086         0.65712
ENSG00000185730    8  144366651  144387122     68       9  22389       1.1292      0.12941         0.55186        0.036318
ENSG00000184428    8  144386494  144447147    198      26  22389      -1.0136      0.84462         0.63719         0.98388
ENSG00000158106    8  144446025  144471390     73      18  22389     -0.82216      0.79451         0.60773         0.89386
ENSG00000182759    8  144505230  144517602     57      16  22389      0.30739      0.37927         0.46932         0.28128
ENSG00000014164    8  144514825  144629449    365      43  22389      0.89066      0.18656          0.3194         0.12077
ENSG00000104518    8  144630383  144650232     82      16  22389      0.09106      0.46372         0.58288         0.33745
ENSG00000204839    8  144643362  144659928     67      14  22389       1.6558     0.048881         0.17937        0.018928
ENSG00000147813    8  144651955  144665881     59      14  22389       2.0308     0.021139        0.051645        0.015415
ENSG00000104529    8  144656867  144684845    117      18  22389       1.6307     0.051481        0.044762        0.089307
ENSG00000179886    8  144675074  144687485     48      13  22389       2.5626    0.0051941         0.01629       0.0046258
ENSG00000183309    8  144713183  144740900     78      21  22389       1.2217       0.1109        0.081864         0.19414
ENSG00000181135    8  144761622  144782672     71      15  22389       1.0382      0.14959         0.14286         0.17461
ENSG00000255181    8  144783864  144795279     29      13  22389      0.89176      0.18626          0.1594         0.23038
