GENE_ID	ENSID	GENE_NAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000045725	ENSG00000176532	Prr15	10.23429645	-0.366488717	0.528219506	-0.693818977	0.48779574	0.871546211
ENSMUSG00000079639	0	Rhox4a	1.937255693	1.386826401	1.998980508	0.693766845	0.487828438	NA
ENSMUSG00000069117	ENSG00000231500	Rps18-ps6	1.649338729	1.716463715	2.474232482	0.693735826	0.487847894	NA
ENSMUSG00000025932	ENSG00000104313	Eya1	339.318914	0.11661289	0.168098016	0.693719612	0.487858064	0.871546211
ENSMUSG00000005045	ENSG00000116254	Chd5	6972.874035	0.087466078	0.126088977	0.69368536	0.487879549	0.871546211
ENSMUSG00000034353	ENSG00000132329	Ramp1	2517.923033	0.052362678	0.075490194	0.693635492	0.48791083	0.871546211
ENSMUSG00000032435	ENSG00000144635	Dync1li1	2948.110265	0.033906088	0.048883105	0.693615676	0.48792326	0.871546211
ENSMUSG00000000295	ENSG00000111906	Hddc2	343.3214708	-0.088720734	0.127913055	-0.693601865	0.487931924	0.871546211
ENSMUSG00000048895	ENSG00000176749	Cdk5r1	9921.199484	0.035006917	0.050480998	0.693467216	0.488016393	0.871546211
ENSMUSG00000063163	0	Speer2	0.899932487	1.350128633	1.946961694	0.693454133	0.488024601	NA
ENSMUSG00000066652	ENSG00000243709	Lefty2	1.693862937	1.175161696	1.694710792	0.693429051	0.488040336	NA
ENSMUSG00000064065	ENSG00000074706	Ipcef1	501.4463883	-0.375273902	0.541193443	-0.693419159	0.488046542	0.871546211
ENSMUSG00000025236	ENSG00000159322	Adpgk	595.2161382	0.083565504	0.120536861	0.693277587	0.488135366	0.871546211
ENSMUSG00000028907	ENSG00000183520	Utp11	853.3595164	-0.05501074	0.079348798	-0.693277556	0.488135385	0.871546211
ENSMUSG00000091556	ENSG00000250423	Gm14569	71.94144101	0.224310672	0.323570324	0.693236232	0.488161314	0.871546211
ENSMUSG00000024665	ENSG00000134824	Fads2	5686.441847	0.06759983	0.097515429	0.693221889	0.488170313	0.871546211
ENSMUSG00000003882	ENSG00000168685	Il7r	23.11628591	-0.336807407	0.485860076	-0.693218939	0.488172164	0.871546211
ENSMUSG00000097833	0	Gm5976	0.489352491	-2.398648519	3.460435151	-0.69316384	0.488206738	NA
ENSMUSG00000113501	0	Gm18940	0.489352491	-2.398648519	3.460435151	-0.69316384	0.488206738	NA
ENSMUSG00000117810	0	Gm8934	0.489352491	-2.398648519	3.460435151	-0.69316384	0.488206738	NA
ENSMUSG00000033020	ENSG00000100142	Polr2f	758.8042389	-0.092373137	0.133282827	-0.693061057	0.488271235	0.871591537
ENSMUSG00000037685	ENSG00000124406	Atp8a1	13786.19043	-0.027895203	0.040252291	-0.693009094	0.488303844	0.871591537
ENSMUSG00000033233	ENSG00000134253	Trim45	414.6587135	0.099897653	0.14418062	0.692864634	0.488394506	0.871633456
ENSMUSG00000020922	ENSG00000161654	Lsm12	823.3499234	0.051105837	0.073774308	0.692732178	0.488477641	0.871633456
ENSMUSG00000021785	ENSG00000151092	Ngly1	948.416035	0.041970132	0.06059244	0.692662858	0.488521153	0.871633456
ENSMUSG00000038331	ENSG00000119042	Satb2	137.1913669	-0.616016092	0.889420292	-0.692604046	0.488558071	0.871633456
ENSMUSG00000037204	ENSG00000123395	Atg101	726.6967644	0.05687697	0.082127082	0.692548291	0.488593071	0.871633456
ENSMUSG00000039611	ENSG00000165152	Pgap4	1712.070879	0.238661896	0.344682336	0.692411161	0.488679159	0.871692213
ENSMUSG00000047286	ENSG00000173285	Olfr370	51.3274191	0.161956275	0.233987424	0.692158034	0.48883809	0.871880878
ENSMUSG00000030069	ENSG00000163421	Prok2	5.264124675	0.637454985	0.921277776	0.691924847	0.488984526	NA
ENSMUSG00000098420	0	Gm27249	0.859426987	-1.323065315	1.91224414	-0.691891421	0.489005518	NA
ENSMUSG00001074846	ENSG00000229972	0	0.489004912	-2.394619055	3.461242116	-0.691838067	0.489039028	NA
ENSMUSG00000090436	0	Vmn2r75	28.33271177	0.2541506	0.367426266	0.691705041	0.489122581	0.871966385
ENSMUSG00000073856	ENSG00000174628	Iqck	181.4573864	0.097270115	0.140624925	0.691698966	0.489126397	0.871966385
ENSMUSG00000041645	ENSG00000089737	Ddx24	6459.156938	0.032382949	0.046824946	0.691574713	0.489204446	0.871966385
ENSMUSG00000107770	0	Gm44126	102.1984578	0.258926585	0.374407843	0.691562931	0.489211847	0.871966385
ENSMUSG00000057818	0	1600029O15Rik	15.81918624	-0.34522155	0.499194122	-0.691557721	0.48921512	0.871966385
ENSMUSG00000108810	0	Gm44629	0.858074936	1.34599594	1.94650651	0.691493161	0.489255677	NA
ENSMUSG00000033898	0	Cfhr2	0.713318457	-1.906865363	2.757910818	-0.691416615	0.489303765	NA
ENSMUSG00000028358	ENSG00000157657	Zfp618	375.2529194	0.141415377	0.204534982	0.691399466	0.48931454	0.871966385
ENSMUSG00000113356	0	Gm48012	21.94583919	-0.2525458	0.365304883	-0.691328839	0.489358912	0.871966385
ENSMUSG00000079164	ENSG00000187554	Tlr5	34.207358	0.202966022	0.293591317	0.691321609	0.489363455	0.871966385
ENSMUSG00000016179	ENSG00000008118	Camk1g	1049.368124	0.109699603	0.158681397	0.691319867	0.489364549	0.871966385
ENSMUSG00000032110	ENSG00000134940	Acrv1	4.389665622	0.617097063	0.892638054	0.691318346	0.489365505	NA
ENSMUSG00000071302	0	2610044O15Rik8	1326.575363	-0.104694374	0.151530382	-0.690913418	0.489619953	0.872269206
ENSMUSG00000043165	0	Lor	31.85424361	0.202730592	0.293438155	0.690880132	0.489640873	0.872269206
ENSMUSG00000026925	ENSG00000148384	Inpp5e	1177.953159	-0.063963468	0.092614707	-0.690640503	0.489791488	0.872334483
ENSMUSG00000038058	ENSG00000106100	Nod1	385.2746112	0.098659869	0.142862414	0.690593599	0.489820971	0.872334483
ENSMUSG00000028393	ENSG00000148218	Alad	584.661037	-0.062982053	0.091203265	-0.690567959	0.489837089	0.872334483
ENSMUSG00000028451	ENSG00000174038	1700022I11Rik	0.85171299	1.346003663	1.9496433	0.690384576	0.489952374	NA
ENSMUSG00000036273	ENSG00000188906	Lrrk2	9326.217305	-0.088135135	0.127679478	-0.690284268	0.490015439	0.872499004
ENSMUSG00000022020	ENSG00000172766	Naa16	490.9685179	-0.110394361	0.159950928	-0.690176437	0.49008324	0.872499004
ENSMUSG00000032096	ENSG00000095139	Arcn1	4744.44868	0.033341048	0.048308656	0.690167157	0.490089074	0.872499004
ENSMUSG00000046658	ENSG00000205903	Zfp316	731.01063	-0.069751311	0.101086405	-0.690016731	0.490183666	0.87252851
ENSMUSG00000049010	ENSG00000196248	Olfr982	45.92823279	0.160935051	0.233248808	0.689971588	0.490212055	0.87252851
ENSMUSG00000046603	ENSG00000179152	Tcaim	741.5224547	-0.091883653	0.133193012	-0.689853408	0.490286378	0.872566099
ENSMUSG00000061130	ENSG00000138032	Ppm1b	4912.20243	0.062410512	0.090487418	0.689714813	0.490373549	0.87262654
ENSMUSG00000097989	0	Gm4335	4.890563672	-0.497951609	0.722051224	-0.689634741	0.490423914	NA
ENSMUSG00000047631	ENSG00000175336	Apof	2.619685819	0.660667735	0.957999426	0.689632705	0.490425195	NA
ENSMUSG00000046213	0	Cym	0.82979126	-1.323578345	1.919406059	-0.689577038	0.490460211	NA
ENSMUSG00000110252	0	Gm2961	0.82979126	-1.323578345	1.919406059	-0.689577038	0.490460211	NA
ENSMUSG00000026637	ENSG00000082512	Traf5	184.0148254	-0.097215652	0.140988751	-0.689527717	0.490491237	0.872687828
ENSMUSG00000092385	0	Gm20401	0.898379648	1.317202514	1.910624019	0.689409586	0.490565553	NA
ENSMUSG00000074743	ENSG00000178726	Thbd	350.8316525	0.143111755	0.207604892	0.689346736	0.490605093	0.872687828
ENSMUSG00000000567	ENSG00000125398	Sox9	1104.363383	0.071107233	0.103168882	0.689231398	0.490677661	0.872687828
ENSMUSG00000103081	0	Pcdhgb8	80.69120971	-0.173944569	0.252415083	-0.689121136	0.49074704	0.872687828
ENSMUSG00000030688	ENSG00000214530	Stard10	2622.014468	0.06034259	0.087567511	0.689097923	0.490761647	0.872687828
ENSMUSG00000020684	ENSG00000270885	Rasl10b	19099.00109	-0.061627675	0.089432776	-0.689094962	0.49076351	0.872687828
ENSMUSG00000036885	ENSG00000114790	Arhgef26	1078.946144	0.12701085	0.18434548	0.688982719	0.490834142	0.872687828
ENSMUSG00000114477	0	Gm8795	1.52948485	1.101712533	1.599050043	0.688979397	0.490836233	NA
ENSMUSG00000021947	ENSG00000165475	Cryl1	277.5450688	-0.079266669	0.115062311	-0.688902109	0.490884872	0.872687828
ENSMUSG00000035783	ENSG00000107796	Acta2	667.2047409	-0.191343588	0.277758063	-0.688885809	0.49089513	0.872687828
ENSMUSG00000045095	ENSG00000151276	Magi1	2733.334446	0.070561037	0.102444528	0.688773115	0.490966057	0.872687828
ENSMUSG00000011877	ENSG00000108262	Git1	12245.47363	0.04607666	0.066905382	0.688683906	0.491022206	0.872687828
ENSMUSG00000055003	ENSG00000166159	Lrtm2	4690.947627	-0.043170242	0.062688651	-0.688645244	0.491046542	0.872687828
ENSMUSG00000073290	#N/D	Gm10490	2.308565443	0.799224567	1.16070967	0.688565442	0.491096775	NA
ENSMUSG00000005470	ENSG00000105011	Asf1b	31.73124178	-0.24093969	0.349938535	-0.688520028	0.491125362	0.872733334
ENSMUSG00000117969	0	Gm5826	1.6884129	-1.168029918	1.69673064	-0.688400321	0.491200722	NA
ENSMUSG00000094140	ENSG00000169208	Olfr1512	2.848692405	0.689899518	1.002197365	0.68838688	0.491209184	NA
ENSMUSG00000049307	ENSG00000196371	Fut4	18.72318108	0.29680784	0.431249832	0.688250333	0.491295153	0.872736034
ENSMUSG00000063200	ENSG00000225921	Nol7	1165.818371	0.11856962	0.172304683	0.688139276	0.491365079	0.872736034
ENSMUSG00000046707	ENSG00000070770	Csnk2a2	2244.512633	0.067069971	0.097473693	0.688082796	0.491400644	0.872736034
ENSMUSG00000036931	ENSG00000167604	Nfkbid	116.0323647	0.156122542	0.226921945	0.688001074	0.491452105	0.872736034
ENSMUSG00000050891	ENSG00000147687	Tatdn1	398.4496232	0.087934429	0.127831767	0.687891843	0.491520894	0.872736034
ENSMUSG00000044982	ENSG00000173349	Sft2d3	204.6803196	0.106672112	0.155097053	0.687776527	0.49159352	0.872736034
ENSMUSG00000118569	0	Gm18236	18.02243022	-0.295373333	0.429500998	-0.687712798	0.491633659	0.872736034
ENSMUSG00000109392	ENSG00000183921	Gm5737	5.217812461	-0.61939334	0.900805253	-0.687599609	0.491704954	NA
ENSMUSG00000022422	ENSG00000136982	Dscc1	20.38772166	-0.264287864	0.384381797	-0.687566024	0.49172611	0.872736034
ENSMUSG00000020811	ENSG00000179314	Wscd1	3530.903626	-0.047982513	0.069795886	-0.687469071	0.491787184	0.872736034
ENSMUSG00000040455	ENSG00000123552	Usp45	2107.949402	0.078505259	0.114194907	0.687467258	0.491788327	0.872736034
ENSMUSG00000098781	0	Gm28044	9.814888039	0.652605134	0.949363887	0.687413059	0.491822471	0.872736034
ENSMUSG00000018372	ENSG00000258890	Cep95	524.5672343	0.115260975	0.167686228	0.68736101	0.491855261	0.872736034
ENSMUSG00000026851	ENSG00000136819	BC005624	2314.41016	0.035530714	0.051697146	0.687285789	0.491902652	0.872736034
ENSMUSG00000032869	ENSG00000125818	Psmf1	1062.002603	-0.049843847	0.072525617	-0.687258504	0.491919843	0.872736034
ENSMUSG00000057219	ENSG00000125449	Armc7	286.4475764	-0.083871074	0.122038642	-0.687250136	0.491925116	0.872736034
ENSMUSG00000035941	ENSG00000005700	Ibtk	1374.559368	-0.064684188	0.094139059	-0.687113175	0.492011413	0.872776096
ENSMUSG00000036845	ENSG00000267796	Lin37	553.9151048	0.096200239	0.140020211	0.687045378	0.492054133	0.872776096
ENSMUSG00000046598	ENSG00000161267	Bdh1	1306.685562	0.075216611	0.109530031	0.686721351	0.49225834	0.872942198
ENSMUSG00000040370	ENSG00000205707	Etfrf1	863.0228136	0.063307939	0.092202436	0.686618936	0.492322892	0.872942198
ENSMUSG00000045302	ENSG00000138073	Preb	2829.131269	0.037736898	0.054964831	0.686564439	0.492357244	0.872942198
ENSMUSG00000024182	ENSG00000103126	Axin1	1113.551311	0.04783236	0.069669704	0.686558971	0.492360691	0.872942198
ENSMUSG00000058700	0	Rpl21-ps12	0.470648759	2.378562915	3.464545562	0.686543985	0.492370138	NA
ENSMUSG00000093392	0	Gm6061	0.470648759	2.378562915	3.464545562	0.686543985	0.492370138	NA
ENSMUSG00000117929	0	Gm6663	0.470648759	2.378562915	3.464545562	0.686543985	0.492370138	NA
ENSMUSG00000062901	ENSG00000114796	Klhl24	3541.674086	-0.074290237	0.10822546	-0.68643956	0.492435966	0.872981282
ENSMUSG00000033157	ENSG00000144827	Abhd10	642.3801011	0.061032466	0.088931717	0.686284584	0.492533668	0.873007171
ENSMUSG00000039106	ENSG00000157219	Htr5a	368.6749646	-0.11030305	0.160752456	-0.686167121	0.492607728	0.873007171
ENSMUSG00000033099	ENSG00000273899	Nol12	625.2965383	0.053345856	0.077745155	0.686163097	0.492610266	0.873007171
ENSMUSG00000112282	0	Gm19989	2.063659147	0.787204134	1.147325391	0.686121077	0.492636761	NA
ENSMUSG00000025056	ENSG00000169297	Nr0b1	0.470101956	2.376403363	3.464665671	0.685896877	0.49277814	NA
ENSMUSG00000083116	0	Gm13410	0.470101956	2.376403363	3.464665671	0.685896877	0.49277814	NA
ENSMUSG00000083501	0	Gm12255	0.470101956	2.376403363	3.464665671	0.685896877	0.49277814	NA
ENSMUSG00000095448	0	Olfr859	42.76717187	-0.223740907	0.326221876	-0.685855007	0.492804545	0.873221573
ENSMUSG00000051147	ENSG00000171428	Nat2	32.09920796	-0.233873879	0.341022264	-0.685802378	0.492837737	0.873221573
ENSMUSG00000005994	ENSG00000107165	Tyrp1	1.756671714	-1.357700752	1.980499047	-0.685534665	0.493006594	NA
ENSMUSG00000114999	0	Gm7962	0.979782041	-1.493651594	2.179089144	-0.685447678	0.493061466	NA
ENSMUSG00000050490	0	Psma5-ps	0.479644807	-2.372792473	3.461812347	-0.685419149	0.493079464	NA
ENSMUSG00000079339	ENSG00000204010	Ifit1bl1	28.50288473	0.264133731	0.385367699	0.685407032	0.493087108	0.873428248
ENSMUSG00000073421	ENSG00000179344	H2-Ab1	26.44860618	0.276528413	0.403470024	0.685375361	0.493107088	0.873428248
ENSMUSG00000047141	ENSG00000175105	Zfp654	986.0275105	-0.051852218	0.075662664	-0.685307856	0.493149675	0.873428248
ENSMUSG00000038705	ENSG00000101216	Gmeb2	1053.359112	-0.057352311	0.083691824	-0.685279741	0.493167413	0.873428248
ENSMUSG00000087542	0	Gm15878	1.120282205	1.110071167	1.61988074	0.685279564	0.493167525	NA
ENSMUSG00000081552	0	Gm12328	2.352916395	0.744610243	1.086698709	0.685203945	0.493215235	NA
ENSMUSG00000116378	0	Gcat	12.42633779	-0.663846433	0.969108311	-0.685007471	0.493339207	0.873584654
ENSMUSG00000052276	ENSG00000188729	Ostn	0.478934174	-2.371324739	3.46189125	-0.684979558	0.49335682	NA
ENSMUSG00000082426	0	Gm14610	0.478934174	-2.371324739	3.46189125	-0.684979558	0.49335682	NA
ENSMUSG00000036894	ENSG00000181467	Rap2b	2182.576968	-0.038297044	0.055910466	-0.684970938	0.49336226	0.873584654
ENSMUSG00000075014	#N/D	Gm10800	0.395149977	2.107806785	3.077776469	0.684847261	0.493440309	NA
ENSMUSG00000101610	0	Gm7560	0.395149977	2.107806785	3.077776469	0.684847261	0.493440309	NA
ENSMUSG00000105129	0	Gm19566	0.395149977	2.107806785	3.077776469	0.684847261	0.493440309	NA
ENSMUSG00000048755	ENSG00000100294	Mcat	486.5591867	0.088113344	0.128662325	0.684841844	0.493443727	0.873595641
ENSMUSG00000023000	ENSG00000139549	Dhh	10.8799329	-0.383367043	0.559829671	-0.68479229	0.493475001	0.873595641
ENSMUSG00000037167	ENSG00000171478	Spaca5	0.468668776	2.372526551	3.464881732	0.684735219	0.493511021	NA
ENSMUSG00000110610	0	Gm7769	0.468668776	2.372526551	3.464881732	0.684735219	0.493511021	NA
ENSMUSG00000107705	0	Gm45062	2781.192585	0.090012775	0.131477964	0.684622522	0.493582151	0.873601783
ENSMUSG00000056201	ENSG00000172757	Cfl1	22324.89539	-0.030668207	0.044796767	-0.684607599	0.49359157	0.873601783
ENSMUSG00000090264	ENSG00000243056	Eif4ebp3	139.8663652	0.119898268	0.175153225	0.684533606	0.493638276	0.873601783
ENSMUSG00000098190	0	Gm5210	2.818809486	0.819929785	1.197997525	0.684416927	0.49371193	NA
ENSMUSG00000020653	ENSG00000172059	Klf11	310.9162619	-0.098012154	0.143255357	-0.684177937	0.493862812	0.873730716
ENSMUSG00000044468	ENSG00000183508	Tent5c	163.4394295	-0.118284847	0.17290398	-0.684107136	0.493907516	0.873730716
ENSMUSG00000024382	ENSG00000163161	Ercc3	1078.470818	0.072400904	0.105838549	0.684069315	0.493931397	0.873730716
ENSMUSG00000075125	0	Olfr1181	3.460939379	-0.59471834	0.869475371	-0.683996764	0.493977209	NA
ENSMUSG00000026068	ENSG00000115607	Il18rap	9.935317798	-0.371072958	0.542561808	-0.683927532	0.494020927	0.873730716
ENSMUSG00000071604	ENSG00000135063	Fam189a2	484.5298524	0.064755702	0.094684988	0.683906744	0.494034055	0.873730716
ENSMUSG00000029053	ENSG00000067606	Prkcz	12129.58431	0.045741742	0.066887122	0.683864707	0.494060602	0.873730716
ENSMUSG00000054526	ENSG00000186509	Olfr1500	0.919943231	-1.307764132	1.912382739	-0.683840167	0.4940761	NA
ENSMUSG00000030208	ENSG00000134531	Emp1	117.2638002	-0.113899194	0.166561281	-0.683827555	0.494084064	0.873730716
ENSMUSG00000054890	0	Olfr1535	7.469236382	0.415534068	0.607699028	0.683782677	0.494112407	NA
ENSMUSG00000000278	ENSG00000121064	Scpep1	437.907538	-0.082880937	0.121228571	-0.683674948	0.494180446	0.873806934
ENSMUSG00000019312	ENSG00000141738	Grb7	265.6321055	0.097598974	0.142808701	0.683424562	0.494338604	0.873992357
ENSMUSG00000037731	ENSG00000130775	Themis2	60.73671216	0.169286931	0.247740569	0.683323411	0.494402504	0.87401111
ENSMUSG00000020273	ENSG00000115421	Papolg	922.5079087	-0.046308805	0.067783004	-0.683191976	0.494485542	0.874063688
ENSMUSG00000046229	ENSG00000171222	Scand1	180.1389271	0.173543014	0.254067995	0.683057358	0.494570599	0.874068911
ENSMUSG00000039987	ENSG00000006576	Phtf2	629.0007646	0.066886479	0.097933717	0.682977027	0.494621359	0.874068911
ENSMUSG00000014932	ENSG00000176105	Yes1	620.1691809	-0.063642674	0.093190045	-0.682934254	0.494648388	0.874068911
ENSMUSG00000047766	ENSG00000137821	Lrrc49	3527.882313	-0.053877252	0.078918175	-0.682697638	0.494797923	0.87423895
ENSMUSG00000013643	ENSG00000259823	Lypd8	0.897141329	-1.302923115	1.908550799	-0.682676676	0.494811171	NA
ENSMUSG00000051007	ENSG00000177225	Gatd1	966.2314786	0.080799973	0.118370271	0.682603603	0.494857357	0.874249774
ENSMUSG00000095218	0	Olfr1338	0.848921832	-1.304710152	1.911583799	-0.682528358	0.494904918	NA
ENSMUSG00000082039	0	Gm15653	1.290314921	1.219071067	1.786346963	0.682438011	0.494962028	NA
ENSMUSG00000038069	ENSG00000168564	Cdkn2aip	566.146207	0.058361874	0.085522851	0.682412639	0.494978066	0.874295901
ENSMUSG00000046027	ENSG00000172345	Stard5	302.7690037	-0.117777493	0.172594657	-0.682393621	0.494990088	0.874295901
ENSMUSG00000082093	0	Gm15928	2.265643673	0.697376777	1.022025651	0.682347626	0.495019165	NA
ENSMUSG00000095187	0	Olfr1381	34.51846723	-0.200028341	0.293269358	-0.682063556	0.495198764	0.87456892
ENSMUSG00000036611	ENSG00000122547	Eepd1	1036.71192	-0.075714157	0.111033654	-0.681902772	0.495300432	0.87456892
ENSMUSG00000020491	0	2810021J22Rik	512.0423228	-0.072053658	0.105677766	-0.681824193	0.495350125	0.87456892
ENSMUSG00000040412	ENSG00000116299	Elapor1	3496.042533	-0.069131334	0.101393574	-0.681811788	0.49535797	0.87456892
ENSMUSG00000025001	ENSG00000119969	Hells	246.1348261	-0.791248432	1.160817085	-0.681630588	0.495472568	0.874677085
ENSMUSG00000085521	0	4930526A20Rik	13.27330691	0.305135824	0.447740306	0.6815018	0.495554028	0.874726732
ENSMUSG00000043274	ENSG00000174970	Olfr1123	2.55138134	0.725023678	1.064007972	0.681408126	0.495613282	NA
ENSMUSG00000032116	ENSG00000134910	Stt3a	1701.207764	0.061161423	0.089762836	0.681366874	0.495639378	0.874767632
ENSMUSG00000063882	ENSG00000233954	Uqcrh	4483.504437	-0.03281267	0.048166153	-0.681239179	0.495720161	0.874767632
ENSMUSG00000028575	ENSG00000120160	Eqtn	25.19737876	0.239469005	0.351576944	0.681128299	0.495790312	0.874767632
ENSMUSG00000108314	0	Prkcz2	2.61503279	-0.893498158	1.312037979	-0.681000224	0.495871349	NA
ENSMUSG00000040289	ENSG00000164683	Hey1	2250.422404	0.04279627	0.062848185	0.680946799	0.495905154	0.874767632
ENSMUSG00000097946	0	Gm8343	2.630165775	0.684129253	1.004731969	0.680907221	0.495930198	NA
ENSMUSG00000038143	ENSG00000173320	Stox2	5541.258352	0.039075164	0.05738904	0.680881984	0.495946169	0.874767632
ENSMUSG00000110744	0	Gm5171	1.446258671	-1.017701934	1.494717496	-0.68086574	0.495956448	NA
ENSMUSG00000066306	ENSG00000137497	Numa1	5781.149449	-0.038622069	0.056726351	-0.680848808	0.495967163	0.874767632
ENSMUSG00000018654	ENSG00000185811	Ikzf1	299.5154214	-0.12073302	0.177337122	-0.680810752	0.495991246	0.874767632
ENSMUSG00000074359	0	Psg23	25.57967011	0.275004001	0.403999885	0.680703166	0.496059332	0.874767632
ENSMUSG00000050697	ENSG00000132356	Prkaa1	1390.687523	-0.045657986	0.067077245	-0.680677716	0.496075439	0.874767632
ENSMUSG00000043251	ENSG00000179044	Exoc3l	35.17289566	-0.227021428	0.333549857	-0.680622171	0.496110594	0.874767632
ENSMUSG00000045538	ENSG00000182810	Ddx28	375.9980801	0.063576356	0.093422732	0.680523405	0.496173107	0.874783805
ENSMUSG00000014503	ENSG00000078795	Pkd2l2	91.88693664	0.15618951	0.229601665	0.680262967	0.496337969	0.874980403
ENSMUSG00000086996	0	4933416E14Rik	8.872519803	-0.434990567	0.639614912	-0.680081966	0.496452563	NA
ENSMUSG00000082609	0	Gm15464	1.40105864	1.350680816	1.986601246	0.679895283	0.496570769	NA
ENSMUSG00000042607	ENSG00000005981	Asb4	51.028818	0.293996097	0.432470244	0.679806533	0.49662697	0.875373425
ENSMUSG00000040651	ENSG00000163946	Tasor	2085.878149	-0.049240391	0.07244163	-0.679725058	0.496678567	0.875373425
ENSMUSG00000007379	ENSG00000175984	Dennd2c	47.11063225	0.194818086	0.286641354	0.67965799	0.496721042	0.875373425
ENSMUSG00000044938	ENSG00000124743	Klhl31	7.005360729	0.46329408	0.681781139	0.679534903	0.496799	NA
ENSMUSG00000040521	ENSG00000123297	Tsfm	415.4154469	0.067764785	0.099754132	0.679318077	0.496936345	0.87559327
ENSMUSG00000038914	ENSG00000101191	Dido1	3921.306436	-0.029097366	0.042834813	-0.679292464	0.496952571	0.87559327
ENSMUSG00000031364	ENSG00000126010	Grpr	19.98625282	0.333089883	0.490562399	0.678995951	0.497140428	0.875819404
ENSMUSG00000040254	ENSG00000153993	Sema3d	261.9816794	-0.153691912	0.226376621	-0.67892131	0.497187723	0.875819404
ENSMUSG00000082061	0	Gm12726	0.867015876	2.310826893	3.404156616	0.678825082	0.497248699	NA
ENSMUSG00000056673	ENSG00000012817	Kdm5d	2333.345439	-0.054301985	0.079999248	-0.6787812	0.497276507	0.875881723
ENSMUSG00000024909	ENSG00000172638	Efemp2	326.0983806	0.134020819	0.197497868	0.678593751	0.497395303	0.875912383
ENSMUSG00000111715	ENSG00000225997	Olfr1246	23.65163283	-0.242812731	0.357822034	-0.678585184	0.497400733	0.875912383
ENSMUSG00000004896	ENSG00000143303	Rrnad1	1525.28223	-0.046656224	0.068787372	-0.678267289	0.497602235	0.876173143
ENSMUSG00000083992	0	Gm11478	2.606843051	1.15313164	1.700260377	0.678208853	0.49763928	NA
ENSMUSG00000042102	ENSG00000132837	Dmgdh	6.114020595	-0.633776032	0.934546719	-0.678164097	0.497667654	NA
ENSMUSG00000055720	ENSG00000138629	Ubl7	1896.826603	0.058330721	0.086020965	0.678098888	0.497708996	0.876177549
ENSMUSG00000018583	ENSG00000145907	G3bp1	2864.321336	0.035570818	0.052456998	0.678094799	0.497711588	0.876177549
ENSMUSG00000090774	0	Vmn2r74	3.183596226	-0.621628466	0.916809348	-0.678034607	0.497749751	NA
ENSMUSG00000042726	ENSG00000135148	Trafd1	1816.472474	-0.051938293	0.076614384	-0.677918308	0.497823491	0.876280482
ENSMUSG00000087035	ENSG00000215595	Tmem74bos	26.49224434	0.406468357	0.599783559	0.67769173	0.497967171	0.876392571
ENSMUSG00000060284	ENSG00000170374	Sp7	337.5366009	0.685217295	1.011189216	0.677635089	0.498003092	0.876392571
ENSMUSG00000035835	ENSG00000129951	Plppr3	3084.074408	0.056695853	0.08368285	0.677508626	0.498083299	0.876392571
ENSMUSG00000024979	ENSG00000119913	Tectb	5.659810784	-0.529016437	0.780903879	-0.677441169	0.498126085	NA
ENSMUSG00000034563	ENSG00000260916	Ccpg1	3454.031295	-0.038078415	0.056211683	-0.677411049	0.49814519	0.876392571
ENSMUSG00000043541	ENSG00000118307	Casc1	119.6726937	-0.129951259	0.191839259	-0.677396588	0.498154363	0.876392571
ENSMUSG00000025171	ENSG00000165886	Ubtd1	287.2363121	0.110142098	0.162618558	0.677303372	0.498213492	0.876402582
ENSMUSG00000083465	0	Gm11652	3.151121429	0.699979501	1.033641017	0.677197876	0.498280415	NA
ENSMUSG00000020283	ENSG00000162928	Pex13	1158.865233	0.094985668	0.140311893	0.676960915	0.498430753	0.876574383
ENSMUSG00000095917	0	Olfr740	15.22347382	-0.363480148	0.536964501	-0.676916533	0.498458914	0.876574383
ENSMUSG00000081798	0	Gm8152	1.00330649	-1.489794864	2.200869303	-0.67691201	0.498461784	NA
ENSMUSG00000042462	ENSG00000179958	Dctpp1	299.8595311	-0.069249588	0.102304517	-0.676896687	0.498471506	0.876574383
ENSMUSG00000046826	ENSG00000177558	Fam187b	19.81709246	-0.323961507	0.478741033	-0.676694674	0.498599696	0.876652346
ENSMUSG00000070003	ENSG00000130511	Ssbp4	2954.44295	-0.052996405	0.078324553	-0.676625688	0.498643477	0.876652346
ENSMUSG00000029641	ENSG00000122035	Rasl11a	49.96652924	-0.172308332	0.254727568	-0.676441634	0.498760291	0.876652346
ENSMUSG00000019935	ENSG00000179520	Slc17a8	837.9956214	-0.061608969	0.091079378	-0.676431596	0.498766662	0.876652346
ENSMUSG00000028479	ENSG00000159921	Gne	1421.128237	0.107623926	0.159143348	0.676270336	0.498869023	0.876652346
ENSMUSG00000090125	ENSG00000185668	Pou3f1	1307.335411	-0.067398217	0.099671202	-0.676205522	0.498910167	0.876652346
ENSMUSG00000014294	ENSG00000131495	Ndufa2	1573.844372	0.044381359	0.065633421	0.676200607	0.498913287	0.876652346
ENSMUSG00000028179	ENSG00000116761	Cth	127.4539158	-0.13701331	0.202658273	-0.676080519	0.498989525	0.876652346
ENSMUSG00000033114	ENSG00000130958	Slc35d2	30.99561044	-0.254546802	0.376565881	-0.675968841	0.499060428	0.876652346
